,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold
1354,1354,509390,328636,Yes We Can (featuring Pastor John P. Kee & Lowell Pye),VIP Mass Choir featuring John P. Kee,0,21 Grams,2003,,Can We Get Together,renee funderburgh anson funderburgh john street the rockets  (as anson funderburgh rockets) arrangement with ocean park music group,
1355,1355,509771,25961,You Don't Just Want To Break Me,Hawksley Workman,0,Being Human,2011,Wouldnt It Be Nice (If We Were Human) (#1.4),You Dont Just Want To Break Me (You Want To Tear Me Apart),hawksley workman,
1356,1356,510303,390024,Time Brings On A Change,Leroy Hutson,1973,Chi-Raq,2015,,Time for a Change,leroy griffin jr. prince eazy,
1357,1357,510374,108623,Valo yÃŒÂ_ssÃŒ_ twist,Tuomari Nurmio,1998,Hepskukkuu,1979,(#1.1),Valo yÃƒÅ’Ã‚Â_ssÃƒÅ’_,tuomari nurmio eino grÃƒÅ’Ã‚Â_n,
1358,1358,510593,482096,Carnival of the Animals: VII. Aquarium,Barry Wordsworth_ London Symphony Orchestra (LSO)_ Camille Saint-SaÃŒÃ‡ns,0,If I Stay,2014,,The Swan from The Carnival of the Animals,camille saint-saÃƒÅ’Ãƒâ€¡ns,
1359,1359,511258,4548,I'm Not Sorry (Live at Radio 1 One Big Weekend),The Pigeon Detectives,2006,90210,2008,A Thousand Words (#4.9),Im Not Sorry Wait for Me,the pigeon detectives,
1360,1360,513132,299557,No Time To Be 21,The Adverts,1978,Top of the Pops,1964,(1978-02-02),No Time to be 21,the adverts,
1361,1361,513264,10500,Arabian Dance (Coffee),The Boston Pops Orchestra / John Williams,0,Americas Got Talent,2006,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer,
1362,1362,513464,140543,Bad Romance,Lady GaGa,2009,Live from Studio Five,2009,(#1.93),Bad Romance,lady gaga redone,
1363,1363,513464,594161,Bad Romance,Lady GaGa,2009,Ricki and the Flash,2015,,Bad Romance,lady gaga redone,
1364,1364,513861,579072,It's Never Sunny In South Philadelphia,The Wonder Years,0,Poetic Justice,1993,,Never Dreamed Youd Leave in Summer,stevie wonder syreeta arrangement with polygram special markets,
1365,1365,513981,690335,I've Got A Knife,The Black Lips,2003,The Watch,2012,,I Got Mine,dan auerbach patrick j. carney the black keys arrangement with warner music group film tv licensing,
1366,1366,514312,419365,State Of Independence,Jon Anderson,0,Donna Summer: A Hot Summer Night,1983,,State of Independence,jon anderson vangelis donna summer mimi sommer,
1367,1367,516400,370013,The West (World),Peter Kater,2003,Blast from the Past,1999,,Its the End of the World As We Know It,michael stipe peter buck mike mills r.e.m.,
1368,1368,516685,681465,Sammy Loves Eddie Hates David,Tim Hecker,2002,The Riddle,2007,,Loves Sneakin Up,tim garland,
1369,1369,517764,295277,Wagner: Der fliegende Hollander (The Flying Dutchman): Wirst du des Vaters Wah lnicht schelten? - Dutchman_ Senta,Richard Wagner,0,Tiny Toon Adventures,1990,Strange Tales of Weird Science (#1.38),The Flying Dutchman Overture,richard wagner,
1370,1370,518211,43713,Everybody Wants To Rule The World,Reid Anderson / Ethan Iverson / David King,2007,Celebrity Bowling,1971,,Everybody Loves My Baby,king richards fluegel knights,
1371,1371,518277,1478,Goody Two Shoes,Adam Ant,1982,20 to 1,2005,Hollywood Twists (#10.6),Goody Two Shoes,adam ant marco pirroni,
1372,1372,518488,522338,Windy Day,Jamie Richards,0,Long-Term Relationship,2006,,Day After Day,jamie coon rafael barajas,
1373,1373,519164,426363,Highway Star (1997 Remix),Deep Purple,1997,El Lobo,2004,,Highway Star,ritchie blackmore ian gillan roger glover jon lord ian paice deep purple,
1374,1374,519390,35948,One Step Closer,S Club Juniors,2002,Britains Got More Talent,2007,(#9.3),One Step Closer,cathy dennis s. club juniors,
1375,1375,520044,215929,Let The Music Play,G. Love / Ben Harper / Marc Broussard,2006,So You Think You Can Dance Canada,2008,Top 16 (#1.9),Let Me Leave,marc broussard,
1376,1376,522298,77530,Santos Que Yo Te Pinte,Los Planetas,2000,Duro de domar,2005,Beto Casella/Los Twist (#9.15),PensÃƒÅ’Ã‚Â© que se trataba de cieguitos,pipo cipolatti los twist,
1377,1377,522472,34013,Bones Theme (DJ Corporate Remix),The Crystal Method,2008,Bones,2005,The Bikini in the Soup (#6.14),Bones Theme,the crystal method,
1378,1378,523326,269553,No Nights By Myself,Sonny Boy Williamson,0,The Sonny and Cher Show,1976,(#2.16),Nights On Broadway,barry gibb robin gibb maurice gibb sonny bono cher engelbert humperdinck barbi benton,
1379,1379,523862,378709,Born To Live The Blues,Zoot Money's Big Roll Band,0,Bruce Springsteen: Born in the U.S.A.,1984,,Born In U.S.A.,bruce springsteen the e street band,
1380,1380,523862,493161,Born To Live The Blues,Zoot Money's Big Roll Band,0,John Lennon Live in New York City,1986,,Born in a Prison,yoko ono the plastic ono elephants memory band,
1381,1381,523943,574530,One Fine Day,David Byrne & Brian Eno,2008,Perdona si te llamo amor,2014,,One Day,david schreurs vincent degiorgio caro emerald,
1382,1382,524188,460078,Cross Road Blues,Robert Johnson,0,Guitar Hero,2005,,Cross Road Blues,robert johnson,
1383,1383,525791,90524,Rags To Riches,Tony Bennett,1953,Forever,2014,Diamonds Are Forever (#1.13),Rags To Riches,richard adler jerry ross tony bennett,
1384,1384,525929,671527,Good Bye my love,ZÃŒÃÅmbÃŒ_ Jimmy,1997,The Lost Boys,1987,,Good Times,george young harry vanda inxs jimmy barnes,
1385,1385,527883,266557,Do You Only Love The Ones Who Look Like You,Molly Jenson & Jon Foreman,2006,The Secret Life of the American Teenager,2008,Choices (#2.21),Lets Do It  Lets Fall in Love,cole porter dan foliart molly ringwald,
1386,1386,527883,266677,Do You Only Love The Ones Who Look Like You,Molly Jenson & Jon Foreman,2006,The Secret Life of the American Teenager,2008,Shiny and New (#5.16),Lets Do It  Lets Fall in Love,cole porter dan foliart molly ringwald,
1387,1387,528738,579505,Nowhere Man [Live At Royal Albert Hall],Tiny Tim,2000,Polka Trip,1999,,Leopard Man Polka,tim partelow john gross michael k. anderson tim john,
1388,1388,529200,634323,Remedy,Seether,2005,Summerslam,2005,,Remedy,seether,
1389,1389,530203,191446,Hard Act To Follow,Grinspoon,2004,Rage,1987,Grinspoon Guest Program Rage II,Hard Act to Follow,phil jamieson pat davern grinspoon,
1390,1390,530882,388307,Can You Feel Me?,Will Smith Featuring EVE,1999,Change of Life,2006,,Daddy  can you see me?,denny dey whitney smith,
1391,1391,531035,270817,Yonder Comes My Mother (When The Roll Is Called Up Yonder),Son House,0,The Strip,2002,,Whatever Comes,house of downtown,
1392,1392,531437,113471,You Mean The World To Me,Toni Braxton,1993,House M.D.,2004,Small Sacrifices (#7.8),You Mean the World to Me,toni braxton,
1393,1393,531456,493747,Pretty Polly,Al Petteway / Amy White,0,Jolson Sings Again,1949,,Pretty Baby,egbert van alstyne tony jackson al jolson,
1394,1394,532005,142074,These Arms Of Mine [Live Europe Version],Otis Redding,1967,Lost,2004,S.O.S. (#2.19),These Arms of Mine,otis redding,
1395,1395,532307,141951,Main Title (Film Version from 'The Sea Wolf'),Warner Bros. Studio Orchestra / Erich Wolfgang Korngold,0,Lost,2004,Exodus: Part 2 (#1.24),End Title,michael giacchino the hollywood studio symphony,
1396,1396,532646,72085,Doce Vampiro,Rita Lee,1979,Doce Fugitiva,2006,(#1.190),Doce Fugitiva,rita pereira,
1397,1397,532646,72156,Doce Vampiro,Rita Lee,1979,Doce Fugitiva,2006,(#1.254),Doce Fugitiva,rita pereira,
1398,1398,532646,72187,Doce Vampiro,Rita Lee,1979,Doce Fugitiva,2006,(#1.282),Doce Fugitiva,rita pereira,
1399,1399,533786,395285,Perra Enamorada,Monica Naranjo,2000,ColecciÃƒÅ’_n privada - Tour Minage,2005,,Perra enamorada,mogol lucio battisti mÃƒÅ’_nica naranjo,
1400,1400,533897,216587,Just Dance,Lady GaGa / Kardinal Offishall,2008,So You Think You Can Dance,2005,Results Show: Two Dancers Eliminated (#4.21),Just Dance,lady gaga,
1401,1401,535593,685342,Get on up,JOE TEX,0,The Space Tour,2012,,Get Back Up,darren criss lauren lopez meredith stepien dylan saunders brian holden joe walker,
1402,1402,535679,111885,The Greatest Off-Shore Race in the World,Steve Miller / Lol Coxhill,0,Hollywood a Go Go,1964,(#1.33),The Race Is On,george jones don rollins jody miller,
1403,1403,536048,311158,FotografÃŒ_a,Juanes / Nelly Furtado,0,Velo de novia,2003,Velo de novia (#1.1),FotografÃƒÅ’_a,juanes nelly furtado,
1404,1404,536698,97671,Youre In My Eyes (Discosong),Jarvis Cocker,0,Glastonbury 2009,2009,,Youre In My Eyes (Disco Song),jarvis cocker,
1405,1405,536849,91103,So Alive,Ann Lee,0,Fraggle Rock,1983,Dont Cry Over Spilt Milk (#1.10),Feel So Bad,philip balsam dennis lee steve whitmire dave goelz kathryn mullen karen prell,
1406,1406,538241,352628,Crazy Rhythm,Steve White,0,Are You for Great Sex?,2010,,Crazy in Me,steve addabbo,
1407,1407,538438,134440,Run Come (Throw Away Your Stoney Heart),Ras Michael / The Sons Of Negus,1974,Last of the Summer Wine,1973,Downhill Racer (#10.5),Come Into The Garden  Maud,michael william balfe michael aldridge,
1408,1408,538438,531287,Run Come (Throw Away Your Stoney Heart),Ras Michael / The Sons Of Negus,1974,Making the Grade,1984,,Come If You Want To,michael linn richard kraft,
1409,1409,538438,655899,Run Come (Throw Away Your Stoney Heart),Ras Michael / The Sons Of Negus,1974,The Delta,1996,,COME OVER,michael rohatyn,
1410,1410,538986,77530,Que Tal Si Te Vas Conmigo,Los Dareyes De La Sierra,0,Duro de domar,2005,Beto Casella/Los Twist (#9.15),PensÃƒÅ’Ã‚Â© que se trataba de cieguitos,pipo cipolatti los twist,
1411,1411,540099,442936,Reggae Romance,Steve Young,0,Forbidden Sun,1989,,Strange Romance,marcus myers simon laffy steve phypers tom ashton hard rain,
1412,1412,540099,527300,Reggae Romance,Steve Young,0,Luthers Magic Weed,2011,,Reggae Worldwide,young dread,
1413,1413,540844,142347,Space Oddity (Demo),David Bowie,2009,Louis Therouxs Weird Weekends,1998,UFOs (#1.2),Space Oddity,david bowie,
1414,1414,541536,716802,Cocaine Blues,Joaquin Phoenix,2005,Walk the Line,2005,,Cocaine Blues,red arnall joaquin phoenix,
1415,1415,541671,224906,Main Title,Jerry Goldsmith,1966,Star Trek: Voyager,1995,Death Wish (#2.18),Star Trek: Voyager - Main Title,jerry goldsmith jay chattaway,
1416,1416,541671,224953,Main Title,Jerry Goldsmith,1966,Star Trek: Voyager,1995,Latent Image (#5.11),Star Trek: Voyager - Main Title,jerry goldsmith jay chattaway,
1417,1417,541671,225129,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997,Ascension (#5.3),Main Title,joel goldsmith david arnold,
1418,1418,541671,225340,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997,One False Step (#2.19),Main Title,joel goldsmith david arnold,
1419,1419,541671,225343,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997,Origin (#9.3),End Title,joel goldsmith,
1420,1420,541671,225357,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997,Politics (#1.20),End Title,joel goldsmith,
1421,1421,541671,225377,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997,Reckoning: Part 2 (#8.17),End Title,joel goldsmith,
1422,1422,541671,225605,Main Title,Jerry Goldsmith,1966,Stargate: Atlantis,2004,The Hive (#2.11),Main Title,joel goldsmith,
1423,1423,541825,463487,Taylor,Jack Johnson,2003,Hansi und Hubsi,2012,,Taylor,jack johnson,
1424,1424,541890,660782,Akaka Falls,Arthur Lyman,0,The Freeway Maniac,1989,,Underwater Falls,arthur barrow robby krieger,
1425,1425,542154,600743,O Tannenbaum,Vince Guaraldi Trio,1965,Running with Scissors,2006,,O Tannenbaum,music traditional ernst anschÃƒÅ’_tz the vince guaraldi trio,
1426,1426,542460,501184,Just Lookin',Charlie Gracie,0,Kim Possible: A Sitch in Time,2003,,Its Just You,lmnt adrian gurvitz charlie midnight,
1427,1427,542525,516108,I Surrender (To The Spirit Of The Night),Samantha Fox,1987,Les gars de la Une,1988,,I Surrender (To The Spirit Of The Night),samantha fox,
1428,1428,542553,10266,What I Did For Love,Grace Jones,1977,Alvin & the Chipmunks,1983,Brunch Club (#6.4),What Were You Doing At The Time?,thomas chase steve rucker jill h. jones the john boylan project with vocals by the chipmunks,
1429,1429,542553,288080,What I Did For Love,Grace Jones,1977,The X Factor,2005,Live Show 5 (#4.22),I Want to Know What Love Is,angel tupai mick jones,
1430,1430,542553,722795,What I Did For Love,Grace Jones,1977,Whirlwind,2007,,Did I Mention,f.l. jones myer lansky fl jones fbb,
1431,1431,542560,670929,String Quartet No.10_ Op.74: III. Presto,Tokyo String Quartet,0,The Lobster,2015,,String Quartet No. 2: I Moderato,alfred shnitke the tale quartet with kind permission of bis record sweden,
1432,1432,543248,702869,How Long Has This Been Going On?,Ray Charles / The Count Basie Orchestra,0,Trigger Trail,1944,,Long About Sundown,johnny marvin ray whitley the bar-6 cowboys,
1433,1433,543711,691271,The Wassail Song; Oh Come_ All Ye Faithful; Deck The Halls With Boughs Of Holly; Silent Night_ Holy Night,The Norman Luboff Choir,1956,The Wicker Tree,2011,,The Wicker Tree Song,robin hardy keith easdale june nelson gordon wilson stuart glasgow clyderbank male voice choir,
1434,1434,543785,100189,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,Good Times,1974,Thats Entertainment  Evans Style (#5.24),You Dont Have to Be a Star (To Be in My Show),john glover james dean janet jackson ralph carter,
1435,1435,543785,204590,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,Scream Queens,2015,Pilot (#1.1),Have You Ever Really Loved a Woman? (uncredited),bryan adams robert john lange michael kamen,
1436,1436,543785,326192,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,...Around,2008,,They You Built You Up Too Fast,gabe levine conrad doucette robert damion jurrens john paul jones takka takka arrangement with bank robber music,
1437,1437,543785,422946,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,Dudley Do-Right,1999,,Did You Ever Have To Make Up Your Mind,john sebastian steve tyrell david morgan rosemary butler edie lehmann,
1438,1438,543785,555143,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,New Day,2009,,How Did I Get By Without You?,john waite,
1439,1439,543785,576024,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,Philadelphia,1993,,Have You Ever Seen The Rain,john fogerty spin doctors,
1440,1440,543785,659724,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,The Filth and the Fury,2000,,Did You No Wrong,paul cook    / steve jones    / glen matlock   / john lydon the sex pistols arrangement with warner special products,
1441,1441,544149,258983,Monster Mash,Bobby 'Boris' Pickett,1986,The Office,2005,Costume Contest (#7.6),Monster Mash,leonard l. capizzi bobby pickett the crypt-kickers,
1442,1442,544149,268754,Monster Mash,Bobby 'Boris' Pickett,1986,The Simpsons,1989,The Great Wife Hope (#21.3),Monster Mash,leonard l. capizzi bobby pickett,
1443,1443,544334,531184,Magic (Live At The Sydney Opera House),Olivia Newton-John,0,Making Xanadu: The Musical Fantasy Movie,1980,,Magic,olivia newton-john,
1444,1444,544709,204259,Liebe Und LÃŒ_gen,Klaus Lage Band,0,Schmidteinander,1990,FrÃƒÅ’_hling (#1.3),Lieben und lÃƒÅ’_gen,klaus lage,
1445,1445,545042,414262,Die SchÃŒÂ_nheit Der Sklaverei,Die Apokalyptischen Reiter,2000,Die Musterknaben,1997,,Die Musterknaben,die coolen sÃƒÅ’_ue,
1446,1446,545412,416824,This Is The Gospel Of Christ,Scott Wesley Brown,0,Diverso da chi?,2009,,This Is A Mans  Mans  Mans World,james brown betty newsome,
1447,1447,545412,459017,This Is The Gospel Of Christ,Scott Wesley Brown,0,Greenwich Village,1944,,This Is Our Lucky Day,nacio herb brown tony de marco sally de marco chorus,
1448,1448,545594,247352,Rock To The Beat,Kevin Saunderson,0,The Graham Kennedy Show,1968,(1975-04-16),Rock and Roll (I Gave You the Best Years of My Life),kevin johnson,
1449,1449,545660,443880,The Wedge,Dick Dale and his Del-Tones,1963,Fox Hunt,1996,,The Wedge,dick dale,
1450,1450,546539,706589,Gotta Be Positive,Eddy Grant,2008,UFOria,1985,,I Gotta Outrun the Blues,eddy raven,
1451,1451,547355,482560,HUNGARIAN DANCE No.3,Johannes Brahms / Gerhard Kanzian / Ed Lewis,0,Il giorno + bello,2006,,Hungarian Dance Nr3,johannes brahms,
1452,1452,547355,588827,HUNGARIAN DANCE No.3,Johannes Brahms / Gerhard Kanzian / Ed Lewis,0,Raise the Roof,1930,,Chorus Dance,idris lewis,
1453,1453,547355,729859,HUNGARIAN DANCE No.3,Johannes Brahms / Gerhard Kanzian / Ed Lewis,0,You Cant Take It with You,1938,,Hungarian Dance,johannes brahms,
1454,1454,547637,730283,Creature With the Atom Brain (Live),Roky Erickson and The Explosives,0,Youre Gonna Miss Me,2005,,Creature With the Atom Brain,roky erickson,
1455,1455,548628,384001,Huckleberry Duck,Raymond Scott,1992,Canned Feud,1951,,Huckleberry Duck,raymond scott,
1456,1456,548704,404424,The Last Wall of the Castle,Jefferson Airplane,1967,Dance of Love,1974,,Last Wall of the Castle,jefferson airplane,
1457,1457,548813,510796,Summer On The West Hill,Kings Of Convenience,2001,Lammbock,2001,,Summer On The West Hill,kings of convenience,
1458,1458,549342,191671,Dazed And Confused  (Album Version),Led Zeppelin,1969,Rage,1987,Run the Jewels Guest Program Rage,Dazed and Confused,jimmy page led zeppelin,
1459,1459,549498,462219,Batman Theme,Neal Hefti,1966,Half Baked,1998,,Batman Theme,neal hefti,
1460,1460,549737,706077,Get Out There And Dance (Album Version),Tim O'brien,0,Two-Fisted Rangers,1939,,Get Along Pinto Pony,tim spencer,
1461,1461,550031,272250,When They Ask Me,Leon Rosselson,0,The Tennessee Ernie Ford Show,1956,Steve Allen (#1.24),When Its Sleepy Time Down South,clarence muse leon renÃƒÅ’Ã‚Â© otis renÃƒÅ’Ã‚Â© tennessee ernie ford,
1462,1462,550119,105050,Learning How To Love You (Early Mix),George Harrison,0,HBO First Look,1992,Anna and the King: A Modern Epic (#6.13),How Can I Not Love You,george fenton kenneth babyface edmonds robert kraft joy enriquez,
1463,1463,550119,419739,Learning How To Love You (Early Mix),George Harrison,0,Dorfman,2011,,How Are You Doing?,eleni mandell inara george becky stark the living sisters,
1464,1464,550119,607563,Learning How To Love You (Early Mix),George Harrison,0,Seabiscuit,2003,,Learning to Be Nicer,george fenton,
1465,1465,550180,161123,Oh_ What A Good Thing We Had,Johnny Cash;June Carter,2000,Music Scene,1969,(#1.3),Oh What a Night,marvin junior johnny funches the dells,
1466,1466,550180,362664,Oh_ What A Good Thing We Had,Johnny Cash;June Carter,2000,Beauty,1998,,What the Heart Sees,geoff levin johnny pierce joanna adair christensen-pierce vanessa griaziano,
1467,1467,550180,374159,Oh_ What A Good Thing We Had,Johnny Cash;June Carter,2000,Born to Be Sold,1981,,What Have You Got to Lose,lynda carter johnny harris,
1468,1468,550864,636020,Ring Of Fire,June Carter Cash,2008,Suture,1993,,Ring of Fire,merle kilgore june carter cash johnny cash,
1469,1469,550864,716839,Ring Of Fire,June Carter Cash,2008,Walk the Line,2005,,Ring of Fire,june carter cash merle kilgore joaquin phoenix reese witherspoon,
1470,1470,550933,607369,The Christmas Song (Merry Christmas To You),The King Cole Trio,0,Scrooged,1988,,The Christmas Song (Chestnuts Roasting on an Open Fire),mel tormÃƒÅ’Ã‚Â© robert wells natalie cole,
1471,1471,551253,576545,Me Cago En El Amor,Tonino Carotone,1999,Piedras verdes,2001,,Me cago en el amor,tonino carotone,
1472,1472,552714,132508,Les trois cloches,Les Compagnons De La Chanson_ Edith Piaf,0,La chanson de lannÃƒÅ’Ã‚Â©e,2004,La chanson de lannÃƒÅ’Ã‚Â©e 2012 (#1.9),ChÃƒÅ’Ã‚Â¢telet les Halles,les stentors .,
1473,1473,552714,445588,Les trois cloches,Les Compagnons De La Chanson_ Edith Piaf,0,French Kiss,1995,,Les Yeux De Ton Pere,les negresses vertes mathieu crespin jean-marie paulus noel rota stefane mellino,
1474,1474,552971,530005,Im Not a Juvenile Delinquent,Frankie Lymon,0,Mafia II,2010,,Im NOT A JUVENILE DELINQUENT,frankie lymon the teenagers morris levy,
1475,1475,553868,657403,Funk #49,The James Gang,1970,The Dukes of Hazzard,2005,,Funk #49,jim fox dale peters joe walsh james gang,
1476,1476,554167,111962,It's Never Too Late,Brenda Lee,1995,Hollywood a Go Go,1964,(#1.39),Never  Never Leave Me,mickey gentile jennie lee lambert mary wells,
1477,1477,555741,685342,Go Back To The One You Love,T-Bone Walker,1990,The Space Tour,2012,,Get Back Up,darren criss lauren lopez meredith stepien dylan saunders brian holden joe walker,
1478,1478,555949,47592,Bizarre Love Triangle (The Crystal Method Extended Mix),New Order,2006,Cold Case,2003,Offender (#4.19),Bizarre Love Triangle,new order,
1479,1479,556260,322442,Let It Snow!,The Trekky Yuletide Orchestra,0,You Bet Your Life,1950,(#5.35),Let It Snow! Let It Snow! Let It Snow!,jule styne television orchestra conducted by jack brunker meakin,
1480,1480,556417,307326,Superstition,Stevie Wonder,1972,Turn Back Time: The Family,2012,The 1970s (#1.5),Superstition,stevie wonder,
1481,1481,556417,478430,Superstition,Stevie Wonder,1972,I Am Legend,2007,,Superstition,stevie wonder,
1482,1482,556417,481174,Superstition,Stevie Wonder,1972,I  Robot,2004,,Superstition,stevie wonder,
1483,1483,556823,726769,Faith To Arise,Terry Reid,1995,Wonderland,2003,,Faith to Arise,terry reid,
1484,1484,557006,4675,Gimme A Chance,Plain White T's,2006,90210,2008,Between a Sign and a Hard Place (#1.20),Gimme A Chance,plain white ts,
1485,1485,557923,374159,What,Joey Baron feat. Arthur Blythe_ Ron Carter & Bill Frisell,1997,Born to Be Sold,1981,,What Have You Got to Lose,lynda carter johnny harris,
1486,1486,557923,678618,What,Joey Baron feat. Arthur Blythe_ Ron Carter & Bill Frisell,1997,The Pirates of Penzance,1994,,What Ought We Do?,arthur sullivan susie french melissa langton anna butera,
1487,1487,558091,404860,Alright,Jesse Dee,2008,Dangerous Minds,1995,,ITS ALRIGHT,misdemeanor craig mac evil dee sista,
1488,1488,558425,388874,El Amor Espera,Charly Garcia,2002,Charly GarcÃƒÅ’_a: El Concierto SubacuÃƒÅ’ÃƒÂÅtico,2010,,El amor espera,charly garcÃƒÅ’_a,
1489,1489,558522,374483,Juan's Theme,Eumir Deodato,2000,Bossa Nova,2000,,Juans Theme,eumir deodato,
1490,1490,558797,268428,Jingle Bells,Ray Conniff,1985,The Simpsons,1989,Pygmoelian (#11.16),Silver Bells,ray evans jay livingston hank azaria,
1491,1491,558797,324423,Jingle Bells,Ray Conniff,1985,Zorro,1990,Its a Wonderful Zorro (#2.14),Silver Bells,jay livingston ray evans,
1492,1492,558797,587903,Jingle Bells,Ray Conniff,1985,Radio City Christmas Spectacular,2007,,Silver Bells,jay livingston ray evans,
1493,1493,560637,356325,I Want My Baby Back,Mark Chesnutt,0,BASEketball,1998,,I Want To Be Rich,john loucka brandon simpson samantha maloney mark holcomb shift arrangement with sony music licensing,
1494,1494,560808,581069,Kukla (Bounce Mix),Seryoga,0,Posledniy uik-end,2005,,Kukla,seryoga,
1495,1495,560938,534169,Could You Be Loved,Bob Marley & The Wailers,1995,Marley,2012,,Could You Be Loved,bob marley the wailers,
1496,1496,562401,554497,My Heart Belongs To Only You,Bobby Vinton,1964,Nelson Mandela 70th Birthday Tribute,1988,,Unchain My Heart,bobby sharp teddy powell joe cocker,
1497,1497,562715,33160,When I'm A Rock 'n Roll Star (Reprise),David Cassidy,0,Boardwalk Empire,2010,A Dangerous Maid (#2.3),When Irish Eyes Are Smiling,ernest ball chauncey olcott george graff david mansfield entcho tochkov robert moose,
1498,1498,562715,588173,When I'm A Rock 'n Roll Star (Reprise),David Cassidy,0,Radio Unnameable,2012,,When First Unto this Country,david bromberg,
1499,1499,562888,526843,God Only Knows (Sax Solo),The Beach Boys,0,Luger,1981,,God only knows,brian wilson tony asher the beach boys,
1500,1500,563162,97679,White Sky,Vampire Weekend,2010,Glastonbury 2010,2010,,White Sky,vampire weekend,
1501,1501,563319,254416,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,(#1.46),A Swingin Safari (The Theme of The Match Game),bert kaempfert,
1502,1502,563319,254419,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,(#1.49),A Swingin Safari (The Theme of The Match Game),bert kaempfert,
1503,1503,563319,254422,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,(#1.66),A Swingin Safari (The Theme of The Match Game),bert kaempfert,
1504,1504,563319,254794,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,(#5.120),A Swingin Safari (The Theme of The Match Game),bert kaempfert,
1505,1505,563319,254961,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,(#5.79),A Swingin Safari (The Theme of The Match Game),bert kaempfert,
1506,1506,563319,255577,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,Kitty Carlisle & Milt Kamen (#1.85),A Swingin Safari (The Theme of The Match Game),bert kaempfert,
1507,1507,563319,255695,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,Show No. 93 (#1.93),A Swingin Safari (The Theme of The Match Game),bert kaempfert,
1508,1508,563556,243677,Bad Loser,The Sutherland Brothers,0,The Ernie Sigley Show,1974,(1975-03-06),Bad  Bad Leroy Brown,jim croce the george brothers,
1509,1509,564331,304404,Plastic Bag,Vijay Iyer & Mike Ladd,2003,Totally Clueless,2012,Buzzkill Office Party/Wardrobe Malfunction/Peculiar Pet Store (#1.13),Plastic Doll,mike castonguay,
1510,1510,564331,483563,Plastic Bag,Vijay Iyer & Mike Ladd,2003,In Debt We Trust: America Before the Bubble Bursts,2006,,Plastic Fantastic,clifford j. tasner arlys alford david kaufman mike nelson,
1511,1511,564531,399032,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,Country Bupkis,2008,,Morning From Peer Gynt Suite No. 1,edvard grieg,
1512,1512,564531,440168,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,First Comes Courage,1943,,Peer Gynt Suite No. 1  Op. 46  4th Movement (In the Hall of the Mountain King),edvard grieg,
1513,1513,564531,463216,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,Hanna,2011,,Peer Gynt Suite #1  OP. 46-4  In The Hall Of The Mountain King,edvard grieg the czech philharmonic arrangement with the orchard,
1514,1514,565019,354916,Ah! Si Vous Connaissiez Ma Poule,Maurice Chevalier,0,Au revoir mon amour,2011,,Ah ! Si vous connaissiez ma poule,charles borel-clerc maurice chevalier,
1515,1515,565506,537770,Mozart: Le Nozze di Figaro: Voi che sapete_ che cosa e amor,Wolfgang Amadeus Mozart,0,Melba,1953,,Voi che sapete,wolfgang amadeus mozart,
1516,1516,565521,77530,Que DifÃŒ_cil Es Hacer El Amor En Un Simca 1000,Los Inhumanos,0,Duro de domar,2005,Beto Casella/Los Twist (#9.15),PensÃƒÅ’Ã‚Â© que se trataba de cieguitos,pipo cipolatti los twist,
1517,1517,565521,151860,Que DifÃŒ_cil Es Hacer El Amor En Un Simca 1000,Los Inhumanos,0,MemÃƒÅ’_ries de la tele,2007,(#5.22),QuÃƒÅ’Ã‚Â© difÃƒÅ’_cil es hacer el amor en un Simca 1000,los inhumanos,
1518,1518,566199,543187,The Desperate Kingdom Of Love,Giant Sand,2008,Modulations,1998,,Desperate,sand (j. richards tim wright),
