,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
412952,412952,824164,11683,Fear No Pain (Live At Austin City Limits Music Festival 2007),Willy Mason,0,American Idol: The Search for a Superstar,2002.0,Five Finalists Compete (#10.32),No Air,harvey mason jr. damon thomas james edward fauntleroy erik roger griggs mike scala steve russell jacob lusk
423256,423256,305782,351960,El DÌ_a Que Me Quieras,Carlos Varela,0,ApolÃŒÂ«nio Brasil  CampeÃŒÂ£o da Alegria,2003.0,,El DÃŒ_a Que Me Quieras,carlos gardel alfredo le pera
423582,423582,836623,451047,Hard Times,Patrick Wolf,2009,Getting Go  the Go Doc Project,2013.0,,Hard Times,patrick wolf
425215,425215,719731,492346,Georgia On My Mind,Ray Charles / The Count Basie Orchestra,0,Jimmy the C,1977.0,,Georgia on My Mind,hoagy carmichael stuart gorrell ray charles
431035,431035,489526,250211,Old Time Feeling,Johnny Cash;June Carter Cash,0,The Johnny Cash Show,1969.0,(#2.4),Pickin Time,johnny cash june carter cash
432717,432717,5223,493877,Um Gosto De Sol,Milton Nascimento,1972,Jorge  um Brasileiro,1988.0,,Jorge  Um Brasileiro,tÃŒÂ¼lio mourÃŒÂ£o ronaldo bastos milton nascimento
432923,432923,154465,137687,Good Morning Little School Girl ( LP Version ),The Paul Butterfield Blues Band,0,Levenslied,2011.0,(#2.2),Good Night,john lennon paul mccartney tijn docter hans dagelet choir
433158,433158,847838,137687,Black Night,Willie Nelson / Dr. John,2000,Levenslied,2011.0,(#2.2),Good Night,john lennon paul mccartney tijn docter hans dagelet choir
434749,434749,89508,202119,I Gotta Feeling (Edit),The Black Eyed Peas,2009,Saturday Night Live,1975.0,January Jones/Black Eyed Peas (#35.6),I Gotta Feeling,the black eyed peas fergie will.i.am taboo david guetta apl.de.ap frederic riesterer
435771,435771,177821,503430,Symphony No. 1 In C Minor Op. 68: Un Poco Allegretto e Grazioso,The London Fox Orchestra,0,Koi no tsumi,2011.0,,Symphony No 5 in C Sharp minior - IV. Adagietto,written b gustav mahler london symphony orchestra conducted by james depreist
437609,437609,491578,228893,Foul Play,The Robert Cray Band,0,Suits,2011.0,Unfinished Business (#3.3),Play It,robert fleming victory
438941,438941,457774,676060,I Am The Mercury,Jimmie Spheeris,0,The Ninth Cloud,2014.0,,I Am the Mercury,jimmie spheeris
439417,439417,927301,647570,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The Ballad of Jack and Rose,2005.0,,I Put a Spell on You,screamin jay hawkins nina simone
441457,441457,440554,110289,Torn,Natalie Imbruglia,1997,Hinter Gittern - Der Frauenknast,1997.0,Unter Mordverdacht (#3.26),Torn,natalie imbruglia
446103,446103,692641,570953,Requiem for the Voiceless,Cathedral,2010,Paperhouse,1988.0,,Requiem,gabriel faurÃŒÂ© choristers of westminster cathedral
448990,448990,919109,145784,Deep,East 17,1992,MTV Star Trax,1996.0,East 17,Deep,tony mortimer east 17
451135,451135,639844,643581,Thriller,Michael Jackson,1982,The 10 Faces of Michael Jackson,2015.0,,Thriller,michael jackson rod temperton
455489,455489,825701,250057,(Sittin' On) The Dock Of The Bay,Otis Redding,1968,The Johnny Cash Show,1969.0,(#1.8),(Sittin on) The Dock of the Bay,otis redding steve cropper o.c. smith
457532,457532,647232,155043,The Time Is Now,WWE John Cena and Tha Trademarc,0,Miss Guided,2008.0,Pool Party (#1.5),Party Time,bob mair nick vincent richard trapp st. john
460312,460312,872527,279110,Man on,Alan Moorhouse Band,0,The Tonight Show with Jay Leno,1992.0,(#21.113),Soul Man,isaac hayes david porter the tonight show band
460476,460476,206809,165895,Stay Another Day,East 17,1994,Never Mind the Buzzcocks,1996.0,(#9.6),Stay Another Day,tony mortimer dominic hawken rob kean east 17
461613,461613,303539,518562,Live A Lie,Default,2001,Life as a House,2001.0,,Live a Lie,default
464560,464560,36978,691737,I've Got A Crush On You,New York Philharmonic;Zubin Mehta,0,The Wizard,1989.0,, (Youve Got It) The Right Stuff,maurice starr new kids on the block
464569,464569,684531,691737,You Got It (The Right Stuff),New Kids On The Block,1988,The Wizard,1989.0,, (Youve Got It) The Right Stuff,maurice starr new kids on the block
465818,465818,895622,339361,While My Guitar Gently Weeps (Live) (2004 Digital Remaster),George Harrison,0,Across the Universe,2007.0,,While My Guitar Gently Weeps,george harrison martin luther jim sturgess
466473,466473,807968,438649,Its A Good Day,Kay Starr,0,Fido,2006.0,,Its A Good Day,dave barbour peggy lee kay starr
467345,467345,920267,490827,Games People Play (2002 Digital Remaster),Joe South,2002,Jedermann Remixed,2011.0,,Games People Play,joe south hans theessink
470647,470647,913297,554264,Don't Play Rock,Ralph Myerz And The Jack Herren Band,2006,Neil Diamond: Hot August Night/NYC,2009.0,,Play Me,neil diamond the neil diamond band
470677,470677,491578,554264,Foul Play,The Robert Cray Band,0,Neil Diamond: Hot August Night/NYC,2009.0,,Play Me,neil diamond the neil diamond band
473107,473107,261446,158480,I'm The Urban Spaceman,The Bonzo Dog Doo Dah Band,1968,Monty Python: Almost the Truth - The Lawyers Cut,2009.0,The Not-So-Interesting Beginnings (#1.1),Im the Urban Spaceman,neil innes bonzo dog dooh dah band
474037,474037,699605,607552,Just Another Day,WWE John Cena and Tha Trademarc,0,Sea of Love,1989.0,,Another One Bites the Dust,john deacon
475613,475613,719873,22809,You Can Make It If You Try,Yvonne Fair / James Brown,0,Banshee,2013.0,Bullets and Tears (#2.10),You Make Me Feel (Mighty Real),james wirrick sylvester
477767,477767,660987,579947,Whatcha Gonna Do,Billie Davis,0,Pop Gear,1965.0,,Whatcha Gonna Do,chuck willis billie davis
477845,477845,771295,562650,Let Freedom Ring,Bill Whelan / Tsidii Le Loka / Eoghan O'Neill / Des Moore / Noel Heraty / Robbie Harris / The Amanzi Singers,2000,Oasis: Whats Your Story?,2010.0,,Let There Be Love,noel gallagher oasis
479035,479035,884603,240562,If...,The Bluetones,1998,The Chart Show,1986.0,(1998-04-18),If...,adam devlin eds chesters mark morriss scott morriss the bluetones
480852,480852,470933,403042,I Ran (So Far Away) (Die Krupps Remix),A Flock Of Seagulls,2004,Da Kath & Kim Code,2005.0,,I Ran (So Far Away),frank maudsley paul reynolds ali score michael score a flock of seagulls
481122,481122,836678,322402,Mr. Blue Sky - Live,Electric Light Orchestra (ELO),0,You Bet Your Life,1950.0,(#2.30),Blue Skies,irving berlin television orchestra under the leadership of buddy collette
481394,481394,596718,161123,Oh What A Night,The Dells,1962,Music Scene,1969.0,(#1.3),Oh What a Night,marvin junior johnny funches the dells
481489,481489,602517,450622,See The Day,Girls Aloud,2005,Get Girls Alouds Style,2007.0,,See the Day,girls aloud
481541,481541,669211,194459,Don't Sit Under The Apple Tree,Glenn Miller,1969,Remember When...,1981.0,The Birds and the Bees,Dont Sit Under the Apple Tree,glenn miller
482177,482177,415535,210981,Let Forever Be (2003 Digital Remaster),The Chemical Brothers,2008,Shindig!,1964.0,(#1.5),Let It Be Me,gilbert bÃŒÂ©caud pierre delanoÃŒÃ‡ mann curtis the everly brothers
482224,482224,254622,210981,Medley: Let It Be Me / Give Peace A Chance [The Everly Brothers Show - 1970],The Everly Brothers,0,Shindig!,1964.0,(#1.5),Let It Be Me,gilbert bÃŒÂ©caud pierre delanoÃŒÃ‡ mann curtis the everly brothers
483374,483374,588078,287974,First Forget,Gary P. Nunn,0,The X Factor,2004.0,Live Shows 1 (#7.11),Never Forget,gary barlow take that
483405,483405,888308,376749,Crazy In Love,BeyoncÌ© feat. Jay-Z,2003,Bridget Jones: The Edge of Reason,2004.0,,Crazy in Love,beyoncÃŒÂ© knowles
487000,487000,674042,60682,You'll Lose A Good Thing,Carla Thomas,2006,Danville 2nd Ward Young Men,2008.0,Youth Conference 2013 (#5.9),Lose Yourself to Dance,thomas bangalter guy-manuel de homem-christo pharrell williams nile rodgers daft punk dallin earl jaren garff
487274,487274,823457,269997,The Deadly Nightshade,Daniel Lanois,2005,The Sopranos,1999.0,Mayham (#6.3),The Deadly Nightshade,daniel lanois
487735,487735,667635,236264,Moon River,Henry Mancini & His Orchestra,1961,The Andy Williams Show,1962.0,(#5.1),Moon River,henry mancini andy williams
488438,488438,786481,314150,American Pageant,US Air Force Band of Flight,0,WCW Monday Nitro,1995.0,(#1.2),American Made,jimmy hart jj maguire hulk hogan the wrestling boot band
488867,488867,242326,564012,A Brand New Day,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross / Richard Pryor / Lena Horne / Mabel King / Thelma Carpenter / Theresa Merritt,1988,Oklahoma!,1999.0,,Many A New Day,richard rodgers josefina gabrielle
489969,489969,731966,191729,Communication Breakdown  (Album Version),Led Zeppelin,1969,Rage,1987.0,The Church Guest Program Rage,Communication Breakdown,jimmy page john paul jones john bonham led zeppelin
490430,490430,944704,66545,CanÌ¤Ì£o Simples,Tiago Bettencourt,2007,Deixa-me Amar,2007.0,(#1.238),CanÃŒÂ¤ÃŒÂ£o simples,tiago bettencourt
492851,492851,382766,430724,Hey Ma,Cam'Ron / Juelz Santana / Freekey Zeekey / Toya,2003,End of Watch,2012.0,,Hey Ma,camron juelz santana darryl pittman lionel richie freekey zeekey toya
493826,493826,325479,210021,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,Shin Seiki Evangerion,1995.0,The Beginning and the End  or Knockin on Heavens Door (#1.24),Symphony No. 9   Fourth Movement,ludwig van beethoven
494193,494193,773261,616096,Little Brown Jug,The Clark Sisters,0,Sing Street,2016.0,,Brown Shoes,john carney gary clark graham henderson carl papenfus ken papenfus zamo riffman ferdia walsh-peelo
494590,494590,752124,317282,Danger Zone,Kenny Loggins,1986,Welcome to the Basement,2012.0,Top Gun,Danger Zone,giorgio moroder tom whitlock kenny loggins
495418,495418,921252,267032,Fe,Julieta Venegas,2000,The Shield,2002.0,Throwaway (#1.9),Fe,julieta venegas
495471,495471,179431,389234,Cant You Find Another Way Of Doing It Baby,Sam & Dave,0,Che goh ha tin yau yee sing,2002.0,,Cant Afford To Love,jovi theng dave wong
495510,495510,443042,443572,I Feel The Earth Move,Carole King / James Taylor,1971,Foul Play,1978.0,,I FEEL THE EARTH MOVE,carole king
497020,497020,91909,98603,Muffin Man,Harry Gregson-Williams,2004,Glee,2009.0,Hold on to Sixteen (#3.8),Man in the Mirror,glen ballard siedah garrett cory monteith mark salling chord overstreet kevin mchale darren criss harry shum jr. the glee cast
498559,498559,960689,47581,Mind Games (I Promise) (Anthology Version),John Lennon,0,Cold Case,2003.0,Mind Games (#6.18),Mind Games,john lennon
499142,499142,284415,220077,Angels (Live At The Forum),Robbie Williams,1998,Sos mi vida,2006.0,CapÃŒ_tulo 123 (#1.123),Angels,robbie williams
499637,499637,640273,565504,Snowdon Song,Tony Caro and John,0,One Direction: The Inside Story,2014.0,,Best Song Ever,wayne hector john ryan ed drewett julian bunetta one direction
500215,500215,674182,277251,Hey Angel,Michael Stanley Band,0,The Tonight Show with Jay Leno,1992.0,(#19.133),Hey There Delilah,tom higgenson the tonight show band
501236,501236,229666,675259,End Title (Remastered LP Version) (Awakenings - Original Motion Picture Soundtrack),Randy Newman,0,The Natural,1984.0,,The End Title,randy newman
504670,504670,91648,528178,Dark Matter,Andrew Bird,2006,MacGruber,2010.0,,Dark Matter,andrew bird
506195,506195,632548,210580,Hound Dog,Willy DeVille,2002,Shindig!,1964.0,(#1.34),Hound Dog,jerry leiber mike stoller willy nelson
507359,507359,410149,102837,Where You Belong,Blank & Jones,2008,Greys Anatomy,2005.0,Heres to Future Days (#5.23),Where The Road Meets The Sun,katie herzig matthew perryman jones
508797,508797,291320,680453,My Wonderful Friend (Astralasia Mix),Transmutator,1997,The Rage: Carrie 2,1999.0,,My Wonderful Friend,romell regulacion transmutator
508941,508941,464517,293476,It Mek,Desmond Dekker & The Aces,1980,This Is England 86,2010.0,(#1.2),Ah It Mek,desmond dekker
512531,512531,616860,241741,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,1960,The Darling Buds of May,1991.0,Stranger at the Gates: Part 1 (#2.3),Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,paul vance lee pockriss brian hyland
512617,512617,869483,198959,Sex Over the Phone,Village People,1985,Rude Tube,2008.0,Rom Dotcom (#6.3),Sex Over the Phone,jacques morali bruce vilanch fred zarr the village people
513152,513152,355364,723749,Whoops Apocalypse,John Otway,0,Whoops Apocalypse,1988.0,,WHOOPS APOCALYPSE,john otway
513264,513264,868421,391192,The New Machine,Chris Whitley,2003,Chris Whitley: Scrapyard,2001.0,,New Machine,chris whitley
514106,514106,215284,24585,Jingle Bells (Album Version),Boney James,0,Baywatch,1989.0,Silent Night  Baywatch Night: Part 2 (#5.12),Jingle Bells,james pierpont
515247,515247,765155,395343,The Seed (2.0),The Roots / Cody Chestnutt,2007,Collateral,2004.0,,The Seed 2.0,cody chesnutt tarik collins trotter the roots
516460,516460,572128,416687,The Great Deceiver,Willard Grant Conspiracy,2008,Disturbia,2007.0,,The Great American Napkin,willard matthews the summer skinny
516529,516529,491475,598601,She Blinded Me With Science (US Mix),Thomas Dolby,2007,Romy and Micheles High School Reunion,1997.0,,She Blinded Me with Science,thomas dolby joseph kerr
516883,516883,317551,5968,Me Abrace (AbrazamÌ©),Wanessa,0,A Favorita,2008.0,(#1.1),Me Abrace (AbrÃŒÃzame),thullio wanessa camargo camila
518322,518322,833824,302743,Trail Song Medley - Coloradio Trail_ Twilight On the Trail_ Navajo Trail_ Riding Down the Canyon_ Blue Shadows On the Tail,Michael Martin Murphey,0,Top of the Pops,1964.0,(1996-01-04),Earth Song,michael jackson
519388,519388,851104,373510,Ain't No Cure For Love,Leonard Cohen,1988,Boogie Nights,1997.0,,Aint No Stoppin Us Now,gene mcfadden john whitehead jerry cohen mcfadden whitehead
520356,520356,417722,189518,I Want To Tell You (Live) (2004 Digital Remaster),George Harrison,0,Quarterlife,2007.0,Finding a Voice (#1.5),Dont Want To Work It Out,wlaysewski weisbach george the attorneys
522866,522866,167266,386096,I Smell Trouble,Buddy Guy,1994,Casino Jack and the United States of Money,2010.0,,I SMELL A RAT,buddy guy
523014,523014,475038,185463,Todo O Amor Que Houver Nessa Vida,Cazuza,1993,Por Toda Minha Vida,2006.0,Cazuza (#3.1),Todo o Amor Que Houver Nessa Vida,cazuza frejat barÃŒÂ£o vermelho
523448,523448,662609,417711,Marie's Mood,Walter Trout,1997,Dog Pounded,1954.0,,Melancholy Mood,walter schumann
524189,524189,830930,280560,Maple Leaf Rag,Scott Joplin,1971,The Two Ronnies,1971.0,(#4.6),Maple Leaf Rag (Satchmo),scott joplin swingle ii
524906,524906,234455,35927,Last Song,Andrea Centazzo,0,Britains Got More Talent,2007.0,(#9.2),Orvilles Song,bobby crush andrea
525775,525775,690514,423449,TRUE,Spandau Ballet,1983,Duplex,2003.0,,TRUE,gary kemp spandau ballet
528842,528842,338134,42853,Zapatillas,El Canto del Loco,2005,Casal Rock,2009.0,MissiÃŒ_ Sant Jordi (#2.3),Zapatillas,david otero chema ruiz jandro velÃŒÃzquez el canto del loco
529310,529310,382771,208611,Take The Money And Run,Steve Miller Band,1976,Shameless,2011.0,Survival of the Fittest (#3.12),The Money Goes,the reverend peytons big damn band
531606,531606,560938,534169,Could You Be Loved,Bob Marley & The Wailers,1995,Marley,2012.0,,Could You Be Loved,bob marley the wailers
534913,534913,366493,284395,One Week (Live 5/01/04 Glasgow),Barenaked Ladies,0,The West Wing,1999.0,College Kids (#4.3),One Week,barenaked ladies
535477,535477,931196,366519,High Noon,Tex Williams & Tex Ritter,0,Beyond the Pecos,1945.0,,High  Wide and Handsome,tex ritter and ted choate ray whitley his 6-bar cowboys
535927,535927,81334,372122,Dear God - I Go To Church On Sunday,Patsy Cline,0,Bluebird,2013.0,,Dear God,patsy cline pappy stewart
537069,537069,702210,149494,Love Is All Around (The Mary Tyler Moor Show Theme),Sonny Curtis,0,Mary Tyler Moore,1970.0,The Good-Time News (#3.1),Love Is All Around,sonny curtis
537258,537258,316847,118167,Senorita,Justin Timberlake,2003,Idols,2002.0,Grand Final (#3.31),Senorita,justin timberlake chad hugo pharrell williams gift gwe
538047,538047,45719,423347,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Dummy,2002.0,,Bridal Chorus (Here Comes the Bride),richard wagner
539971,539971,267690,166268,You're a whore,Bad Cash Quartet,1998,New Tricks,2003.0,Loyalties and Royalties (#5.4),Youre a Real Wild Woman,bad faith dennis waterman
541949,541949,20771,235347,Off The Wall,James Cotton,0,The Actress,2010.0,The Photographer (#2.8),Back Off Move Away (Treasure Fingers Remix),james curd
544751,544751,950339,335104,Dead Anyway,Thomas Newman,2005,A Perfect Day,2009.0,,Still Dead,thomas newman
544771,544771,606384,335104,Population Dead,David Newman,2005,A Perfect Day,2009.0,,Still Dead,thomas newman
545148,545148,748739,493120,Used To Love U,John Legend,2004,John Legend: Live at the House of Blues,2005.0,,Used To Love You,john legend
546508,546508,383407,338783,Good Things Come My Way,Wayne Wonder,2004,Abroad with Two Yanks,1944.0,,The Things That Mean So Much To Me,ben raleigh bernie wayne
547423,547423,577289,431375,De Vuelta A Casa,Mercromina,1995,Entre vÃŒ_as,1995.0,,DE VUELTA A CASA,mercromina
547950,547950,842597,226175,This Ain't A Love Song,Bon Jovi,1995,Stars in Their Eyes,1990.0,(#8.6),This Aint a Love Song,jon bon jovi richie sambora desmond child david burrows
548031,548031,297484,226175,This Heaven (Live In Gdansk),David Gilmour,0,Stars in Their Eyes,1990.0,(#8.6),This Aint a Love Song,jon bon jovi richie sambora desmond child david burrows
548577,548577,563162,97679,White Sky,Vampire Weekend,2010,Glastonbury 2010,2010.0,,White Sky,vampire weekend
550883,550883,913176,584977,Fuckin Zombies,Secretions,2003,Punk Rock Holocaust,2004.0,,Fuckin Zombies,the secretions
551411,551411,203636,659787,Geld,Falco,1999,The Final Curtain: The Ultimate Best of Falco Videos,1999.0,,Geld,falco
552121,552121,540099,442936,Reggae Romance,Steve Young,0,Forbidden Sun,1989.0,,Strange Romance,marcus myers simon laffy steve phypers tom ashton hard rain
556038,556038,956132,649563,Fever,Little Willie John,1956,The Big Town,1987.0,,FEVER,otis blackwell eddie cooley little willie john
558351,558351,215989,556568,New York 19,John Lewis & Svend Asmussen,0,Night of 100 Stars,1982.0,,New York  New York,john kander fred ebb liza minnelli
559187,559187,877553,609506,When I Pull Up At The Club,Three 6 Mafia feat. Paul Wall,0,Seven Brides for Seven Brothers,1954.0,,When Youre in Love,gene de paul jane powell howard keel
559918,559918,278273,11939,Where Did Our Love Go,Lamont Dozier,0,American Idol: The Search for a Superstar,2002.0,The Clean Dozen (#2.16),Where Did Our Love Go,lamont dozier brian holland eddie holland julia demato
562280,562280,253385,91103,So In Love,Peggy Lee,1996,Fraggle Rock,1983.0,Dont Cry Over Spilt Milk (#1.10),Feel So Bad,philip balsam dennis lee steve whitmire dave goelz kathryn mullen karen prell
566622,566622,481898,212559,Todo es mentira,CafÌ© Quijano,2003,Silicon Valley,2014.0,Signaling Risk (#1.5),Todo Mi Vida,pueblo cafÃŒÂ©
567658,567658,805034,396041,When I Paint My Masterpiece (Live) (2001 Digital Remaster),The Band With Bob Dylan,0,Comedian,2002.0,,When I Paint My Masterpiece,bob dylan the band
