,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
185003,185003,603857,373116,I'll Be on That Good Road Someday,The Nashville Bluegrass Band,1991,Bomber,2009.0,,Feel Good About It,erik sunbring+jacob lind+marching band
185146,185146,491262,51442,I Need Somebody (Loveland's Full On Vocal 12' Mix)/ Make The World Go Round (Acappella)/ When I'm Good And Ready (The Woman's Prerogative Mix),Loveland Feat. The Voice Of Rachel McFarlene/ Sandy B/ Sybil,0,Crazy Ex-Girlfriend,2015.0,Josh and I Are Good People! (#1.5),Im a Good Person (reprise),rachel bloom+adam schlesinger+produced by adam schlesinger+steven m. gold+gina gallego   with donna lynne champlin
185212,185212,205913,41662,Fly Me To The Moon,Matt Dusk,2004,Canadian Idol,2003.0,Top 4 Results Show (#2.29),Fly Me to the Moon,bart howard+matt dusk
185335,185335,905861,538441,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Menolippu Mombasaan,2002.0,,Moonlight Sonata,ludwig van beethoven+denigrate
185343,185343,487818,50407,Concerto N.4 In F Minor Largo Op.8 : Winter,Antonio Vivaldi,0,Cosmos,1980.0,One Voice in the Cosmic Fugue (#1.2),Mandolin Concerto,antonio vivaldi
185418,185418,22203,384114,Dialogue et final si j'avais su,Maurice Chevalier / FranÌ¤oise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,0,Cantando dietro i paraventi,2003.0,,Lenfant et les sortilÌ¬ges,maurice ravel
185419,185419,620894,384114,Pour bien reussir dans la chaussure et final,Maurice Chevalier / FranÌ¤oise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,0,Cantando dietro i paraventi,2003.0,,Lenfant et les sortilÌ¬ges,maurice ravel
185451,185451,197448,714446,Lunatic Fringe (acoustic version),Tom Cochrane,1997,Vision Quest,1985.0,,Lunatic Fringe,red rider+tom cochrane
185626,185626,363844,1245,Feeler,Pete Murray,2003,20 to 1,2005.0,Greatest Aussie Chart Toppers (#9.9),Feeler,pete murray
185634,185634,277450,697013,Leaving Shire (2002 Digital Remaster),Bo Hansson,0,Tillsammans,2000.0,,Leaving Shire,bo hansson
185779,185779,465702,118021,Jan Smit en epiloog,Youp van 't Hek,2008,Idols!,2002.0,Liveshow #8 - Nederlandstalig (#3.18),Hemel en aarde,eric van tijn+jochem fluitsma+angelique koorndijk
185811,185811,439145,118021,Lou Koe En De Koeien - Het Koeienlied (Blue Moon),AndrÌ© van Duin,0,Idols!,2002.0,Liveshow #8 - Nederlandstalig (#3.18),Hemel en aarde,eric van tijn+jochem fluitsma+angelique koorndijk
185853,185853,881219,118021,Sta Op En Wandel,Raymond Van Het Groenewoud,2005,Idols!,2002.0,Liveshow #8 - Nederlandstalig (#3.18),Hemel en aarde,eric van tijn+jochem fluitsma+angelique koorndijk
185948,185948,233131,599874,Intro From 'It's Dance Time,Willie Mitchell,0,Ruckus,1980.0,,ONE DAY AT A TIME,willie nelson+hank cochran+janie fricke
185973,185973,374056,599874,One Time Too Many,Willie Nelson / Steven Tyler,0,Ruckus,1980.0,,ONE DAY AT A TIME,willie nelson+hank cochran+janie fricke
185974,185974,254059,599874,One For My Baby And 'One More For The Road,Willie Nelson and Leon Russell,0,Ruckus,1980.0,,ONE DAY AT A TIME,willie nelson+hank cochran+janie fricke
186015,186015,247363,599874,One Day At A Time,Willie Nelson,1965,Ruckus,1980.0,,ONE DAY AT A TIME,willie nelson+hank cochran+janie fricke
186204,186204,147129,682619,See You On Rooftops (US Radio Edit),Neil Halstead,0,The Rutles: All You Need Is Cash,1978.0,,Between Us (Made For Each Other),neil innes+ollie halsall+ricky fataar+john halsey
186217,186217,560808,581069,Kukla (Bounce Mix),Seryoga,0,Posledniy uik-end,2005.0,,Kukla,seryoga
186219,186219,124658,526194,Find A Little Faith,CLIFF RICHARD & OLIVIA NEWTON JOHN,0,Lovelife,1997.0,,Have Faith,richard amend+the jonah kiss
186410,186410,378146,555487,Hard Time Blues,Walter Trout,0,New York Beat Movie,1981.0,,Time Undivided,walter steding
186420,186420,391235,555487,Lord Give Us Time,Walter Hawkins,0,New York Beat Movie,1981.0,,Time Undivided,walter steding
186427,186427,730081,103163,Vertical Rhythm,Gossip,2009,Greys Anatomy,2005.0,New History (#6.9),Vertical Rhythm,gossip
186444,186444,459552,428801,Square One (Album Version),Tom Petty,2006,Elizabethtown,2005.0,,Square One,tom petty
186543,186543,8199,239224,Step On It (Album Version),Jeff Lorber,2003,The Blacklist,2013.0,Ruslan Denisov (No. 67) (#2.11),Every Step,jeff tweedy+mavis staples
186557,186557,852833,533743,Silent Night (wrds. Joseph Mohr_ trans. & arr. Willcocks) (1991 Digital Remaster),Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,0,Marie Green and Her Merry Men,1941.0,,Gwine to Rune All Night,stephen foster
186663,186663,155093,488238,When I'm Not Near The Girl I Love,Jack Jones,0,Its Whats Happening  Baby!,1965.0,,Its Not Unusual,les reed+gordon mills+tom jones
186870,186870,581819,613283,I Don't Want To Go Home,Sir Douglas Quintet,0,Short Cuts,1993.0,,Im Gonna Go Fishin,duke ellington+annie ross+the low note quintet
186881,186881,788055,613283,We Go Hard,Duke Da God,0,Short Cuts,1993.0,,Im Gonna Go Fishin,duke ellington+annie ross+the low note quintet
186904,186904,29677,705412,I Don't Want To Have To Wait,James & Bobby Purify,2002,Twisted,2004.0,,Papa Dont Take No Mess,james brown+fred wesley+john starks+charles bobbitt
187012,187012,703790,82953,I Guess I'll Have To Cry_ Cry_ Cry,James Brown & The Famous Flames,0,Entourage,2004.0,An Offer Refused (#2.4),Ill Be,foxy brown
187048,187048,587867,82953,Ill Na Na,Foxy Brown / Method Man,0,Entourage,2004.0,An Offer Refused (#2.4),Ill Be,foxy brown
187260,187260,495498,234996,Little Miss Perfect,The John Earl Walker Band,0,Thats My Amboy,2016.0,Kaya mo yan Maru (#1.59),Perfect Together,john meer vera perez+adonis tabanda+hankone productions
187324,187324,614456,181837,Bread Of Heaven,Rev. James Moore,0,Pinky and the Brain,1995.0,Collect Em All/Pinkasso (#2.2),Shortnin Bread,james whitcomb riley
187589,187589,229656,283625,Sweet Dreams My LA Ex,Rachel Stevens,2003,The Voice,2012.0,The Blind Auditions  Part 6 (#1.6),Sweet Dreams,beyoncÌ© knowles+prinnie stevens
187679,187679,864040,301608,Keep On Loving You,REO Speedwagon,1980,Top of the Pops,1964.0,(1981-05-07),Keep on Loving You,reo speedwagon
187683,187683,597177,384224,Cigarettes And Chocolate Milk,Rufus Wainwright,2001,Caos calmo,2008.0,,Cigarettes and Chocolate Milk,rufus wainwright
187938,187938,423128,266453,Blame Game,The Von Bondies,2009,The Sammy Davis  Jr. Show,1966.0,(#1.14),Take Me Out to the Ball Game,albert von tilzer+kaye stevens
187948,187948,918851,374798,Give It,X-press 2 Feat Kurt Wagner,2005,Bouquet final,2008.0,,Give It,x-press 2+kurt wagner
188002,188002,291996,694960,My Heart Knows It's Way Home,Michael James,0,This Is Spinal Tap,1984.0,,All The Way Home,michael mckean+christopher guest
188029,188029,150750,694960,Why Should Love Be This Way,Michael Stanley Band,1992,This Is Spinal Tap,1984.0,,All The Way Home,michael mckean+christopher guest
188073,188073,866089,675403,At The Hop,Danny And The Juniors,1957,The Neon Palace,1971.0,,At the Hop,arthur singer+john madara+dave white+danny+the juniors
188119,188119,342803,365896,Home made mutant made home,Home Made Mutant,2003,Betty Boops Ups and Downs,1932.0,,Any Old Place I Can Hang My Hat (Is Home Sweet Home to Me),jean schwartz+betty at the beginning as theres no place upon this earth thats home sweet home to me+betty at the end
188126,188126,913312,365896,Home Now,No Doubt,2000,Betty Boops Ups and Downs,1932.0,,Any Old Place I Can Hang My Hat (Is Home Sweet Home to Me),jean schwartz+betty at the beginning as theres no place upon this earth thats home sweet home to me+betty at the end
188229,188229,93693,194976,Dirty Little Things,The Joe Perry Project,1981,Rescue Special Ops,2009.0,Rescue in the Blue Mountains (#1.1),Get a Little Dirty,akinola / blease / jay+the ironweed project
188236,188236,91959,194976,Get Up Stand Up,Stellar Project Feat. Brandi Emma,2004,Rescue Special Ops,2009.0,Rescue in the Blue Mountains (#1.1),Get a Little Dirty,akinola / blease / jay+the ironweed project
188398,188398,333557,250625,I Put a Spell On You,Screamin Jay Hawkins,1956,The King of Queens,1998.0,Knee Jerk (#8.16),I Put a Spell on You,screamin jay hawkins
188409,188409,927301,250625,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The King of Queens,1998.0,Knee Jerk (#8.16),I Put a Spell on You,screamin jay hawkins
188423,188423,706771,167239,Dunya,Niyaz,2005,Nip/Tuck,2003.0,Rachel Ben Natan (#5.9),Dunya,niyaz
188571,188571,112369,294930,Oh What Day,Viva L'American Death Ray Music,0,Tiny Toon Adventures,1990.0,Its Buster Bunny Time (#1.9),Where  Oh Where  Has My Little Dog Gone?,music from a german folk song
188597,188597,621034,294930,Oh! Libertine,Viva L'American Death Ray Music,0,Tiny Toon Adventures,1990.0,Its Buster Bunny Time (#1.9),Where  Oh Where  Has My Little Dog Gone?,music from a german folk song
188666,188666,336381,650866,Anything Goes_ I Get A Kick Out Of You,Cole Porter,0,The Boys in the Band,1970.0,,Anything Goes,cole porter+harpers bizarre
188680,188680,886263,387897,I Got 'Em,Vince Martin & Fred Neil,0,Chain Lightning,1950.0,,Bless em All,fred godfrey+various characters at the cafe with piano accompaniment
188738,188738,754254,224906,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: Voyager,1995.0,Death Wish (#2.18),Star Trek: Voyager - Main Title,jerry goldsmith+jay chattaway
188759,188759,541671,224906,Main Title,Jerry Goldsmith,1966,Star Trek: Voyager,1995.0,Death Wish (#2.18),Star Trek: Voyager - Main Title,jerry goldsmith+jay chattaway
188928,188928,186010,268422,Ethel's Birthday Party,Ethel Smith,2009,The Simpsons,1989.0,Puffless (#27.3),Happy Birthday to You,mildred j. hill+patty s. hill+nancy cartwright+dan castellaneta+julie kavner+yeardley smith
189110,189110,336694,264119,I Am The Bread Of Life (Songs For Worship_ Vol. 1 & 2 Album Version),John Michael Talbot,0,The Ren & Stimpy Show,1991.0,I Was a Teenage Stimpy/Whos Stupid Now? (#5.6),Emotion 1,john fox+gerhard narholz
189249,189249,864973,216299,I Got You - Original Live,James Brown and The Soul G's,0,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
189286,189286,419466,216299,I Got Ants In My Pants_ Part 1,James Brown,0,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
189294,189294,471580,216299,Medley: Papa's Got A Brand New Bag / I Got You (I Feel Good) / I Got The Feelin',James Brown / The J.B.'s,0,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
189328,189328,764459,216299,You've Got A Friend (Live),Carole King with James Taylor,2009,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
189354,189354,751278,216299,Hot Pants Pt. 2 & 3 (She Got To Use What She Got To Get What She Wants),James Brown / The J.B.'s,0,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
189365,189365,346585,216299,He's Got the Whole World,T. Graham Brown,0,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
189403,189403,514312,419365,State Of Independence,Jon Anderson,0,Donna Summer: A Hot Summer Night,1983.0,,State of Independence,jon anderson+vangelis+donna summer+mimi sommer
189417,189417,385808,231240,Local Boy In The Photograph,Stereophonics,1997,T in the Park 2015,2015.0,Stereophonics (#1.45),Local Boy in the Photograph,stereophonics
189428,189428,254305,329549,Long Tall Sally,Little Richard,1956,33 1/3 Revolutions Per Monkee,1969.0,,Long Tall Sally,robert bumps blackwell+enotris johnson+little richard
189452,189452,501634,329549,Walking The Long Miles Home,Richard Thompson,1999,33 1/3 Revolutions Per Monkee,1969.0,,Long Tall Sally,robert bumps blackwell+enotris johnson+little richard
189549,189549,564184,528253,Red Letter Day,The Ordinary Boys,2005,Machiavellian Boys,2004.0,,An Open Letter to NYC,beastie boys
189575,189575,686826,528253,An Open Letter To NYC,Beastie Boys,2004,Machiavellian Boys,2004.0,,An Open Letter to NYC,beastie boys
189780,189780,854060,304898,(Mama) You Got To Love Your Negro Man,John C. Reilly,2007,Treme,2010.0,Do You Know What It Means (#1.1),Mama Roux,jessie hill+dr. john
189817,189817,323785,561397,Dead Flowers,The Rolling Stones,1971,O Amuleto de Ogum,1974.0,,Dead Flowers,the rolling stones .
189871,189871,25418,53631,Edgar The Party Man,John Gorka,1996,Curb Your Enthusiasm,2000.0,The Table Read (#7.9),Elephant Tea Party,john hawkins
189941,189941,423948,53631,the birthday party,John Powell,2002,Curb Your Enthusiasm,2000.0,The Table Read (#7.9),Elephant Tea Party,john hawkins
190452,190452,535576,406550,Rio Grande - Aha_ San Antone,Victor Young_ Ben Johnson_ Harry Carey_ Jr._ Claude Jarman_ Jr.,0,David Lettermans Holiday Film Festival,1985.0,,We Go To Rio,harry shearer+paul shaffer+michael mckean+marcia strassman
190492,190492,928738,367188,I Get Lifted 2,Paul Johnson,0,Big Fella,1937.0,,When I Get to Heaven,paul robeson   on the wharf
190531,190531,877553,367188,When I Pull Up At The Club,Three 6 Mafia feat. Paul Wall,0,Big Fella,1937.0,,When I Get to Heaven,paul robeson   on the wharf
190967,190967,123898,436241,Without God (feat. Rev. F.C. Barnes & Rev. Janice Brown),Luther Barnes_ The Red Budd Gospel Choir,0,Fame,2009.0,,What a Mighty God We Serve,the pasadena city college gospel choir
190974,190974,730598,436241,What It Takes,The Hugh Dillon Redemption Choir,0,Fame,2009.0,,What a Mighty God We Serve,the pasadena city college gospel choir
191032,191032,579817,356325,I Want You!,Peter Bjorn And John,2009,BASEketball,1998.0,,I Want To Be Rich,john loucka+brandon simpson+samantha maloney+mark holcomb+shift+arrangement with sony music licensing
191212,191212,959763,356325,We Didn't Want You To Know,WWE John Cena and Tha Trademarc,0,BASEketball,1998.0,,I Want To Be Rich,john loucka+brandon simpson+samantha maloney+mark holcomb+shift+arrangement with sony music licensing
191291,191291,327007,677641,Peace & Happiness,Ted Hawkins,1993,The Patriot,1986.0,,PEACE AND HAPPINESS,theodore hawkins jr.+jim odum
191579,191579,110426,68531,Stay (Just a Little Bit Longer),Maurice Williams and the Zodiacs,0,Designing Women,1986.0,Theres Some Black People Coming to Dinner (#2.16),Stay,maurice williams
191706,191706,5351,350714,Annie Laurie,John McDermott,0,Annie Laurie,1926.0,,Annie Laurie,lady john scott
191874,191874,247300,600293,So Tired,Russ Morgan,1997,Rumor Has It...,2005.0,,So Tired,russ morgan+jack stuart+kay starr
192188,192188,62432,352898,When Heaven Comes Down,The Blue Sky Boys,0,Arizona Trail,1943.0,,Ridin Down to Santa Fe,johnny bond+his red river valley boys
192211,192211,268049,352898,Look Out Dog_ Slow Down Train,Hackensaw Boys,0,Arizona Trail,1943.0,,Ridin Down to Santa Fe,johnny bond+his red river valley boys
192303,192303,11660,352898,Finally_ as that blazing sun shone down upon us_ did we know that true enemy was the voice of blind idolatry; and only then did we begin to think for ourselves.,Red Sparowes,2006,Arizona Trail,1943.0,,Ridin Down to Santa Fe,johnny bond+his red river valley boys
192387,192387,593122,464837,The Lass Of Killiecrankie,Harry Lauder,0,Harry Lauder Singing Killiecrankie,1914.0,,Killiecrankie,harry lauder
192711,192711,902923,154006,How Excellent Thy Name_ O Lord. Hallelujah (Chorus Of Israelites),George Frideric Handel,0,Mike and Mike in the Morning,2005.0,(2014-07-29),Messiah: Hallelujah Chorus,george frideric handel
192759,192759,156163,220208,Can I Touch You,Freddie Jackson,1992,Soul Train,1971.0,Freddie Jackson/Mikki Howard/Da Youngstas (#22.5),Can I Touch You,kiyamma griffin+vincent herbert+freddie jackson
192825,192825,702281,491542,Short Shorts,The Royal Teens,1986,Jersey Boys,2014.0,,Short Shorts,bill crandall+thomas austin+bob gaudio+bill dalton+the royal teens
192965,192965,813529,80562,Ni Una Maldita Florecita,Christina Y Los Subterraneos,1992,El crac,2014.0,El gran cabronÌÊs (#1.4),Maldita fe,giulia y los tellarini
193199,193199,72003,236749,Freedom Song,Wadada Leo Smith,0,The Backyardigans,2004.0,Cave Party (#1.19),The Backyardigans Theme Song,evan lurie+douglas wieselman+mcpaul smith
193234,193234,227780,582384,This time it's goodbye,Perry Blake,1999,Presque rien,2000.0,,This Time Its Goodbye,perry blake+graham murphy
193248,193248,366016,582384,Party All The Time,Eddie Murphy,1985,Presque rien,2000.0,,This Time Its Goodbye,perry blake+graham murphy
193257,193257,892492,38049,Behind blue Eyes,Pete Townshend,1983,Buffy the Vampire Slayer,1997.0,Where the Wild Things Are (#4.18),Behind Blue Eyes,pete townshend+anthony head
193269,193269,773019,406208,Thank You for Being a Friend,Andrew Gold,1978,Date and Switch,2014.0,,Thank You For Being A Friend,andrew gold+simon steadman+charlton pettus+nicholas braun
193319,193319,544792,426902,La nostra morte Ì¬ il trionfo dell'amor,Andrea Bocelli / Violeta Urmana / Orchestra Sinfonica di Milano Giuseppe Verdi / Marco Armiliato,0,El diario de Carlota,2010.0,,Di provenza il mar,giuseppe verdi
193440,193440,946806,86135,Old Grey Face (And The Way Of The Magenta) (L'Amour Lamorgue Edition),Twin Atlantic,2010,Extant,2014.0,Wish You Were Here (#1.3),The Way We Touch,we are twin
193522,193522,889509,611515,The Only Evidence,John Ralston,2006,Sharpes Justice,1997.0,,Only Remembered,john tams
193701,193701,499874,301139,I'm Forever Blowing Bubbles,Cockney Rejects,1997,Top of the Pops,1964.0,(1980-05-22),Im Forever Blowing Bubbles,cockney rejects
193710,193710,311826,548430,I'm Gonna Move Way on the Outskirts of Town,Warner Williams and Jay Summerour,0,Muscle Shoals,2013.0,,I Never Loved a Man (The Way I Love You),ronnie shannon+aretha franklin+arrangement with warner music group film+tv licensing
193767,193767,147929,548430,All The Way (Album Version),The Rance Allen Group,0,Muscle Shoals,2013.0,,I Never Loved a Man (The Way I Love You),ronnie shannon+aretha franklin+arrangement with warner music group film+tv licensing
194005,194005,170792,31133,This Corrosion,Sisters Of Mercy,1987,Bingo,1987.0,(1988-02-26),This Corrosion,the sisters of mercy
194166,194166,620098,31133,Brickwork II (This heart of mine T5),Pain of Salvation,2004,Bingo,1987.0,(1988-02-26),This Corrosion,the sisters of mercy
194278,194278,584279,82857,From the Heart of a Soul,Diane Durrett,0,Enterprise,2001.0,Sleeping Dogs (#1.14),Where My Heart Will Take Me,diane warren+russell watson
194287,194287,803040,82857,A Tiny Broken Heart,Doc Watson Family,0,Enterprise,2001.0,Sleeping Dogs (#1.14),Where My Heart Will Take Me,diane warren+russell watson
194299,194299,199010,468486,Ocean and a Rock,Lisa Hannigan,2009,Henry Poole Is Here,2008.0,,On an Ocean,lisa gerrard+jeff rona
194326,194326,848950,667641,Out Of The Shadows Of Love,Barry White,1995,The Joy of the Single,2012.0,,We Gotta Get Out of This Place,barry mann+cynthia weil+the animals
194328,194328,643141,667641,We've Gotta Get Out Of This Place,The Animals,1965,The Joy of the Single,2012.0,,We Gotta Get Out of This Place,barry mann+cynthia weil+the animals
194394,194394,493044,582771,Slow Motion Chime Over Tone for Refreshing Sleep,Ambient Music Therapy,0,Pride,2007.0,,SLOW MOTION,kenny gamble+leon huff+johnny williams+arrangement with sony bmg music entertainment
194454,194454,305782,150485,El DÌ_a Que Me Quieras,Carlos Varela,0,MaÌ±ana es para siempre,2008.0,Preparativos (#1.19),Para que sigas volando,carlos macÌ_as
194464,194464,386023,150485,Modelo Para Armar,Juan Carlos Baglietto,0,MaÌ±ana es para siempre,2008.0,Preparativos (#1.19),Para que sigas volando,carlos macÌ_as
194495,194495,697314,607009,America Is Waiting (2006 Digital Remaster),Brian Eno And David Byrne,0,Scott Pilgrim vs. the World,2010.0,,Latin America,brian borcherdt+graham walsh+matt schulz+matt mcquaid+holy fuck
194508,194508,957300,607009,Latin America,Holy Fuck,2010,Scott Pilgrim vs. the World,2010.0,,Latin America,brian borcherdt+graham walsh+matt schulz+matt mcquaid+holy fuck
194527,194527,259742,234103,MuÌ©rdete la lengua,Francisca Valenzuela,2007,TeletÌ_n,1978.0,TeletÌ_n 2010: DÌ_a 2 (#23.2),MuÌ©rdete la lengua,francisca valenzuela
194658,194658,286082,309014,Get Ready,The Temptations,1966,Un paso adelante,2002.0,Quiero bailar (#1.7),Get Ready,smokey robinson+the temptations
194756,194756,720348,530350,I Get A Kick Out Of You (Instrumental),Nat King Cole,0,Magnavox Presents Frank Sinatra,1973.0,,I Get a Kick Out of You,cole porter+frank sinatra
194760,194760,336381,530350,Anything Goes_ I Get A Kick Out Of You,Cole Porter,0,Magnavox Presents Frank Sinatra,1973.0,,I Get a Kick Out of You,cole porter+frank sinatra
194841,194841,772578,188748,Cowboy Night Herd Song,The Sons Of the Pioneers,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
194858,194858,199746,188748,Everybody's Got A Song To Sing,The Chairmen of the Board,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
194869,194869,326726,188748,Hey Mr DJ (Wont You Play Another Love Song) (Love-For-Sale Remix),Son Of A Plumber,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
194876,194876,14740,188748,Eton Boating Song,The Honley Male Voice Choir/The Band Of HM Royal Marines,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
194883,194883,619157,188748,Christmas Song (Personent hodie),The Academy of St. Martin in the Fields / Academy of St. Martin in the Fields Chorus / Sir Neville Marriner,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
194898,194898,506517,188748,Space Age Love Song (Major Tom Remix),Flock Of Seagulls,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
194899,194899,214839,188748,Earth Song,Michael Jackson,1995,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
195001,195001,779208,188748,Space Temple,Secret Archives of the Vatican,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
195085,195085,833824,188748,Trail Song Medley - Coloradio Trail_ Twilight On the Trail_ Navajo Trail_ Riding Down the Canyon_ Blue Shadows On the Tail,Michael Martin Murphey,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls
195206,195206,566825,217726,King Of Pain,The Police,1983,So You Think You Can Dance,2005.0,Top 8 (#1.9),King of Pain,sting+the police
195487,195487,497988,135737,Baby_ can I hold you tonight,Tracy Chapman / Luciano Pavarotti / Orchestra Sinfonica Italiana / JosÌ© Molina,0,Late Show with David Letterman,1993.0,(#19.36),Hold On  Im A Comin,isaac hayes+david porter+the cbs orchestra
195560,195560,896018,34605,When The Wrong One Loves You Right,Wade Hayes,1998,Bored to Death,2009.0,The Alanon Case (#1.2),F**ked Me Right Up,sean hayes
195586,195586,27221,369033,Turn The Heat Up,Phil Perry / Lee Ritenour / Eric R. Tagg / Paulinho Costa / Phil Perry / Eric Tagg / Larry Williams,0,Black Dawn,1997.0,,Burn Me Up,phil munoa+idunno
195605,195605,531437,113471,You Mean The World To Me,Toni Braxton,1993,House M.D.,2004.0,Small Sacrifices (#7.8),You Mean the World to Me,toni braxton
195696,195696,651502,445183,There's a New Moon Over My Shoulder,Jimmie Davis,1944,Free Wheeling,1932.0,,Carolina Moon,joseph a. burke+benny davis
195706,195706,548813,510796,Summer On The West Hill,Kings Of Convenience,2001,Lammbock,2001.0,,Summer On The West Hill,kings of convenience
195775,195775,566001,510796,west essex,Masters Of The Hemisphere,1999,Lammbock,2001.0,,Summer On The West Hill,kings of convenience
195803,195803,41887,510796,Pleasant Hill (No. 43),Old Harp Singers of Eastern Tennessee,0,Lammbock,2001.0,,Summer On The West Hill,kings of convenience
195806,195806,191532,510796,West Coast Profiling,Songs Of Green Pheasant,2007,Lammbock,2001.0,,Summer On The West Hill,kings of convenience
195929,195929,914477,510796,WEST SIDE STORY - America,Helen Hobson / Crouch End Festival Chorus / City of Prague Philharmonic Orchestra / Paul Bateman,0,Lammbock,2001.0,,Summer On The West Hill,kings of convenience
196054,196054,730867,433731,Cars Are Overrated,Chris Staples,0,Everybody Wants Some!!,2016.0,,Frat Cars,chris gates+tim kerr+the riverboat gamblers
196113,196113,916149,668844,Medley: 60 Minutes Of Your Love/A Lot Of Love (2004 Digital Remaster) (Stereo),Simon Dupree & The Big Sound,0,The Last Big Thing,1996.0,,60 Minute Zulu Man,cole coonce+bones murphy+braindead sound machine
196245,196245,672058,36061,What Was Once...,David Torn,1995,Britains Got More Talent,2007.0,2015: Live Semi-Final 4 (#9.11),What I Did for Love,david guetta+giorgio tuinfort+breyan stanley isaac+jason evigan+sam martin+sean douglas+emeli sandÌ©
196319,196319,953881,688034,Precious Things,Tori Amos,1992,The Tori Amos Custom Concert,2003.0,,Precious Things,tori amos
196434,196434,7861,5194,Sometime Around Midnight,The Airborne Toxic Event,2008,90210,2008.0,Off the Rails (#1.18),Sometime Around Midnight,the airborne toxic event
196445,196445,799421,153459,Mickey Mouse Clubhouse Theme,They Might Be Giants,2008,Mickey Mouse Clubhouse,2006.0,Mickeys Comet (#2.25),Mickey Mouse clubhouse Theme,they might be giants
196480,196480,242326,13991,A Brand New Day,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross / Richard Pryor / Lena Horne / Mabel King / Thelma Carpenter / Theresa Merritt,1988,Animaniacs,1993.0,Chalkboard Bungle/Hurray for Slappy/The Great Wakkorotti: The Master & His Music (#1.16),Our First Day of School,richard stone+carl johnson
196506,196506,826002,13991,Dimming Of The Day,Richard & Linda Thompson,1993,Animaniacs,1993.0,Chalkboard Bungle/Hurray for Slappy/The Great Wakkorotti: The Master & His Music (#1.16),Our First Day of School,richard stone+carl johnson
196543,196543,382771,437037,Take The Money And Run,Steve Miller Band,1976,Fast Food,1989.0,,Dont Run Away,tim miller
196551,196551,357288,437037,21 And Don't Know Nothing,Tim Wilson,0,Fast Food,1989.0,,Dont Run Away,tim miller
196579,196579,669211,437037,Don't Sit Under The Apple Tree,Glenn Miller,1969,Fast Food,1989.0,,Dont Run Away,tim miller
196599,196599,548628,384001,Huckleberry Duck,Raymond Scott,1992,Canned Feud,1951.0,,Huckleberry Duck,raymond scott
196646,196646,688463,603424,Dance of Pulcinella,Peter Rowan,1993,Sanctuary,2016.0,,The Dance,desiree rowan
196716,196716,273575,341470,Revolutionary Road (End Title),Thomas Newman,2009,Ainda HÌÁ Pastores?,2006.0,,Road to Chicago,thomas newman
196803,196803,822572,387834,Macarena,Los Del Sol,0,Chachi 420,1997.0,,Macarena,los del rÌ_o+antonio romero+rafael ruiz+carlos de yarza+mike triay
