,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
229763,229763,269961,384992,I Can't Fail,The Robert Cray Band,2010,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229765,229765,221369,384992,Should I Go,Little River Band,0,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229795,229795,739930,384992,That's The Way (I Like It),KC & The Sunshine Band,1975,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229798,229798,383407,384992,Good Things Come My Way,Wayne Wonder,2004,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229815,229815,150750,384992,Why Should Love Be This Way,Michael Stanley Band,1992,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229816,229816,88230,384992,There's a Better Way,The Nashville Bluegrass Band,2004,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229821,229821,957142,384992,I Had The Craziest Dream,Harry James & His Orchestra,0,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229823,229823,701769,384992,I Wonder How The Old Folks Are At Home,Mac Wiseman (With Special Guests Lester Flatt & Chubby Wise),1999,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229825,229825,425256,384992,I'll Get By (As Long As I Have You),Harry James And His Orchestra,2006,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229831,229831,955287,384992,I Just Cant Give You Up ,Average White Band,0,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229839,229839,61737,384992,I Turn To You,The John Earl Walker Band,0,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229845,229845,85784,384992,The Honky Tonk Life I Lead,The John Evans Band,0,Carlitos Way,1993.0,,Thats The Way (I Like It),harry wayne casey+richard finch+kc+the sunshine band  (as kc+the sunshine band)+arrangement with warner special products
229904,229904,245990,716039,Ring Them Bells,Bob Dylan,1989,WWE Tribute for the Troops,2008.0,,Ring Them Bells,bob dylan
230023,230023,835822,459085,Breaking Up Is Hard To Do,David Cassidy & The Partridge Family,0,Greta,2009.0,,Toss It Up,david hilker+john costello
230055,230055,59716,459085,Crank It Up,David Banner / Static,0,Greta,2009.0,,Toss It Up,david hilker+john costello
230120,230120,719210,227381,Short Change Hero,The Heavy,2009,Strike Back,2010.0,Iraq: Part Two (#1.2),Short Change Hero,the heavy
230143,230143,148652,405412,When I Touch You,Ben Westbeech,0,Dark Horse,2011.0,,When I Fall In Love,ben webster+victor young+edward heyman
230147,230147,203139,405412,I Need You Back,Ben Kweller,2004,Dark Horse,2011.0,,When I Fall In Love,ben webster+victor young+edward heyman
230180,230180,555138,274925,Les Deux Pigeons ( Ballet Suite): Pas Des Voiles (Theme Et Variations,Paul Bonneau,0,The Tonight Show Starring Johnny Carson,1962.0,(1972-01-12),Johnnys Theme,paul anka
230239,230239,889460,274925,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1972-01-12),Johnnys Theme,paul anka
230304,230304,577135,356191,Is It Wrong (For Loving You),Warner mack,0,B*A*P*S,1997.0,,No One But You (The Macadocous Mix),veronica vazquez+danny mano+sekou aiken+craig mack
230305,230305,825930,356191,I'll Still Be Missing You,Warner mack,0,B*A*P*S,1997.0,,No One But You (The Macadocous Mix),veronica vazquez+danny mano+sekou aiken+craig mack
231041,231041,495667,598671,A New Day,Lee Ritenour / Harvey Mason / Bob James,1993,Ronnie Milsap: Live,2002.0,,Any Day Now,bob hilliard+burt bacharach+ronnie milsap
231050,231050,917286,598671,Any Day Now,Ronnie Milsap,1982,Ronnie Milsap: Live,2002.0,,Any Day Now,bob hilliard+burt bacharach+ronnie milsap
231068,231068,112632,598671,Every Day When I Come Home I Expect To Find You Gone,Jim Bob,0,Ronnie Milsap: Live,2002.0,,Any Day Now,bob hilliard+burt bacharach+ronnie milsap
231279,231279,154465,687588,Good Morning Little School Girl ( LP Version ),The Paul Butterfield Blues Band,0,The Third Society,2002.0,,Till the Morning,emily oneary+the emily oneary band
231378,231378,749414,362087,Heart In Hand,Memory Dean,0,Beaches,1988.0,,I Know You By Heart,dean pitchford+george merrill+shannon rubicam+bette midler+david pack
231389,231389,669448,277060,I Was A Teenage Anarchist (Album Version),Against Me!,0,The Tonight Show with Jay Leno,1992.0,(#18.68),I Was a Teenage Anarchist,tom gabel+james bowman+andrew seward+george rebelo+against me!
231398,231398,708957,277060,I Don't Wanna Grow Up,Tom Waits,1992,The Tonight Show with Jay Leno,1992.0,(#18.68),I Was a Teenage Anarchist,tom gabel+james bowman+andrew seward+george rebelo+against me!
231403,231403,646314,277060,I Washed My Face In The Morning Dew,Tom T. Hall,1968,The Tonight Show with Jay Leno,1992.0,(#18.68),I Was a Teenage Anarchist,tom gabel+james bowman+andrew seward+george rebelo+against me!
231418,231418,937351,277060,I Smell Burning,You Me and The Atom Bomb,2006,The Tonight Show with Jay Leno,1992.0,(#18.68),I Was a Teenage Anarchist,tom gabel+james bowman+andrew seward+george rebelo+against me!
231462,231462,518488,522338,Windy Day,Jamie Richards,0,Long-Term Relationship,2006.0,,Day After Day,jamie coon+rafael barajas
231465,231465,766713,111379,Sunday,Sonic Youth,1997,Hjernevask,2010.0,Likestillingsparadokset (#1.1),Sunday,sonic youth
231487,231487,684581,500347,Six Dick Pimp,Liz Phair,1996,Kids in the Hall: Brain Candy,1996.0,,Six Dick Pimp,liz phair
231492,231492,627620,146443,Puff the Magic Canon in D,J. Pachelbel,0,Mad,2010.0,Twilight: Staking Dawn/Cookie Blue (#2.16),Canon in D,johann pachelbel
231494,231494,663657,146443,Canon In D Major,Johann Pachelbel,1977,Mad,2010.0,Twilight: Staking Dawn/Cookie Blue (#2.16),Canon in D,johann pachelbel
231509,231509,404871,14193,I Forget And I Cant Tell (Ballad Of The Lights Pt. 1),Arthur Russell,2008,Animaniacs,1993.0,H.M.S. Yakko/Slappy Goes Walnuts/Yakkos Universe Song (#1.3),I Am the Very Model of a Cartoon Individual,arthur sullivan+jess harnell+tress macneille+rob paulsen
231518,231518,321082,14193,I Wanna get U Alone,Joseph Arthur,2008,Animaniacs,1993.0,H.M.S. Yakko/Slappy Goes Walnuts/Yakkos Universe Song (#1.3),I Am the Very Model of a Cartoon Individual,arthur sullivan+jess harnell+tress macneille+rob paulsen
231665,231665,895672,507526,Mon Cocktail D'amour,Maurice Chevalier,1998,La femme de Gilles,2004.0,,Mon Homme,maurice yvain+mistinguett
231669,231669,57832,33325,The Man On The Flying Trapeze,Eddie Cantor,1994,Boardwalk Empire,2010.0,Family Limitation (#1.6),A Good Man is Hard to Find,eddie green+ehud rasherie
231673,231673,254282,33325,El Bueno_ El Malo y El Feo (The Good_ The Bad & The Ugly) (Reggaeton Remix) (Feat. Tego CalderÌ_n And Eddie Dee),Vico C Featuring Tego CalderÌ_n And Eddie Dee,0,Boardwalk Empire,2010.0,Family Limitation (#1.6),A Good Man is Hard to Find,eddie green+ehud rasherie
231754,231754,382771,279614,Take The Money And Run,Steve Miller Band,1976,The Tonight Show with Jay Leno,1992.0,(#21.63),Take Five,paul desmond+the tonight show band
231790,231790,857305,279614,Take Me Back,The King Khan & BBQ Show,2007,The Tonight Show with Jay Leno,1992.0,(#21.63),Take Five,paul desmond+the tonight show band
232071,232071,222763,301066,Talk Of The Town (Album Version),The Pretenders,1981,Top of the Pops,1964.0,(1980-04-17),Talk of the Town,the pretenders
232121,232121,859205,179301,My Bottleneck (Story),Fred McDowell,0,Pastor Mike Online,2011.0,(#1.90),Wont You Be My Neighbor?,fred rogers
232124,232124,461003,179301,Why Wont You,The Rogers Sisters,2006,Pastor Mike Online,2011.0,(#1.90),Wont You Be My Neighbor?,fred rogers
232126,232126,80699,179301,The Way You Look Tonight,Fred Astaire & Ginger Rogers,1998,Pastor Mike Online,2011.0,(#1.90),Wont You Be My Neighbor?,fred rogers
232127,232127,112762,179301,You And Me Against The World,Roy Rogers,0,Pastor Mike Online,2011.0,(#1.90),Wont You Be My Neighbor?,fred rogers
232138,232138,548559,179301,Hey You In The Neighborhood,Fred Wesley,0,Pastor Mike Online,2011.0,(#1.90),Wont You Be My Neighbor?,fred rogers
232156,232156,633020,502012,Diggin' Me_ Diggin' You,Martin Sexton,0,Kinsey,2004.0,,Im Tired of You,martin blasick
232157,232157,708303,502012,Im Herzen von Frankfurt,Martin & Torsten,0,Kinsey,2004.0,,Im Tired of You,martin blasick
232162,232162,373698,502012,You Came Along (From Out Of Nowhere),Tony Martin,0,Kinsey,2004.0,,Im Tired of You,martin blasick
232166,232166,495943,502012,I'm Always Chasing Rainbows,Tony Martin,0,Kinsey,2004.0,,Im Tired of You,martin blasick
232171,232171,641534,502012,You Stepped Out of a Dream,Tony Martin,0,Kinsey,2004.0,,Im Tired of You,martin blasick
232186,232186,121621,502012,I'm Forever Blowing Bubbles,Dean Martin,2002,Kinsey,2004.0,,Im Tired of You,martin blasick
232204,232204,144807,338362,Big Hunk O' Love,The Jim Jones Revue,2009,Abduction,2009.0,,Lava Lamp of Love,jim baker+john orrichio+cathy loch
232314,232314,385515,545824,Kummer,Stephan Remmler,2006,Mothers Meat Freuds Flesh,1984.0,,Kummer,stephan remmler+gert kralle krawinkel+trio
232386,232386,909938,470087,Love My Baby,Little Junior's Blue Flames,0,High Performance,2014.0,,My Own Obsessions,little white lies+katarzyna bartczak+zbigniew krenc
232394,232394,278437,470087,My Girl (She's Like Heaven To Me),White Plains,0,High Performance,2014.0,,My Own Obsessions,little white lies+katarzyna bartczak+zbigniew krenc
232420,232420,102503,470087,Goin Out Of My Head,Little Anthony and The Imperials,0,High Performance,2014.0,,My Own Obsessions,little white lies+katarzyna bartczak+zbigniew krenc
232430,232430,458200,470087,So Try My Enemies,White Belt Yellow Tag,2010,High Performance,2014.0,,My Own Obsessions,little white lies+katarzyna bartczak+zbigniew krenc
232438,232438,371529,470087,I Can See My Home,Little Red Riding Hood,0,High Performance,2014.0,,My Own Obsessions,little white lies+katarzyna bartczak+zbigniew krenc
232446,232446,104545,470087,The Bed Was Not My Own/Hello Again (Reprise) (Scene Ten: The Senator and The Whore),David Evans;John Dossett;Judy Blazer;Carolee Carmello;Donna Murphy;Malcolm Gets;John Cameron Mitchell;Michael Park;Dennis Parlato;Michele Pawk;David A. White,0,High Performance,2014.0,,My Own Obsessions,little white lies+katarzyna bartczak+zbigniew krenc
232452,232452,89482,470087,California On My Mind (LP Version),Tony Joe White,0,High Performance,2014.0,,My Own Obsessions,little white lies+katarzyna bartczak+zbigniew krenc
232494,232494,308033,473465,Then I'll Be Tired Of You,Steve Lawrence,0,Hometown Legend,2002.0,,So Tired of Missing You,the souvenirs+lucky lawrence
232495,232495,500455,473465,You're Nobody Till Somebody Loves You,Steve Lawrence,0,Hometown Legend,2002.0,,So Tired of Missing You,the souvenirs+lucky lawrence
232570,232570,302862,440982,Woodstock (LP Version),Joni Mitchell,1996,Flashing on the Sixties: A Tribal Document,1990.0,,Woodstock,joni mitchell+crosby stills nash+young
232591,232591,404417,455586,I Found That Girl,Jackson 5,1970,Good Will Hunting,1997.0,,Why Do I Lie?,jill cunniff+luscious jackson
232595,232595,286141,455586,I Had To Say It,Millie Jackson,1996,Good Will Hunting,1997.0,,Why Do I Lie?,jill cunniff+luscious jackson
232604,232604,156163,455586,Can I Touch You,Freddie Jackson,1992,Good Will Hunting,1997.0,,Why Do I Lie?,jill cunniff+luscious jackson
232609,232609,489310,455586,Why Do I Lie? (Pants On Fire Mix),Luscious Jackson,1997,Good Will Hunting,1997.0,,Why Do I Lie?,jill cunniff+luscious jackson
232618,232618,115144,455586,Why You Wanna Trip On Me,Michael Jackson,1991,Good Will Hunting,1997.0,,Why Do I Lie?,jill cunniff+luscious jackson
232651,232651,336049,732401,I Got My Mind Made Up_ Get It Girl_ Push It,Ambassadors Of Funk,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232658,232658,491262,732401,I Need Somebody (Loveland's Full On Vocal 12' Mix)/ Make The World Go Round (Acappella)/ When I'm Good And Ready (The Woman's Prerogative Mix),Loveland Feat. The Voice Of Rachel McFarlene/ Sandy B/ Sybil,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232660,232660,648128,732401,I don't remember you /  Sometimes a day goes by [The Happy Time / Woman of the Year],Bryn Terfel / Paul Gemignani / Orchestra of the Welsh National Opera,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232678,232678,422042,732401,I Am A Fine Musician,Old Town School of Folk Music,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232702,232702,940802,732401,The Detective: I Think E.t. Is Involved In My Family,Youth Pictures Of Florence Henderson,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232730,232730,506597,732401,I Am Here (12' Extended Mix),The Grapes Of Wrath,1994,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232735,232735,868151,732401,Who Cries For Me (Extra live track),Doctors Of Madness,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232754,232754,952996,732401,Let It Be Me (Remastered Album Version),Voices Of East Harlem,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232801,232801,534530,732401,Puzzle: He Can't Be Dead_ I Got His Autograph Last Week,Youth Pictures Of Florence Henderson,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232813,232813,912892,732401,Give Me Just A Little More Time,Chairmen Of The Board,1970,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232819,232819,959537,732401,Can't You See (You Doin' Me Wrong),Tower Of Power,1974,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232821,232821,954959,732401,Devil Made Me Do It 2 (Clean),Scum of the Earth,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232834,232834,840479,732401,I Fill All of Your Dreams,Wild Billy Childish And The Musicians Of The British Empire,2008,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232840,232840,95640,732401,Hand Me Down,Cry Of Love,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232855,232855,267339,732401,Merry Christmas Everybody / I Wish It Could Be Christmas Everyday,State Of The Heart,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232868,232868,130209,732401,Wear Me Down,Son Of Dork,2005,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232869,232869,23629,732401,I Told You I Was Freaky,Flight Of The Conchords,2009,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232872,232872,93546,732401,I Hate Kids He Said And Got Five,Rest Of My Life,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232877,232877,470933,732401,I Ran (So Far Away) (Die Krupps Remix),A Flock Of Seagulls,2004,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232903,232903,166573,732401,Frosty The Snowman / Rudolph The Red-Nosed Reindeer / I Saw Mommy Kissing Santa Claus / Winter Wonderland,State Of The Heart,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232910,232910,947242,732401,Demon I,Edge Of Sanity,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232939,232939,28500,732401,I Think I Love You (Album version),Voice Of The Beehive,1997,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
232941,232941,504662,732401,Una voce poco fa from Act I of Il Barbiere di Siviglia,Marilyn Horne;Riccardo Chailly;ORCHESTRA OF THE TEATRO ALLA SCALA,0,Zombie Brigade,1988.0,,Make Me an Offer I Cant Refuse,khym lam+sons of gums
233035,233035,366,590089,Bet At The Bar/Bar Room Shuffle (LP Version),Waddie Mitchell,0,Raw Justice,1994.0,,Hood Chase Shuffle,david keith+rich summer+randy mitchell
233188,233188,615806,391571,All The Love In The World,Richard Clayderman,1990,Christmas at Pee Wees Playhouse,1988.0,,O Come All Ye Faithful/Deck the Halls/It Came Upon a Midnight Clear,frederick oakeley  / traditional tune+english lyrics by thomas oliphant   / lyrics by edmund hamilton sears+music by richard storrs willis+paul reubens+cast
233207,233207,275014,391571,All we like sheep have gone astray,Sir Thomas Beecham;John McCarthy,0,Christmas at Pee Wees Playhouse,1988.0,,O Come All Ye Faithful/Deck the Halls/It Came Upon a Midnight Clear,frederick oakeley  / traditional tune+english lyrics by thomas oliphant   / lyrics by edmund hamilton sears+music by richard storrs willis+paul reubens+cast
233254,233254,361191,391571,All Drains Lead To The Ocean,Thomas Newman,2003,Christmas at Pee Wees Playhouse,1988.0,,O Come All Ye Faithful/Deck the Halls/It Came Upon a Midnight Clear,frederick oakeley  / traditional tune+english lyrics by thomas oliphant   / lyrics by edmund hamilton sears+music by richard storrs willis+paul reubens+cast
233436,233436,143210,573375,Travelin' Band,Creedence Clearwater Revival,1998,Pawn Sacrifice,2014.0,,Travellin Band,john fogerty+creedence clearwater revival
233488,233488,195267,407896,Valley Of The Dead (extended version),MiklÌ_s RÌ_zsa,0,Dead Men Dont Wear Plaid,1982.0,,Dead Mens Bolero,miklÌ_s rÌ_zsa
233534,233534,455437,164340,Moon River (LP Version),Johnny Crawford,0,NCIS: Naval Criminal Investigative Service,2003.0,Requiem (#5.7),Big River,johnny cash
233554,233554,494368,164340,So Long To the Red River Valley,Johnny Bond and The Red River Boys,2005,NCIS: Naval Criminal Investigative Service,2003.0,Requiem (#5.7),Big River,johnny cash
233565,233565,85167,164340,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,NCIS: Naval Criminal Investigative Service,2003.0,Requiem (#5.7),Big River,johnny cash
233651,233651,701735,299033,Crazy Water,Elton John,1976,Top of the Pops,1964.0,(1977-03-10),Crazy Water,elton john
233672,233672,480434,299033,Water Gypsy,John Renbourn,2008,Top of the Pops,1964.0,(1977-03-10),Crazy Water,elton john
233907,233907,634308,489469,King of Minneapolis_ Pt. I & II,BOMB THE MUSIC INDUSTRY,2006,Jackie Brown,1997.0,,Vittrones Theme - King Is Dead,roy ayers+harry whitaker+arrangement with polygram film+tv music
233913,233913,671581,489469,Theme Music (Language: Tamil; Film: Sri; Film Artists: Surya),Theme Music,0,Jackie Brown,1997.0,,Vittrones Theme - King Is Dead,roy ayers+harry whitaker+arrangement with polygram film+tv music
234023,234023,713790,536169,Serenade For Strings No. 13 In G Major_ KV 525 'Eine Kleine Nachtmusik,Wolfgang Amadeus Mozart,0,Me Myself and I,1992.0,,SINFONIA CONCERTANTE IN E FLAT MAJOR FOR VIOLIN AND VIOLA K. 364 ALLEGRO MAESTOSO,wolfgang amadeus mozart
234033,234033,565506,536169,Mozart: Le Nozze di Figaro: Voi che sapete_ che cosa e amor,Wolfgang Amadeus Mozart,0,Me Myself and I,1992.0,,SINFONIA CONCERTANTE IN E FLAT MAJOR FOR VIOLIN AND VIOLA K. 364 ALLEGRO MAESTOSO,wolfgang amadeus mozart
234307,234307,740561,632160,Good Riddance - Time Of Your Life (Vocals Removed),Green Day Can You Rock Instructional,0,Strauss Fantasy,1954.0,,Artists Life,johann strauss+the mgm symphony orchestra+conducted by johnny green
234423,234423,568846,584109,Where'm I Gonna Live When I Get Home,Warner Williams and Jay Summerour,0,Promised Land,2012.0,,Even Cowgirls Get the Blues,rodney crowell+emmylou harris  with dolly parton+linda ronstadt+arrangement with warner music group film+tv licensing
234433,234433,274716,584109,Let This Music Get Down In Your Soul,Rance Allen Group,0,Promised Land,2012.0,,Even Cowgirls Get the Blues,rodney crowell+emmylou harris  with dolly parton+linda ronstadt+arrangement with warner music group film+tv licensing
234459,234459,365379,584109,Even Cowgirls Get The Blues,RODNEY CROWELL,1993,Promised Land,2012.0,,Even Cowgirls Get the Blues,rodney crowell+emmylou harris  with dolly parton+linda ronstadt+arrangement with warner music group film+tv licensing
234480,234480,120143,584109,When Cats Get Up In the Morning,Old Town School of Folk Music,0,Promised Land,2012.0,,Even Cowgirls Get the Blues,rodney crowell+emmylou harris  with dolly parton+linda ronstadt+arrangement with warner music group film+tv licensing
234515,234515,798520,584109,Rock Mr. Blues (Digitally Remastered),Wynonie Harris,0,Promised Land,2012.0,,Even Cowgirls Get the Blues,rodney crowell+emmylou harris  with dolly parton+linda ronstadt+arrangement with warner music group film+tv licensing
234851,234851,708208,148417,Where Are You Christmas [Live],Faith Hill,0,Malcolm in the Middle,2000.0,The Bully (#2.10),Happy Birthday to You,mildred j. hill+patty s. hill
234852,234852,931612,148417,If You See Me Comin',Arty Hill and the Long Gone Daddys,0,Malcolm in the Middle,2000.0,The Bully (#2.10),Happy Birthday to You,mildred j. hill+patty s. hill
234866,234866,744972,148417,I Still Believe In You,Warren Hill Featuring Mitch Malloy,1993,Malcolm in the Middle,2000.0,The Bully (#2.10),Happy Birthday to You,mildred j. hill+patty s. hill
234867,234867,950966,148417,I'll Be There For You/ You're All I Need To Get By,Method Man / Mary J. Blige,0,Malcolm in the Middle,2000.0,The Bully (#2.10),Happy Birthday to You,mildred j. hill+patty s. hill
234912,234912,805906,148417,Maniac (Is Watching You) Pt. 1,Steve Hill & Luca Antolini,0,Malcolm in the Middle,2000.0,The Bully (#2.10),Happy Birthday to You,mildred j. hill+patty s. hill
234917,234917,212898,148417,You Just Cheat And Lie,Z Z Hill,0,Malcolm in the Middle,2000.0,The Bully (#2.10),Happy Birthday to You,mildred j. hill+patty s. hill
234928,234928,359892,454219,Here Without You,Kidz Bop Kids,2004,Godzilla,1998.0,,Here We Go Round the Mulberry Bush,the kidsongs kids
234935,234935,326293,454219,Where Do I Go From Here,New Kids On The Bloc,1990,Godzilla,1998.0,,Here We Go Round the Mulberry Bush,the kidsongs kids
234940,234940,756651,454219,It's The End Of The World As We Know It (And I Feel Fine),RIDDLIN' KIDS,2002,Godzilla,1998.0,,Here We Go Round the Mulberry Bush,the kidsongs kids
234970,234970,591588,539069,Working Man,Rush,0,Metal: A Headbangers Journey,2005.0,,Working Man,rush
234982,234982,324189,706570,Versus,The Panic Division,2005,UFC 59: Reality Check,2006.0,,Versus,the panic division
234994,234994,495667,556428,A New Day,Lee Ritenour / Harvey Mason / Bob James,1993,Night Unto Night,1949.0,,Whats New?,bob haggart
235001,235001,461706,556428,New San Antonio Rose,Bob Wills,1990,Night Unto Night,1949.0,,Whats New?,bob haggart
235042,235042,400845,258258,Be Prepared,Whoopi Goldberg/Cheech Marin/Jeremy Irons/Jim Cummings,0,The Nostalgia Critic,2007.0,Top 11 Villain Songs (#3.9),Be Prepared,elton john+jeremy irons+with whoopi goldberg+cheech marin+jim cummings
235082,235082,500359,454043,All the Things You Are,Steve Smith,0,Gods New Plan,1999.0,,Steves Things,steve johnston
235284,235284,811265,34353,I Hear You,Wilson Phillips,1992,Bones,2005.0,The Truth in the Lye (#2.5),I Want To Be Loved,cassandra wilson
235308,235308,930439,34353,I'm No Fool_ I Know The Rule (If You Love Me Like You Say),Smokey Wilson,0,Bones,2005.0,The Truth in the Lye (#2.5),I Want To Be Loved,cassandra wilson
235310,235310,328039,34353,I Didn't Know,Smokey Wilson,1995,Bones,2005.0,The Truth in the Lye (#2.5),I Want To Be Loved,cassandra wilson
235317,235317,163854,34353,I Am the Full Moon_ a Believer,Charles Wilson,0,Bones,2005.0,The Truth in the Lye (#2.5),I Want To Be Loved,cassandra wilson
235355,235355,923803,135774,Green River,John Fogerty,1998,Late Show with David Letterman,1993.0,(#19.46),Green River,john fogerty
235549,235549,612839,199137,Hot Stuff,Donna Summer,1979,Rude Tube,2008.0,World Wide Weird (#8.6),Hot Stuff,pete bellotte+keith forsey+harold faltermeyer+donna summer
235571,235571,344961,629036,Folsom Prison Blues,Johnny Cash,1957,Starsky & Hutch,2004.0,,Folsom Prison Blues,johnny cash+arrangement with celebrity licensing
235575,235575,149082,629036,Closing Medley: Folsom Prison Blues/I Walk The Line/Ring Of Fire/The Rebel - Johnny Yuma,Johnny Cash with The Carter Family The Statler Brothers & Carl Perkins,0,Starsky & Hutch,2004.0,,Folsom Prison Blues,johnny cash+arrangement with celebrity licensing
235641,235641,434987,189895,Taste In Men,Placebo,2000,Queer as Folk,2000.0,You Can Leda Girl to Pussy (#2.17),Taste in Men,placebo
235677,235677,957005,25417,Keep Their Heads Ringin' (LP Version) (Explicit),Dr. Dre,1995,Beavis and Butt-Head,1993.0,U.S. History (#6.3),Keep Their Heads Ringing,dr. dre
235698,235698,730682,496284,Waltz Of The Flowers From  Nutcracker,Pyotr Il'yich Tchaikovsky,0,Justice,2014.0,,Waltz of the Flowers,pyotr ilyich tchaikovsky
235700,235700,281712,496284,Waltz From  Swan Lake,Pyotr Il'yich Tchaikovsky,0,Justice,2014.0,,Waltz of the Flowers,pyotr ilyich tchaikovsky
235729,235729,841641,365939,Love Me Or Leave Me Alone,Marty Robbins,0,Between Midnight and Dawn,1950.0,,PLEASE DONT KISS ME,allan roberts+doris fisher+gale robbins
235866,235866,163194,184310,Suite from Born on the Fourth of July/I.  Theme from Born on the Fourth of July,John Williams;The Boston Pops Orchestra,0,PokÌ©mon,1998.0,Right On  Rhydon! (#4.47),Born to Be A Winner,john siegler+john loeffler+david kos rolfe
235910,235910,680861,184310,Born In Troubled Times,The John Scofield Band,2003,PokÌ©mon,1998.0,Right On  Rhydon! (#4.47),Born to Be A Winner,john siegler+john loeffler+david kos rolfe
236002,236002,333875,83721,Stayin' Alive [Live - Las Vegas 1997] (Album Version),Bee Gees,1998,Entourage,2004.0,The Dream Team (#4.5),Stayin Alive,barry gibb+robin gibb+maurice gibb+the bee gees
236036,236036,274926,311109,Merry Christmas Fritz,Wild Billy Childish & The Musicians of the British Empire,2007,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes+jay johnson+elvis presley
236043,236043,887093,311109,If I Get Home On Christmas Day,Elvis Presley,1994,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes+jay johnson+elvis presley
236054,236054,472807,311109,Christmas Lights,Wild Billy Childish & The Musicians of the British Empire,2007,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes+jay johnson+elvis presley
236055,236055,488177,311109,Father Christmas Is Dressed In Green,Wild Billy Childish & The Musicians of the British Empire,2007,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes+jay johnson+elvis presley
236064,236064,307677,311109,Christmas 1979,Wild Billy Childish And The Musicians Of The British Empire,2007,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes+jay johnson+elvis presley
