song_id,track_id,title,artists,song,year,episode,episode_year
364129.0,357791.0,Bad Brains Live at CBGB OMFUG 1982,bad brains,I and I Rasta,2006.0,,2006.0
364142.0,550855.0,My Tehran for Sale,mohsen namjou,Toranj,2007.0,,2009.0
365379.0,584109.0,Promised Land,rodney crowell+emmylou harris  with dolly parton+linda ronstadt+arrangement with warner music group film+tv licensing,Even Cowgirls Get the Blues,1993.0,,2012.0
367631.0,378687.0,Bruce Almighty,george clinton+garry m. shider+david l. spradley,Atomic Dog (Dogs Of The World Unite Remix) (Explicit) (Feat. Coolio),1996.0,,2003.0
367631.0,376069.0,Breakin All the Rules,george clinton   (as george clinton+jr.)+garry m. shider+david l. spradley+george clinton,Atomic Dog (Dogs Of The World Unite Remix) (Explicit) (Feat. Coolio),1996.0,,2004.0
367631.0,326516.0,10 Things I Hate About You,george clinton+garry shider+david l. spradley,Atomic Dog (Dogs Of The World Unite Remix) (Explicit) (Feat. Coolio),1996.0,,1999.0
368864.0,532346.0,Man on Fire,trent reznor+nine inch nails,The Downward Spiral (The Bottom),1995.0,,2004.0
370992.0,131090.0,Kyle XY,pilot speed+lyrics by todd clark,Hold the Line,2006.0,Pilot (#1.1),2006.0
371548.0,16888.0,Art That Shook the World,brian wilson+the beach boys,Surfer Girl,1963.0,The Beach Boys: Pet Sounds (#2.2),2001.0
372875.0,458129.0,Grand Theft Auto: Vice City Stories,carlos cavazo+kevin dubrow+frankie banali+tony cavazo+quiet riot,Metal Health (Bang Your Head),1999.0,,2006.0
372875.0,692489.0,The Wrestler,frankie banali+carlos cavazo+tony cavazo+kevin dubrow+quiet riot,(Bang Your Head) Metal Health,1999.0,,2008.0
373684.0,158270.0,Monkey Dust,phil collins,Two Hearts (Live),1990.0,(#3.6),2003.0
373908.0,507762.0,La gabbia,benoit jutras+the cirque du soleil orchestra,Reveil,1996.0,,2008.0
373939.0,514797.0,Legend,joseph modeliste+art neville+leo nocentelli+george porter+the meters,Cissy Strut,1969.0,,2015.0
375012.0,483864.0,In Quiet Night,big mama thornton,Sweet Little Angel,1966.0,,1998.0
377332.0,702206.0,Traumfrauen,Giulio Caccini,Ave Maria,1999.0,,2015.0
378203.0,451975.0,Ginger Snaps,robb flynn+machine head,Desire To Fire (Album Version),0.0,,2000.0
379037.0,715244.0,Voyage,elton john+bernie taupin,Rocket Man (I Think It's Going To Be A Long_ Long Time),1976.0,,1993.0
379037.0,88797.0,Festival Internacional de la CanciÌ_n de ViÌ±a del Mar,elton john+lyrics by bernie taupin,Rocket Man (I Think It's Going To Be A Long_ Long Time),1976.0,ViÌ±a 2013: Noche 5,1963.0
379551.0,356243.0,B.B. King: The Life of Riley,louis jordan+ellis lawrence walsh,Saturday Night Fish Fry - Parts 1 & 2 (Digitally Remastered),0.0,,2012.0
379561.0,247463.0,The Guardian,jakob dylan+the wallflowers,The Empire In My Mind,2002.0,,2001.0
382766.0,430724.0,End of Watch,camron+juelz santana+darryl pittman+lionel richie+freekey zeekey+toya,Hey Ma,2003.0,,2012.0
382771.0,154200.0,Mike and Mike in the Morning,steve miller+steve miller band,Take The Money and Run,1976.0,(2015-10-01),2005.0
385515.0,545824.0,Mothers Meat Freuds Flesh,stephan remmler+gert kralle krawinkel+trio,Kummer,2006.0,,1984.0
385808.0,231240.0,T in the Park 2015,stereophonics,Local Boy in the Photograph,1997.0,Stereophonics (#1.45),2015.0
387562.0,690166.0,The War Boys,steve earle,Lonelier Than This,2000.0,,2009.0
389722.0,217184.0,So You Think You Can Dance,kelis,Circus,2006.0,Top 14 Results (#3.13),2005.0
390025.0,104058.0,Grimm,miles davis,Flamenco Sketches,0.0,Nobody Knows the Trubel Ive Seen (#3.19),2011.0
390392.0,387702.0,Ceremonia de inauguraciÌ_n - 56å¼ Festival internacional de cine de San SebastiÌÁn,cesar rosas+los lobos  with antonio banderas,Cancion Del MariachiI (Morena De Mi Corazon),0.0,,2008.0
391734.0,352948.0,Armageddon,Bob Seger & The Silver Bullet Band,Roll Me Away,1994.0,,1998.0
391982.0,421683.0,Dreams of a Life,the human league+phil oakey+philip adrian wright,The Things That Dreams Are Made Of (Original dub),2007.0,,2011.0
392001.0,324865.0,iTunes Festival London 2010,david gilmour+roger waters+scissor sisters,Comfortably Numb (Album Version),2004.0,(#1.2),2010.0
392434.0,367942.0,Bill W.,johann sebastian bach+yo-yo ma+arrangement with sony music licensing,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,0.0,,2012.0
393750.0,330511.0,61*,neal hefti+count basie,The Kid From Red Bank,1989.0,,2001.0
395125.0,57829.0,Dancing with the Stars,Kevin Rudolf Featuring Lil Wayne,Let It Rock,2008.0,(#9.8),2004.0
396906.0,522819.0,Loquillo leyenda urbana,loquillo+carlos segarra,Soy una cÌÁmara,0.0,,2008.0
397563.0,281533.0,The Vampire Diaries,katy perry,Thinking of You,2008.0,Pilot (#1.1),2009.0
397967.0,595853.0,Road House,willie nile+martin briley+patrick swayze,Raising Heaven (in Hell) Tonight,1989.0,,1989.0
398841.0,78412.0,EastEnders,r. kelly,If I Could Turn Back the Hands of Time,1998.0,(2000-08-29),1985.0
399134.0,401353.0,Cruel Intentions 3,blake schwarzenbach+jets to brazil,You're Having The Time Of My Life,2000.0,,2004.0
399965.0,102492.0,Greys Anatomy,nikka costa,Stuck to You,2008.0,Beat Your Heart Out (#5.14),2005.0
400845.0,258258.0,The Nostalgia Critic,elton john+jeremy irons+with whoopi goldberg+cheech marin+jim cummings,Be Prepared,0.0,Top 11 Villain Songs (#3.9),2007.0
401496.0,574101.0,Pennies from Heaven,arthur johnston+bing crosby,Pennies From Heaven,1936.0,,1936.0
402726.0,555614.0,New York  I Love You,The Golden Age Orchestra_ Paul SummeråÊ,The Way You Look Tonight,0.0,,2008.0
403038.0,239037.0,The Biggest Loser Australia,shannon noll,Lift,2005.0,(#1.44),2006.0
403038.0,19014.0,Australian Idol,shannon noll+andrew roachford+bryon jones+adam reily,Lift,2005.0,Grand Final (#3.37),2003.0
403653.0,305855.0,True Blood,flying lotus+flying lotus  ft. thom yorke,...And The World Laughs With You ft. Thom Yorke,2010.0,You Smell Like Dinner (#4.2),2008.0
404301.0,383731.0,Cant Stop the Music,jacques morali+the village people,Can't Stop the Music,1980.0,,1980.0
405528.0,94676.0,Game of Thrones,ramin djawadi,Prison Break - Main Title Season 3,0.0,The Prince of Winterfell (#2.8),2011.0
405528.0,94669.0,Game of Thrones,ramin djawadi,Prison Break - Main Title Season 3,0.0,The North Remembers (#2.1),2011.0
410799.0,644888.0,The 58th Annual Academy Awards,max steiner,Gone With The Wind - Tara's Theme,2001.0,,1986.0
411126.0,159133.0,Mousiki vradya,vicky mosholiou+stavros xarhakos,Vale ki allo piato sto trapezi,0.0,Tragoudia se stihous Lefteri Papadopoulou,1976.0
411178.0,635253.0,Superbad,fred freemand+harry l. nehls+the bar-kays,Too Hot To Stop (Pt. 1),0.0,,2007.0
413893.0,468395.0,Helvetica,battles,IPT2,2004.0,,2007.0
414228.0,429359.0,Elvis by the Presleys,mac davis+elvis presley,In the Ghetto,1969.0,,2005.0
414717.0,651972.0,The Byron Janis Story,sergei rachmaninoff+byron janis,Piano Sonata No. 17 in D Minor_ Op. 31 - 'The Tempest': III. Allegretto,0.0,,2010.0
415535.0,305154.0,Tricked,the chemical brothers+noel gallagher,Let Forever Be (2003 Digital Remaster),2008.0,(#2.2),2013.0
415653.0,226647.0,Stingray,Mike And The Mechanics,Silent Running (Live),1999.0,Ancient Eyes (#1.1),1985.0
417190.0,417994.0,Doing Time for Patsy Cline,ethel bassey+wayland chandler+patsy cline,If I Could Only Stay Asleep,1991.0,,1997.0
417722.0,559888.0,Not Fade Away,george harrison+the beatles,I Want To Tell You (Live) (2004 Digital Remaster),0.0,,2012.0
418071.0,54620.0,CÌ_digo postal,gerardo garza chetes,OTRA VEZ,2006.0,(#1.175),2006.0
420040.0,236996.0,The Backyardigans,the backyardigans,We Love A Luau,2008.0,The Legend of the Volcano Sisters (#2.5),2004.0
420433.0,668916.0,The Last Concert: Dolly Dots,maggie lee+larry lee+de dolly dots,Make it up to you,0.0,,1988.0
421344.0,61329.0,Dawsons Creek,mark cohn,Healing Hands (RemasteredLP Version),0.0,...Must Come to an End (#6.24),1998.0
422335.0,311109.0,Vegas,billy hayes+jay johnson+elvis presley,Blue Christmas,1957.0,Estinto (#1.10),2012.0
423240.0,461356.0,Gzaabneulni,billy gibbons+frank beard+dusty hill+zz top,Blue Jean Blues,1975.0,,2013.0
425869.0,30622.0,Big Brothers Bit on the Side,five star,The Slightest Touch,1986.0,(2012-09-01)} {{SUSPENDED},2011.0
426375.0,50469.0,Cougar Town,whiskeytown,Don't Wanna Know Why,2000.0,Counting on You (#1.17),2009.0
427025.0,486.0,11.22.63,rudolf friml+otto a. harbach+oscar hammerstein ii+slim whitman,Indian Love Call,1990.0,The Kill Floor (#1.2),2016.0
428021.0,230058.0,Supernatural,paul rodgers+simon kirke+bad company,Bad Company (Live In Ukraine),0.0,Scarecrow (#1.11),2005.0
428023.0,686769.0,The Sweet Lady with the Nasty Voice,jonathan richman+joan jett+the blackhearts  (as joan jett+the blackhearts),Roadrunner,0.0,,2008.0
428401.0,298566.0,Top of the Pops,steve marriott+ronnie lane+small faces,Itchycoo Park,1967.0,(1976-01-08),1964.0
430798.0,36308.0,Britains Got Talent,leona lewis,Footprints in the Sand,2007.0,2012: Live Semi-Final 2 (#6.9),2007.0
430938.0,540422.0,Midnight Heat,holly knight+mike chapman+pat benatar,Love Is A Battlefield,1983.0,,2007.0
431388.0,442124.0,Following Sean,mississippi john hurt+gillian welch+david rawlings,Beulah Land,1966.0,,2005.0
431924.0,536554.0,Mean Machine,lindasy edwards+darren stokes+tin tin out,Strings For Yasmin (Reprise),1998.0,,2001.0
434370.0,191660.0,Rage,glen hansard+markÌ©ta irglovÌÁ+the frames,Falling Slowly,0.0,Rage Wild Card Special III,1987.0
434987.0,189895.0,Queer as Folk,placebo,Taste in Men,2000.0,You Can Leda Girl to Pussy (#2.17),2000.0
437279.0,404204.0,Dance Craze,dandy livingstone+the bodysnatchers,Lets Do the Rock Steady,0.0,,1981.0
437279.0,301007.0,Top of the Pops,the bodysnatchers,Let's Do Rock Steady,0.0,(1980-03-20),1964.0
438517.0,45630.0,Chuck,The Dust Brothers,Space Monkeys (Album Version),0.0,Chuck Versus Operation Awesome (#3.4),2007.0
439142.0,304223.0,Torvill & Deans Dancing on Ice,john paul young+harry vanda+george young,Love Is In The Air (Fran Mix),1997.0,(#1.7),2006.0
439142.0,257661.0,The Neighbors,john paul young,Love Is In The Air (Fran Mix),1997.0,50 Shades of Green (#1.7),2012.0
440234.0,489407.0,Jackass: The Movie,sir mix a lot,Baby Got Back (Rock Mix),0.0,,2002.0
440554.0,110289.0,Hinter Gittern - Der Frauenknast,natalie imbruglia,Torn,1997.0,Unter Mordverdacht (#3.26),1997.0
441070.0,537220.0,Meet the Fockers,steve kipner+terry shaddick+olivia newton-john,Physical (Live At The Sydney Opera House),0.0,,2004.0
441070.0,215289.0,SmapÌÑSmap,olivia newton-john+smap,Physical (Live At The Sydney Opera House),0.0,Space Battleship Yamato Special,1996.0
441070.0,301940.0,Top of the Pops,steve kipner+terry shaddick+olivia newton-john,Physical (Live At The Sydney Opera House),0.0,(1982-12-30),1964.0
441070.0,1018.0,20 to 1,olivia newton-john+steve kipner+terry shaddick,Physical (Live At The Sydney Opera House),0.0,Adults Only 20 to 1: Naughty Trends (#10.1),2005.0
441689.0,381236.0,Bye-Bye,burning spear   - fullwood+burning spear,Old Marcus Garvey,1975.0,,1995.0
443042.0,443572.0,Foul Play,Carole King / James Taylor,I FEEL THE EARTH MOVE,1971.0,,1978.0
444006.0,653708.0,The Commitments,wilson pickett+steve cropper+andrew strong+with angeline ball+maria doyle+bronagh gallagher,In The Midnight Hour,1965.0,,1991.0
444509.0,404203.0,Dance Craze,neol davies+the selecter,Missing Words,1980.0,,1981.0
444737.0,683358.0,The Secret Disco Revolution,freddie perren+kenneth st. louis+the sylvers,Boogie Fever,1990.0,,2012.0
445060.0,423495.0,Duran Duran: Greatest - The Videos,simon le bon+nick rhodes+warren cuccurullo+duran duran,Electric Barbarella (Radio Edit),1998.0,,1999.0
446978.0,217522.0,So You Think You Can Dance,alex north+hy zaret+the righteous brothers,Unchained Melody,1965.0,Top 4 Perform (#10.17),2005.0
446978.0,383785.0,Canary Brothers of Tondo,alex north+the righteous brothers,Unchained Melody,1965.0,,1992.0
448018.0,301253.0,Top of the Pops,shalamar,I Owe You One,1979.0,(1980-09-25),1964.0
448492.0,246525.0,The Good Guys,billy squier,The Stroke (Live) (24-Bit Digitally Remastered 05),2005.0,Pilot (#1.1),2010.0
450101.0,36912.0,Bron/Broen,choir of young believers,Hollow Talk,2008.0,(#1.3),2011.0
453218.0,65843.0,Deixa-me Amar,filarmÌ_nica gil,Saia indiscreta,0.0,(#1.174),2007.0
453218.0,65463.0,Deixa-me Amar,filarmÌ_nica gil,Saia indiscreta,0.0,(#1.14),2007.0
453545.0,41770.0,Canadian Idol,willie dixon+elena juatco,I Just Want to Make Love to You,1989.0,Top 8 Performances (#2.20),2003.0
453545.0,239529.0,The Blues,willie dixon+the rolling stones,I Just Want to Make Love to You,1989.0,Godfathers and Sons (#1.5),2003.0
453779.0,680085.0,The Purifiers,doves,Words,2002.0,,2004.0
454161.0,566671.0,Only the Strong Survive,jerry butler+kenny gamble+leon huff,Only the Strong Survive,1968.0,,2002.0
454965.0,470005.0,High Fidelity,tariq trotter+ahmir-khalib thompson+joshua abrhams+the roots,The Anti-Circle,0.0,,2000.0
455409.0,96714.0,Ghost Whisperer,missy higgins,Warm Whispers [XM Session],0.0,Greek Tragedy (#4.15),2005.0
455437.0,574863.0,Permanent Record,johnny mercer+henry mancini,Moon River (LP Version),0.0,,1988.0
455437.0,236260.0,The Andy Williams Show,henry mancini+johnny mercer,Moon River (LP Version),0.0,,1962.0
456047.0,299983.0,Top of the Pops,mick jackson+dave jackson+elmar krohn+the jacksons,Blame it on the Boogie,1978.0,(1978-09-28),1964.0
456154.0,281884.0,The Vampire Diaries,blue foundation,Eyes on Fire,2007.0,Well Always Have Bourbon Street (#4.8),2009.0
456567.0,104338.0,Guapas,dolores oriordan+noel hogan+the cranberries,Linger,1993.0,Chequeo anual (#1.63),2014.0
457567.0,422078.0,Drive-In,eddie rabbitt+ronnie milsap,Pure Love,1974.0,,1976.0
457774.0,676060.0,The Ninth Cloud,jimmie spheeris,I Am the Mercury,0.0,,2014.0
458983.0,565794.0,One Last Chance,bukka white,Parchman Farm Blues,1940.0,,2004.0
459552.0,428801.0,Elizabethtown,tom petty,Square One (Album Version),2006.0,,2005.0
460536.0,571866.0,Paris Is Burning,barbara mason,Another Man Is Beating My Time,1984.0,,1990.0
461139.0,91307.0,Franks Place,jimmy reed,Big Boss Man - Original,1960.0,Night Business (#1.17),1987.0
461690.0,546353.0,Moving Malcolm,jim boggia,Black & Blue,2001.0,,2003.0
461706.0,396576.0,Community Sing: Cowboy Hit Tunes,bob wills+the song spinners,New San Antonio Rose,1990.0,,1945.0
462004.0,376197.0,Breaking the Waves,ian hunter+mott the hoople,All the Way from Memphis,1973.0,,1996.0
462385.0,83854.0,Entourage,Jane's Addiction,Superhero,2003.0,The Young and the Stoned (#4.9),2004.0
462385.0,83814.0,Entourage,perry farrell+david navarro+stephen perkins+robert ezrin+aaron embry+janes addiction,Superhero,2003.0,The Sorkin Notes (#6.8),2004.0
462385.0,82972.0,Entourage,perry farrell+david navarro+stephen perkins+robert ezrin+aaron embry+janes addiction,Superhero,2003.0,Aquamom (#3.1),2004.0
462385.0,83456.0,Entourage,perry farrell+david navarro+stephen perkins+robert ezrin+aaron embry+janes addiction,Superhero,2003.0,Porn Scenes from an Italian Restaurant (#7.9),2004.0
462385.0,83511.0,Entourage,perry farrell+david navarro+stephen perkins+robert ezrin+aaron embry+janes addiction,Superhero,2003.0,Second to Last (#8.7),2004.0
462385.0,83836.0,Entourage,Jane's Addiction,Superhero,2003.0,The Sundance Kids (#2.7),2004.0
462631.0,415550.0,Dinner for Schmucks,john lennon+paul mccartney+the beatles,The Fool on the Hill,0.0,,2010.0
462731.0,561264.0,Nynne,blue foundation,02.17 AM,2004.0,,2005.0
462815.0,385569.0,Carry It On,leonard cohen,Suzanne,1967.0,,1970.0
463681.0,179408.0,Pastor Mike Online,gold city,It's Gonna Be A Good Day,2005.0,Paradigm Shift and Repentance (#1.238),2011.0
464517.0,293476.0,This Is England 86,Desmond Dekker & The Aces,Ah It Mek,1980.0,(#1.2),2010.0
465749.0,225993.0,Stars in Their Eyes,marvin gaye+barrett strong+norman whitfield+paul sansome,Wherever I Lay My Hat (That's My Home),1963.0,(#5.2),1990.0
465767.0,712638.0,Veljet,ismo alanko+sielun veljet,SÌ_kenÌ¦ivÌ_ voima,1986.0,,1991.0
467475.0,24861.0,Beavis and Butt-Head,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,1999.0,At the Movies (#2.19),1993.0
470862.0,515735.0,Les apprentis,fabrice aboulker+marc lavoigne+patrice mithois+catherine ringer,Qu'Est-Ce Que T'Es Belle,2002.0,,1995.0
470933.0,403042.0,Da Kath & Kim Code,frank maudsley+paul reynolds+ali score+michael score+a flock of seagulls,I Ran (So Far Away) (Die Krupps Remix),2004.0,,2005.0
471580.0,216299.0,So You Think You Can Dance,James Brown / The J.B.'s,Medley: Papa's Got A Brand New Bag / I Got You (I Feel Good) / I Got The Feelin',0.0,1 of 11 Voted Off (#7.7),2005.0
472367.0,723292.0,White Zombie,modest mussorgsky,Bilder einer Ausstellung / Pictures At An Exhibition 'Der Gnom,0.0,,1932.0
473741.0,188886.0,Punklandia,steve jones+glen matlock+paul cook+john lydon+the sex pistols,Pretty Vacant (Live),1991.0,Vaatteet on mun aatteet (#1.1),2008.0
474424.0,549219.0,My Baby Just Cares for Me,john philip sousa,The Stars and Stripes Forever,0.0,,1931.0
474675.0,430200.0,En Joy,jaime urrutia+eva amaral,Camino Soria (con Eva Amaral_ directo Enjoy 07),0.0,,2007.0
475038.0,185463.0,Por Toda Minha Vida,cazuza+frejat+barÌ£o vermelho,Todo o Amor Que Houver Nessa Vida,1993.0,Cazuza (#3.1),2006.0
475729.0,342848.0,Alice Cooper Trashes the World,glen buxton+michael bruce+dennis dunaway+leonard bernstein+stephen sondheim+alice cooper,Gutter Cat Vs. The Jets,1972.0,,1990.0
476277.0,424481.0,Earthly Possessions,gerd a. saraf+andy brenner+melani thornton+donald mcray+la bouche,Be My Lover,1995.0,,1999.0
477629.0,484481.0,In the Name of the Father,the jimi hendrix experience+jimi hendrix,Voodoo Child (Slight Return),1984.0,,1993.0
477629.0,573467.0,Payback,jimi hendrix,Voodoo Child (Slight Return),1984.0,,1999.0
478468.0,607821.0,Second Chance,h.f. hemy+the cathedral choir of the first presbyterian church of hollywood,Faith of Our Fathers,1993.0,,1950.0
481790.0,235970.0,The Aliens,television,Friction (Live in San Francisco 1978 / bonus track),2003.0,(#1.5),2016.0
482862.0,101486.0,Graduados,los abuelos de la nada,Ir A MÌÁs,1982.0,(#1.61),2012.0
483358.0,706427.0,U2 3D,u2   / bono+u2,Sunday Bloody Sunday,1980.0,,2007.0
483588.0,396324.0,Comme ty es belle!,keren ann+benjamin biolay,Au Coin Du Monde (Streets Go Down),2002.0,,2006.0
483982.0,160906.0,Music Nuggets,jennifer lopez,Jenny From The Block,2002.0,(2011-06-11),2010.0
485200.0,433573.0,Every Which Way But Loose,sandy pinkard+irving dain+steve dorff+sam atchley+mel tillis,Coca Cola Cowboy (Ralph Emery's Country Legends Homecoming Vol 2 album version),0.0,,1978.0
486597.0,631941.0,Strange Wilderness,joe south+deep purple+special arrangement with spark marketing entertainment+llc+emi commercial markets,Hush (Live),1977.0,,2008.0
486597.0,655237.0,The Damned United,deep purple+joe south+special arrangement with spark marketing entertainment,Hush (Live),1977.0,,2009.0
489310.0,455586.0,Good Will Hunting,jill cunniff+luscious jackson,Why Do I Lie? (Pants On Fire Mix),1997.0,,1997.0
489697.0,367552.0,Big Top Pee-wee,victor schertzinger+johnny mercer+betty hutton   with jimmy dorsey+his orchestra,Arthur Murray Taught Me Dancing In A Hurry,2008.0,,1988.0
489982.0,584805.0,Pump Up the Volume,Frank Black Francis,Wave of Mutilation (U.K. Surf),0.0,,1990.0
490430.0,560627.0,Now Is Good,maguire+cassie+harper+whittock+yorke+holmes+death in vegas,Dirge,1999.0,,2012.0
490547.0,692415.0,The Wrecking Crew!,jan berry+brian wilson+jan+dean,Surf City,1963.0,,2008.0
490988.0,691873.0,The Wolves of Kromer,norman greenbaum,Spirit in the Sky,1969.0,,1998.0
491475.0,598601.0,Romy and Micheles High School Reunion,thomas dolby+joseph kerr,She Blinded Me With Science (US Mix),2007.0,,1997.0
493820.0,328752.0,22nd Annual Trumpet Awards,smokie norful,I Need You Now,2003.0,,2014.0
494882.0,90786.0,Formula 1: BBC Sport,robert clivillÌ©s+freedom williams+c.c. music factory,Gonna Make You Sweat (Everybody Dance Now),0.0,The Malaysian Grand Prix (#2.8),2009.0
495068.0,597841.0,Roger Dean: Views,uriah heep,The Wizard,1972.0,,2001.0
495987.0,63828.0,Degrassi: The Next Generation,isak klasson+speedmarket avenue,Way Better Now,2008.0,Heat of the Moment (#8.12),2001.0
496369.0,10948.0,American Horror Story,guitar welch,Bad Luck Blues,1991.0,Blood Bath (#4.8),2011.0
496894.0,136757.0,LaÌ¤os de FamÌ_lia,caetano veloso+os mutantes,Baby,1968.0,(#1.1),2000.0
497486.0,321728.0,X Factor,xavier naidoo+michael herberger+edita abdieski,Wo willst du hin?,2002.0,8. Live Show (#1.14),2010.0
498644.0,132527.0,La chanson de lannÌ©e,marc lavoine .,Toi mon amour,2005.0,La chanson de lannÌ©e pour ELA (#1.6),2004.0
499281.0,354876.0,AtÌ© que a Sorte nos Separe,dennis matkosky+michael sembello,Maniac,1983.0,,2012.0
499281.0,171951.0,One Hit Wonderland,dennis matkosky+michael sembello,Maniac,1983.0,St. Elmos Fire (Man in Motion) by John Parr (#4.3),2012.0
499281.0,440951.0,Flashdance,michael sembello+dennis matkosky,Maniac,1983.0,,1983.0
499344.0,636802.0,Sweet and Lowdown,duke ellington+juan tizol+irving mills+bunny berigan+his orchestra,Caravan,1997.0,,1999.0
499451.0,150000.0,Match of the Day: Euro 2016,the white stripes,Seven Nation Army (Live),2010.0,Northern Ireland vs. Germany (#1.32),2016.0
499545.0,388741.0,Charlie Wilsons War,george funky brown+robert kool bell+kool+the gang,LADIES NIGHT,1988.0,,2007.0
499851.0,685986.0,The Stone Roses Live: Blackpool Empress Ballroom,the stone roses,Elephant Stone,1988.0,,1991.0
499874.0,301139.0,Top of the Pops,cockney rejects,I'm Forever Blowing Bubbles,1997.0,(1980-05-22),1964.0
501496.0,379431.0,Buffalo 66,vincent gallo,Sixteen Seconds Happy,1998.0,,1998.0
502273.0,135756.0,Late Show with David Letterman,burt bacharach+the cbs orchestra,What the World Needs Now Is Love,1967.0,(#19.4),1993.0
502396.0,161173.0,Music for Misfits: The Story of Indie,bobby gillespie+andrew innes+robert young+primal scream,Higher Than the Sun,1991.0,Into the Mainstream (#1.3),2015.0
503787.0,207477.0,Shameless,florence welch+matt alchin+florence+the machine,Kiss With A Fist,2009.0,(#7.14),2004.0
504544.0,127813.0,Keen Eddie,simon le bon+nick rhodes+andy taylor+john taylor+roger taylor+duran duran,The Wild Boys (Wilder Than Wild Boys Extended Mix),2003.0,Citizen Cecil (#1.10),2003.0
505040.0,457950.0,Grand Theft Auto: Vice City,electric light orchestra+jeff lynne+arrangement with sony music licensing,Four Little Diamonds,1983.0,,2002.0
505396.0,485827.0,Interview,j. chavez+t. graham,The Facts Of Love,1994.0,,2007.0
506022.0,301059.0,Top of the Pops,phil lynott,Dear Miss Lonely Hearts,1980.0,(1980-04-17),1964.0
506516.0,221005.0,Speed Grapher,duran duran,Girls On Film (BBC Radio 1 Peter Powell Session (Recorded 19th June 1981_ Transmitted 11th August 1981)),1981.0,Okanekudasai (#1.22),2005.0
506516.0,221007.0,Speed Grapher,duran duran,Girls On Film (BBC Radio 1 Peter Powell Session (Recorded 19th June 1981_ Transmitted 11th August 1981)),1981.0,Ryakudatsu shojo (#1.4),2005.0
506517.0,188748.0,Psych,michael score+paul reynolds+frank maudsley+ali score+a flock of seagulls,Space Age Love Song (Major Tom Remix),0.0,Talk Derby to Me (#3.7),2006.0
507638.0,733297.0,åÁA por ellos...! que son pocos y cobardes,sabino mÌ©ndez+loquillo y trogloditas,Ritmo De Garaje (Live),0.0,,1989.0
508205.0,394970.0,Coffee Therapy,j. palmer+s. williams+the firecracker jazz band,I've Found A New Baby,0.0,,2006.0
508214.0,702333.0,Tre uomini e una gamba,roberto vecchioni,Luci a San Siro,1979.0,,1997.0
508863.0,165681.0,Nearly Famous,mumm-ra,She's Got You High,2007.0,(#1.2),2007.0
509771.0,25961.0,Being Human,hawksley workman,You Dont Just Want To Break Me (You Want To Tear Me Apart),0.0,Wouldnt It Be Nice (If We Were Human) (#1.4),2011.0
510593.0,482096.0,If I Stay,Barry Wordsworth_ London Symphony Orchestra (LSO)_ Camille Saint-SaÌÇns,The Swan from The Carnival of the Animals,0.0,,2014.0
511258.0,4548.0,90210,the pigeon detectives,I'm Not Sorry (Live at Radio 1 One Big Weekend),2006.0,A Thousand Words (#4.9),2008.0
513132.0,299557.0,Top of the Pops,the adverts,No Time to be 21,1978.0,(1978-02-02),1964.0
513464.0,140543.0,Live from Studio Five,lady gaga+redone,Bad Romance,2009.0,(#1.93),2009.0
513464.0,594161.0,Ricki and the Flash,lady gaga+redone,Bad Romance,2009.0,,2015.0
514312.0,419365.0,Donna Summer: A Hot Summer Night,jon anderson+vangelis+donna summer+mimi sommer,State of Independence,0.0,,1983.0
517764.0,295277.0,Tiny Toon Adventures,richard wagner,Wagner: Der fliegende Hollander (The Flying Dutchman): Wirst du des Vaters Wah lnicht schelten? - Dutchman_ Senta,0.0,Strange Tales of Weird Science (#1.38),1990.0
518277.0,1478.0,20 to 1,adam ant+marco pirroni,Goody Two Shoes,1982.0,Hollywood Twists (#10.6),2005.0
519164.0,426363.0,El Lobo,ritchie blackmore+ian gillan+roger glover+jon lord+ian paice+deep purple,Highway Star (1997 Remix),1997.0,,2004.0
519390.0,35948.0,Britains Got More Talent,cathy dennis+s. club juniors,One Step Closer,2002.0,(#9.3),2007.0
522472.0,34013.0,Bones,the crystal method,Bones Theme (DJ Corporate Remix),2008.0,The Bikini in the Soup (#6.14),2005.0
524188.0,460078.0,Guitar Hero,robert johnson,Cross Road Blues,0.0,,2005.0
525791.0,90524.0,Forever,richard adler+jerry ross+tony bennett,Rags To Riches,1953.0,Diamonds Are Forever (#1.13),2014.0
529200.0,634323.0,Summerslam,seether,Remedy,2005.0,,2005.0
530203.0,191446.0,Rage,phil jamieson+pat davern+grinspoon,Hard Act to Follow,2004.0,Grinspoon Guest Program Rage II,1987.0
531437.0,113471.0,House M.D.,toni braxton,You Mean the World to Me,1993.0,Small Sacrifices (#7.8),2004.0
532005.0,142074.0,Lost,otis redding,These Arms Of Mine [Live Europe Version],1967.0,S.O.S. (#2.19),2004.0
533786.0,395285.0,ColecciÌ_n privada - Tour Minage,mogol+lucio battisti+mÌ_nica naranjo,Perra enamorada,2000.0,,2005.0
533897.0,216587.0,So You Think You Can Dance,Lady GaGa / Kardinal Offishall,Just Dance,2008.0,Results Show: Two Dancers Eliminated (#4.21),2005.0
536048.0,311158.0,Velo de novia,Juanes / Nelly Furtado,FotografÌ_a,0.0,Velo de novia (#1.1),2003.0
536698.0,97671.0,Glastonbury 2009,jarvis cocker,Youre In My Eyes (Disco Song),0.0,,2009.0
