,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
1660304,1660304,1660304,548704,404424,The Last Wall of the Castle,Jefferson Airplane,1967,Dance of Love,1974.0,,Last Wall of the Castle,jefferson airplane
1660616,1660616,1660616,548813,510796,Summer On The West Hill,Kings Of Convenience,2001,Lammbock,2001.0,,Summer On The West Hill,kings of convenience
1662055,1662055,1662055,549057,172133,Summertime,Ray Barretto,1962,One Hit Wonderland,2012.0,Who Let the Dogs Out (#2.11),Summertime,martin bushell+nicky alan cook+tony momrelle+aaron carter+baha men
1662784,1662784,1662784,549333,110964,Old Time Religion,Woody Guthrie,2001,Histeria!,1998.0,The Terrible Tudors (#1.16),Gimme That Old Time Religion,
1663405,1663405,1663405,549498,462219,Batman Theme,Neal Hefti,1966,Half Baked,1998.0,,Batman Theme,neal hefti
1664916,1664916,1664916,549981,393897,Breathe,Paul Avgerinos,2006,Clockstoppers,2002.0,,Breathe,chad kroeger+mike kroeger+ryan peake+nickelback
1666071,1666071,1666071,550116,38049,Behind Blue Eyes,The Who / Al Kooper,1971,Buffy the Vampire Slayer,1997.0,Where the Wild Things Are (#4.18),Behind Blue Eyes,pete townshend+anthony head
1668684,1668684,1668684,550864,636020,Ring Of Fire,June Carter Cash,2008,Suture,1993.0,,Ring of Fire,merle kilgore+june carter cash+johnny cash
1668759,1668759,1668759,550864,716839,Ring Of Fire,June Carter Cash,2008,Walk the Line,2005.0,,Ring of Fire,june carter cash+merle kilgore+joaquin phoenix+reese witherspoon
1670919,1670919,1670919,551568,548836,Partita,John Mayer / Joe Harriott,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
1671124,1671124,1671124,551613,341139,Drawing in the Dark,YACHT,2007,Aggressive Inline,2002.0,,Crawling in the Dark,
1672182,1672182,1672182,551862,401399,Parlez-Vous Francais,Theoretical Girls,2002,Cruise Control,2001.0,,Parlez-vous Francais,kevin timson
1675929,1675929,1675929,552673,118093,Say Goodbye,David Tao,0,Idols!,2002.0,Workshop #1 (#3.7),Ill Say Goodbye,tjeerd oosterhuis+trijntje oosterhuis+royena bendt
1677188,1677188,1677188,552900,21681,Not What I Want,Yves Klein Blue,2008,Ballers,2015.0,Machete Charge (#1.5),Know What I Want,kali uchis
1677823,1677823,1677823,553077,173897,Belief,Neurosis,1999,One Tree Hill,2003.0,The Places You Have Come to Fear the Most (#1.2),Belief,gavin degraw
1678203,1678203,1678203,553280,612338,Forlorn,Weather Report,1980,Sherdil,1999.0,,Forlorn,kwame boaten+carl ljungstrand+kwame
1678660,1678660,1678660,553331,607175,Baby I Dont Care,Buddy Holly & The Crickets,0,Scream,1996.0,,I Dont Care,dillon dixon+marco beltrami+steve carnelli
1679209,1679209,1679209,553733,335178,Santa Lucia,Ulan Bator,2000,A Pizza Tweety-Pie,1958.0,,Santa Lucia,teodoro cottrau+tweety
1679213,1679213,1679213,553733,468844,Santa Lucia,Ulan Bator,2000,Here Comes the Band,1935.0,,Santa Lucia,
1679832,1679832,1679832,553868,657403,Funk #49,The James Gang,1970,The Dukes of Hazzard,2005.0,,Funk #49,jim fox+dale peters+joe walsh+james gang
1679850,1679850,1679850,553917,341139,Crawling In The Dark,Hoobastank,2001,Aggressive Inline,2002.0,,Crawling in the Dark,
1682002,1682002,1682002,555204,492251,Hot Shot,X-Wife,2006,Jimmy Cliff: Hot Shot,1985.0,,Hot Shot,jimmy cliff
1686265,1686265,1686265,556260,322442,Let It Snow!,The Trekky Yuletide Orchestra,0,You Bet Your Life,1950.0,(#5.35),Let It Snow! Let It Snow! Let It Snow!,jule styne+television orchestra conducted by jack brunker meakin
1686287,1686287,1686287,556260,463163,Let It Snow!,The Trekky Yuletide Orchestra,0,Hanging Up,2000.0,,Let It Snow  Let It Snow  Let It Snow,jule styne+dean martin
1686329,1686329,1686329,556260,676791,Let It Snow!,The Trekky Yuletide Orchestra,0,The Oranges,2011.0,,Let it Snow! Let it Snow! Let it Snow!,sammy cahn+jule styne+dean martin
1686527,1686527,1686527,556417,307326,Superstition,Stevie Wonder,1972,Turn Back Time: The Family,2012.0,The 1970s (#1.5),Superstition,stevie wonder
1686529,1686529,1686529,556417,478430,Superstition,Stevie Wonder,1972,I Am Legend,2007.0,,Superstition,stevie wonder
1686531,1686531,1686531,556417,481174,Superstition,Stevie Wonder,1972,I  Robot,2004.0,,Superstition,stevie wonder
1687439,1687439,1687439,556745,239905,Falling Into You,The Glorious Unseen,2009,The Bold and the Beautiful,1987.0,(#1.5132),Fading Into You,constantine maroulis
1687812,1687812,1687812,556823,726769,Faith To Arise,Terry Reid,1995,Wonderland,2003.0,,Faith to Arise,terry reid
1688255,1688255,1688255,556923,313631,Hey Joe!,Frankie Laine,1956,Vinyl,2016.0,Rock and Roll Queen (#1.9),Hey Joe,patti smith
1688267,1688267,1688267,556923,544172,Hey Joe!,Frankie Laine,1956,Monogamy,2010.0,,Hey Jo,dana adam shapiro+lindsay marcus   (as bummer+lazarus)
1688282,1688282,1688282,557006,4675,Gimme A Chance,Plain White T's,2006,90210,2008.0,Between a Sign and a Hard Place (#1.20),Gimme A Chance,plain white ts
1690718,1690718,1690718,557279,74036,We Did It!,Dora The Explorer,0,Dora the Explorer,2000.0,Boots Banana Wish (#5.19),We Did It,harrison chad+kathleen herles
1690719,1690719,1690719,557279,74206,We Did It!,Dora The Explorer,0,Dora the Explorer,2000.0,Dora in Troll Land (#6.9),We Did It,harrison chad+kathleen herles
1690720,1690720,1690720,557279,74478,We Did It!,Dora The Explorer,0,Dora the Explorer,2000.0,Lost Map (#2.8),We Did It,harrison chad+kathleen herles
1692236,1692236,1692236,558346,478487,Woman,Mick Ronson,1975,I Am Suzanne!,1933.0,,Wooden Woman,friedrich hollaender
1692250,1692250,1692250,558368,107140,Hawaii 5-0,The Swamp Coolers,2005,Hawaii Five-0,2010.0,Ike Maka (#2.9),Hawaii 5-0 Theme,morton stevens+brian tyler
1692251,1692251,1692251,558368,107287,Hawaii 5-0,The Swamp Coolers,2005,Hawaii Five-0,2010.0,Nalowale (#1.5),Hawaii 5-0 Theme,morton stevens+brian tyler
1692524,1692524,1692524,558489,437240,If,Floyd Cramer,1996,Fat City,1972.0,,If,david gates+bread
1692921,1692921,1692921,558522,374483,Juan's Theme,Eumir Deodato,2000,Bossa Nova,2000.0,,Juans Theme,eumir deodato
1693800,1693800,1693800,558797,7510,Jingle Bells,Ray Conniff,1985,According to Jim,2001.0,Stalking Santa (#4.10),Jingle Bells,
1693801,1693801,1693801,558797,14227,Jingle Bells,Ray Conniff,1985,Animaniacs,1993.0,Hooray for North Hollywood: Part 2 (#5.6),Jingle Bells,james pierpont
1693802,1693802,1693802,558797,24585,Jingle Bells,Ray Conniff,1985,Baywatch,1989.0,Silent Night  Baywatch Night: Part 2 (#5.12),Jingle Bells,james pierpont
1693803,1693803,1693803,558797,45708,Jingle Bells,Ray Conniff,1985,Chuck,2007.0,Chuck Versus the Crown Vic (#1.11),Jingle Bells,james pierpont
1693805,1693805,1693805,558797,85490,Jingle Bells,Ray Conniff,1985,Everybody Loves Raymond,1996.0,Christmas Present (#5.11),Jingle Bells,james pierpont
1693806,1693806,1693806,558797,86000,Jingle Bells,Ray Conniff,1985,Everybody Loves Raymond,1996.0,The Thought That Counts (#7.11),Jingle Bells,dieter reith+james pierpont
1693811,1693811,1693811,558797,147660,Jingle Bells,Ray Conniff,1985,Make Room for Daddy,1953.0,Christmas and Clowns (#4.13),Jingle Bells,james pierpont+danny thomas+sherry jackson+rusty hamer
1693813,1693813,1693813,558797,168577,Jingle Bells,Ray Conniff,1985,Northern Exposure,1990.0,Seoul Mates (#3.10),Jingle Bell Rock,joe beal+jim boothe
1693818,1693818,1693818,558797,271573,Jingle Bells,Ray Conniff,1985,The Tennessee Ernie Ford Show,1956.0,Howard McNear (#4.9),Jingle Bells,james pierpont+tennessee ernie ford+the top twenty
1693821,1693821,1693821,558797,318168,Jingle Bells,Ray Conniff,1985,Wheel of Fortune,1983.0,Happy Holidays 5 (#27.75),Jingle Bells,james pierpont
1693836,1693836,1693836,558797,592097,Jingle Bells,Ray Conniff,1985,Remember the Night,1940.0,,Jingle Bells,james pierpont
1693839,1693839,1693839,558797,627784,Jingle Bells,Ray Conniff,1985,Stalag 17,1953.0,,Jingle Bells,james pierpont
1693843,1693843,1693843,558797,671208,Jingle Bells,Ray Conniff,1985,The Long Kiss Goodnight,1996.0,,Jingle Bells,james pierpont+jingle dogs
1694780,1694780,1694780,559161,548836,Greatest Moment Of My Life,Joe Barry,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
1696898,1696898,1696898,559400,416895,Little Bird,Hanna Marsh,2006,Divine Secrets of the Ya-Ya Sisterhood,2002.0,,Little Birdy,ween
1696936,1696936,1696936,559529,539868,Girlfriend,Rhianna,0,Michael Jacksons Journey from Motown to Off the Wall,2016.0,,Girlfriend,paul mccartney+michael jackson
1696941,1696941,1696941,559652,259810,Sunshine,Fantasia,0,The Partridge Family,1970.0,Morning Becomes Electric (#4.20),Sunshine,wes farrell+bobby hart+danny janssen
1696943,1696943,1696943,559652,324658,Sunshine,Fantasia,0,iCarly,2007.0,iGoodbye (#6.13),Sunshine,michele vice-maslin+tori hogan
1701044,1701044,1701044,560938,534169,Could You Be Loved,Bob Marley & The Wailers,1995,Marley,2012.0,,Could You Be Loved,bob marley+the wailers
1701205,1701205,1701205,561206,232233,Shorts,Madd Anju,0,Tamori kurabu,1982.0,Rocket Stove,Short Shorts,the royal teens
1701206,1701206,1701206,561206,491542,Shorts,Madd Anju,0,Jersey Boys,2014.0,,Short Shorts,bill crandall+thomas austin+bob gaudio+bill dalton+the royal teens
1701457,1701457,1701457,561810,24351,Main Title,Zbigniew Preisner,1993,Battlestar Galactica,2004.0,A Measure of Salvation (#3.7),Main Title Theme,richard gibbs
1701470,1701470,1701470,561810,93481,Main Title,Zbigniew Preisner,1993,Fringe,2008.0,What Lies Below (#2.13),Main Title Theme,j.j. abrams
1701472,1701472,1701472,561810,94669,Main Title,Zbigniew Preisner,1993,Game of Thrones,2011.0,The North Remembers (#2.1),Main Title,ramin djawadi
1701473,1701473,1701473,561810,94676,Main Title,Zbigniew Preisner,1993,Game of Thrones,2011.0,The Prince of Winterfell (#2.8),Main Title,ramin djawadi
1701477,1701477,1701477,561810,113678,Main Title,Zbigniew Preisner,1993,House of Anubis,2011.0,House of Pretenders/House of Trouble (#2.42),Main Title Theme,rob cairns+tony morales
1701478,1701478,1701478,561810,113725,Main Title,Zbigniew Preisner,1993,House of Anubis,2011.0,House of Stars (#1.48),Main Title Theme,rob cairns+tony morales
1701485,1701485,1701485,561810,142014,Main Title,Zbigniew Preisner,1993,Lost,2004.0,Left Behind (#3.15),Main Title,j.j. abrams
1701486,1701486,1701486,561810,142050,Main Title,Zbigniew Preisner,1993,Lost,2004.0,Numbers (#1.18),Main Title,j.j. abrams
1701500,1701500,1701500,561810,225129,Main Title,Zbigniew Preisner,1993,Stargate SG-1,1997.0,Ascension (#5.3),Main Title,joel goldsmith+david arnold
1701501,1701501,1701501,561810,225340,Main Title,Zbigniew Preisner,1993,Stargate SG-1,1997.0,One False Step (#2.19),Main Title,joel goldsmith+david arnold
1701505,1701505,1701505,561810,225605,Main Title,Zbigniew Preisner,1993,Stargate: Atlantis,2004.0,The Hive (#2.11),Main Title,joel goldsmith
1701512,1701512,1701512,561810,250489,Main Title,Zbigniew Preisner,1993,The Killing,2011.0,72 Hours (#2.10),Main Title Theme,richard file+wendy fowler+we fell to earth
1701513,1701513,1701513,561810,250534,Main Title,Zbigniew Preisner,1993,The Killing,2011.0,Openings (#2.6),Main Title Theme,richard file+wendy fowler+we fell to earth
1701515,1701515,1701515,561810,280777,Main Title,Zbigniew Preisner,1993,The Unusuals,2009.0,Boorland Day (#1.2),Main Title Theme,noah hawley
1701527,1701527,1701527,561810,535305,Main Title,Zbigniew Preisner,1993,Matinee,1993.0,,Main Title,
1704820,1704820,1704820,562423,661095,Kingdom Come,Kirk Franklin_ Jill Scott,0,The Gallopin Gaucho,1928.0,,Kingdom Coming,
1705089,1705089,1705089,562652,447572,I'm In the Mood for Love,Julie London,1955,Funny People,2009.0,,Im in the Mood for Love,jimmy mchugh+dorothy fields+the king cole trio
1705927,1705927,1705927,563162,97679,White Sky,Vampire Weekend,2010,Glastonbury 2010,2010.0,,White Sky,vampire weekend
1706908,1706908,1706908,563210,136327,Folsom Prison Blues,The John Evans Band,0,Later... With Jools Holland,1992.0,(#3.7),Folsom Prison Blues,johnny cash+gordon jenkins
1707180,1707180,1707180,563210,629036,Folsom Prison Blues,The John Evans Band,0,Starsky & Hutch,2004.0,,Folsom Prison Blues,johnny cash+arrangement with celebrity licensing
1707326,1707326,1707326,563260,572024,Music,New Fast Automatic Daffodils,1993,Parsifal,1951.0,,Music,the gran sinfÌ_nica del teatro del liceo
1707337,1707337,1707337,563260,680671,Music,New Fast Automatic Daffodils,1993,The Raven,1935.0,,Music,
1708184,1708184,1708184,563330,520212,As Long As I Live,Shannon McNally,2003,Little Miss Roughneck,1938.0,,As Long as I Love,ben oakland+milton drake+edith fellows
1708328,1708328,1708328,563378,165921,Blue Christmas,Leon Redbone,1987,Never Mind the Buzzcocks,1996.0,Merry Mind the Buzzcocks (#2.8),White Christmas,irving berlin+bing crosby
1708344,1708344,1708344,563378,311109,Blue Christmas,Leon Redbone,1987,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes+jay johnson+elvis presley
1708350,1708350,1708350,563378,336568,Blue Christmas,Leon Redbone,1987,A Very Harold & Kumar 3D Christmas,2011.0,,White Christmas,irving berlin+bing crosby
1708359,1708359,1708359,563378,443622,Blue Christmas,Leon Redbone,1987,Four Christmases,2008.0,,White Christmas,irving berlin+bing crosby
1708370,1708370,1708370,563378,526631,Blue Christmas,Leon Redbone,1987,Lucky Numbers,2000.0,,White Christmas,irving berlin+fats domino
1709644,1709644,1709644,564017,339634,Pra Dizer Adeus,Tamba Trio,0,AcÌ¼stico MTV: TitÌ£s,1997.0,,Pra Dizer Adeus,tony bellotto+nando reis+titÌ£s
1711801,1711801,1711801,564621,157565,Eye of the Tiger,The Rural Alberta Advantage,0,Modern Family,2009.0,Hawaii (#1.23),Eye Of The Tiger,frankie sullivan+jim peterik
1711825,1711825,1711825,564621,214253,Eye of the Tiger,The Rural Alberta Advantage,0,Skins,2007.0,Cook (#3.2),Eye of the Tiger,frankie sullivan+jim peterik+survivor
1711897,1711897,1711897,564621,285809,Eye of the Tiger,The Rural Alberta Advantage,0,The X Factor Philippines,2012.0,Top 7 Performance Night (#1.23),Eye of the Tiger,frankie sullivan+jim peterik
1711904,1711904,1711904,564621,308611,Eye of the Tiger,The Rural Alberta Advantage,0,Ugly Betty,2006.0,Secretaries Day (#1.21),Eye of the Tiger,frankie sullivan+jim peterik+survivor
1711976,1711976,1711976,564621,417472,Eye of the Tiger,The Rural Alberta Advantage,0,Doctor Dolittle,1998.0,,Eye of the Tiger,jim peterik+frankie sullivan
1714493,1714493,1714493,565479,166978,A Perfect Way,Doomtree,0,Nip/Tuck,2003.0,Abby Mays (#3.11),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
1714494,1714494,1714494,565479,166984,A Perfect Way,Doomtree,0,Nip/Tuck,2003.0,Adelle Coffin (#1.10),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
1714495,1714495,1714495,565479,167039,A Perfect Way,Doomtree,0,Nip/Tuck,2003.0,Carly Summers (#5.1),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
1714496,1714496,1714496,565479,167288,A Perfect Way,Doomtree,0,Nip/Tuck,2003.0,Willow Banks (#6.12),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
1714818,1714818,1714818,565528,227579,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,A Wreath of Roses (#2.35),Introduction from ,nikolai rimsky-korsakov
1714819,1714819,1714819,565528,227663,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,Goodbye Piccadilly (#9.12),Introduction from ,nikolai rimsky-korsakov
1714820,1714820,1714820,565528,227665,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,Greed (#5.39),Introduction from ,nikolai rimsky-korsakov
1714821,1714821,1714821,565528,227688,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,Johnny August (#8.18),Introduction from ,nikolai rimsky-korsakov
1714822,1714822,1714822,565528,227723,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,Mark of Cain (#5.19),Introduction from ,nikolai rimsky-korsakov
1714823,1714823,1714823,565528,227756,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,None But My Foe (#3.25),Introduction from ,nikolai rimsky-korsakov
1714824,1714824,1714824,565528,227774,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,Presence of the Enemy (#10.19),Introduction from ,nikolai rimsky-korsakov
1714825,1714825,1714825,565528,227799,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,Side Street (#6.24),Introduction from ,nikolai rimsky-korsakov
1714826,1714826,1714826,565528,227832,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,The Brotherhood of the Bell (#10.14),Introduction from ,nikolai rimsky-korsakov
1714827,1714827,1714827,565528,227838,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,The Dangerous Years (#4.11),Introduction from ,nikolai rimsky-korsakov
1714828,1714828,1714828,565528,227972,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,The Shadow of a Man (#3.14),Introduction from ,nikolai rimsky-korsakov
1714829,1714829,1714829,565528,227985,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,The Storm (#1.1),Introduction from ,nikolai rimsky-korsakov
1714830,1714830,1714830,565528,228012,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,The Wings of the Dove (#4.26),Introduction from ,nikolai rimsky-korsakov
1714831,1714831,1714831,565528,228028,Introduction,Miles Davis & Thelonious Monk,0,Studio One,1948.0,Treasure Island (#4.34),Introduction from ,nikolai rimsky-korsakov
1717021,1717021,1717021,565980,607334,The Atheist Christmas Carol,Vienna Teng,2004,Scrooge,1970.0,,A Christmas Carol,leslie bricusse+choir
1718487,1718487,1718487,566348,349705,Nothing,Elise Estrada,0,Angel Number 9,1974.0,,Nothing From Nothing,billy preston+bruce fisher
1718496,1718496,1718496,566357,116997,Electrical Storm,Studio Sound Group,0,Idol,2002.0,(#2.23),Electrical Storm,bono+the edge+adam clayton+larry mullen jr.+mariusz totoszko
1718634,1718634,1718634,566405,412880,Treasures,Martin Grech,2007,Devils Due,2014.0,,Five Treasures,christopher lewis+gaynor oflynn+sachidanand rauniyar
1719886,1719886,1719886,566825,217726,King Of Pain,The Police,1983,So You Think You Can Dance,2005.0,Top 8 (#1.9),King of Pain,sting+the police
1720939,1720939,1720939,566911,276033,You Never Know,Reason,0,The Tonight Show Starring Johnny Carson,1962.0,(1980-08-25),Youll Never Know,bernadette peters
1721113,1721113,1721113,566911,487800,You Never Know,Reason,0,It Runs in the Family,2003.0,,Youll Never Know,mack gordon+harry warren+diana krall
1721330,1721330,1721330,567082,331789,Aragon (2005 Digital Remaster),Brian Eno,1978,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
1721621,1721621,1721621,567162,377463,In Dulci Jubilo,Mike Oldfield,1975,Britains Favourite Christmas Songs,2011.0,,In Dulce Jubilo,mike oldfield
1721651,1721651,1721651,567224,506571,Cry,System F,2000,La MaratÌ_ 2010,2010.0,,Cry Cry,oceana mahlmann
1724546,1724546,1724546,568199,657713,Little Fishes,Vince Guaraldi / Bola Sete,0,The Edsel Show,1957.0,,Three Little Fishes,saxie dowell+lucy bender sokole+frank sinatra+rosemary clooney
1726274,1726274,1726274,568755,111005,A Life On The Ocean Wave,The Band of HM Royal Marines,0,Histeria!,1998.0,The U.S. Civil War: Part 2 (#1.8),A Life on the Ocean Wave,henry russell
1727996,1727996,1727996,569113,86786,The Way You Look Tonight,Joey McIntyre,0,Fallen Angels,1993.0,The Professional Man (#2.2),The Way You Look Tonight,jerome kern+dorothy fields+fred astaire
1728377,1728377,1728377,569113,555614,The Way You Look Tonight,Joey McIntyre,0,New York  I Love You,2008.0,,The Way You Look Tonight,jerome kern+the michael rose orchestra
1731878,1731878,1731878,570068,339550,Sgt. Pepper's Lonely Hearts Club Band,Orlando Pops Orchestra,0,AcÌ¼stico MTV: CÌÁssia Eller,2001.0,,Sgt. Peppers Lonely Hearts Club Band,john lennon+paul mccartney+cÌÁssia eller
1733250,1733250,1733250,570216,656536,Apex,The Black Dahlia Murder,2003,The Dirties,2013.0,,Apex,adamski
1733253,1733253,1733253,570218,104280,Imagination,Bethany Dillon,2005,Growing Up Creepie,2006.0,Creepies Living Doll/Operation Monarch Liberation (#1.10),My Imagination,samantha lombardi
1733254,1733254,1733254,570218,353296,Imagination,Bethany Dillon,2005,Art School Confidential,2006.0,,Pure Imagination,anthony newley+leslie bricusse+monty alexander
1733728,1733728,1733728,570349,628351,Engage,X-Cabs (Chris Cowie),1998,Star Trek: Nemesis,2002.0,,Engage,jerry goldsmith
1735938,1735938,1735938,570567,462088,Duke of Earl,Tommy McCook,0,Hairspray,1988.0,,Duke of Earl,earl edwards+gene chandler+bernice williams
1736202,1736202,1736202,570972,355957,The Four Seasons - Spring - Allegro,Antonio Vivaldi,1989,Away We Go,2009.0,,The Four Seasons Spring Violin Concerto in E. Allegro,antonio vivaldi+royal philharmonic orchestra
1738444,1738444,1738444,571528,720718,It's Been So Long,Z. Z. Hill,1983,What Matters Most,2001.0,,Its Been Too Long,jill miles
1738819,1738819,1738819,571724,366345,Louisiana Lady,New Riders of The Purple Sage,1971,Beyond Tomorrow,1940.0,,Louisiana Lady,frank tours+richard carlson
1738940,1738940,1738940,571782,174007,Sirius,The Alan Parsons Project,1982,One Tree Hill,2003.0,The Worst Day Since Yesterday (#3.8),Sirius,eric woolfson+alan parsons+the alan parsons project
1738966,1738966,1738966,571889,178970,Sweet Jane,Lou Reed,1977,Party of Five,1994.0,Spring Breaks: Part 2 (#2.22),Sweet Mary Jane,frofbit blue
1739086,1739086,1739086,572119,202023,Merry Christmas Everyone,Shakin' Stevens,1985,Saturday Night Live,1975.0,Helen Hunt/Hanson (#23.9),Merry Christmas Baby,hanson
1739215,1739215,1739215,572185,496206,Know Which Way The Wind Blows,The Postmarks,2007,Just for Fun,1963.0,,Which Way The Wind Blows,louise cordet
1739989,1739989,1739989,572590,194570,Jumpin' Jive,Cab Calloway And His Orchestra,1999,Ren & Stimpy Adult Party Cartoon,2003.0,Fire Dogs 2: Part 1 (#1.3),Jump n Jive,roger-roger
1742568,1742568,1742568,573535,633170,Lo que tu me das,Massey,0,Sub terra,2003.0,,Lo que tÌ¼ me das,julieta venegas+anita tijoux
1742784,1742784,1742784,573822,376034,Tour De France,The Synthesizer,0,Breakin,1984.0,,Tour de France,kraftwerk+arrangement with warner special products+emi
1744845,1744845,1744845,574080,282809,Love Life,Warren Hill,2000,The Voice of Firestone,1949.0,(#7.41),I Love Life,mana-zucca+robert merrill
1745651,1745651,1745651,574139,165921,White Christmas,Patti Labelle & The Bluebelles,1999,Never Mind the Buzzcocks,1996.0,Merry Mind the Buzzcocks (#2.8),White Christmas,irving berlin+bing crosby
1745656,1745656,1745656,574139,311109,White Christmas,Patti Labelle & The Bluebelles,1999,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes+jay johnson+elvis presley
1745663,1745663,1745663,574139,336568,White Christmas,Patti Labelle & The Bluebelles,1999,A Very Harold & Kumar 3D Christmas,2011.0,,White Christmas,irving berlin+bing crosby
1745674,1745674,1745674,574139,443622,White Christmas,Patti Labelle & The Bluebelles,1999,Four Christmases,2008.0,,White Christmas,irving berlin+bing crosby
1745680,1745680,1745680,574139,526631,White Christmas,Patti Labelle & The Bluebelles,1999,Lucky Numbers,2000.0,,White Christmas,irving berlin+fats domino
1745890,1745890,1745890,574342,173644,Mother Dear,Tindersticks,2008,One Tree Hill,2003.0,Some Roads Lead Nowhere (#7.12),Mother,jack savoretti
1745900,1745900,1745900,574342,419510,Mother Dear,Tindersticks,2008,Doonesbury: A Broadway Musical,1983.0,,Mother,g.b. trudeau+elizabeth swados+kate burton+barbara andres
1746804,1746804,1746804,574535,419425,Outro - Star Spangled Banner,Jimi Hendrix,0,Donnie Darko,2001.0,,The Star Spangled Banner,john stafford smith
1747359,1747359,1747359,575017,233844,Starlight,Andy Prinz,0,Teen Wolf,2011.0,Perishable (#4.9),Starlight,kenshin
1749055,1749055,1749055,575635,331789,Why (Am I Treated So Bad),Julie Driscoll_ Brian Auger & The Trinity,1967,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
1749265,1749265,1749265,575635,608627,Why (Am I Treated So Bad),Julie Driscoll_ Brian Auger & The Trinity,1967,Selma,2014.0,,Why (Am I Treated So Bad),roebuck pops staples+the staple singers+arrangement with sony music licensing
1749959,1749959,1749959,575669,661745,The Girl Can't Help It,Little Richard,1956,The Girl Cant Help It,1956.0,,The Girl Cant Help It,little richard
1750680,1750680,1750680,576272,277779,It's The Most Wonderful Time Of The Year,Val Doonican,0,The Tonight Show with Jay Leno,1992.0,(#19.53),Its the Most Wonderful Time of the Year,eddie pola+george wyle+andy williams
1750834,1750834,1750834,576272,492376,It's The Most Wonderful Time Of The Year,Val Doonican,0,Jingle All the Way,1996.0,,Its the Most Wonderful Time of the Year,george wyle+eddie pola+johnny mathis+arrangement with sony music licensing
1751192,1751192,1751192,576433,33249,Good Morning,Ninja High School,2005,Boardwalk Empire,2010.0,Boardwalk Empire (#1.1),Good Morning Judge,sophie tucker
1751277,1751277,1751277,576433,643267,Good Morning,Ninja High School,2005,Thats Entertainment  Part II,1976.0,,Good Morning,nacio herb brown+gene kelly+debbie reynolds+donald oconnor
1752576,1752576,1752576,577218,266557,Lets Fall In Love,Tommy Dorsey and His Orchestra,0,The Secret Life of the American Teenager,2008.0,Choices (#2.21),Lets Do It  Lets Fall in Love,cole porter+dan foliart+molly ringwald
1752577,1752577,1752577,577218,266677,Lets Fall In Love,Tommy Dorsey and His Orchestra,0,The Secret Life of the American Teenager,2008.0,Shiny and New (#5.16),Lets Do It  Lets Fall in Love,cole porter+dan foliart+molly ringwald
1753776,1753776,1753776,577452,356,I Believe,Elmore James,1953,100 Greatest Songs of the 90s,2007.0,(#1.2),Believe,cher
1753886,1753886,1753886,577452,172718,I Believe,Elmore James,1953,One Tree Hill,2003.0,Danny Boy (#9.11),I Believe,brooke annibale
1754031,1754031,1754031,577452,392303,I Believe,Elmore James,1953,Cinderella III: A Twist in Time,2007.0,,I Still Believe,matthew gerrard+bridget benenate+hayden panettiere
1754079,1754079,1754079,577452,457711,I Believe,Elmore James,1953,Grand Theft Auto: Liberty City Stories,2005.0,,I Believe,happy clappers+c. scott+g. ripley+m. knotts+m. topham
1754376,1754376,1754376,577585,262494,Sooner Or Later,World Party,1993,The Raccoons,1985.0,The Runaways! (#1.5),Sooner or Later,kevin gillis+jon stroll+the dior bros.
1754402,1754402,1754402,577588,434910,Loss For Words,Solvent,2010,Extremedays,2001.0,,Loss 4 Words,tait+michael tait+randy crawford+mario santana
1754415,1754415,1754415,577598,110454,Danny Boy,Al Hibbler,1991,Histeria!,1998.0,Americana (#1.44),Danny Boy,
1754456,1754456,1754456,577598,734320,Danny Boy,Al Hibbler,1991,Ìävocateur: The Morton Downey Jr. Movie,2012.0,,Danny Boy,frederick edward weatherly+morton downey jr.
