,id,title,artist_name,year
511827,95649,Choo Choo Ch'boogie (Digitally Remastered),Louis Jordan & His Tympany Five,0
511829,379551,Saturday Night Fish Fry - Parts 1 & 2 (Digitally Remastered),Louis Jordan & His Tympany Five,0
729551,392001,Comfortably Numb (Album Version),Scissor Sisters,2004
773976,46452,Minimal Love,Spitfire,0
544602,714797,The Golden People,Marumari,2001
642907,826182,I Wish You Love,Paul Young,1997
937820,812849,Grand Divider,We Are The Fury,2006
20317,809987,Buss Dem Case,Al Campbell,0
446302,832929,Pi,Kate Bush,2005
817125,464803,North By North,The Bats,0
872288,193289,Waterfall,The Stone Roses,1989
282736,880942,As Soon As I Get Over You,Farrah,2006
184163,640486,Take Me Out To The Ball Game,Curtis Stigers,2004
20325,684732,Going the Wrong Way,Al Campbell,2001
479079,182163,The Animal Fair,Laurie Berkner,0
184168,280832,Night Owl,Curtis Stigers,2007
824480,333221,Theme From Shaft,The Chosen Few,0
905069,868410,All I Need To Know,Trance Arts featuring Claire Willis,0
511855,883935,Sunshine Hotel,Louis La Roche,2009
466263,586782,Tuulilasin nurkkaan,Kristiina Brask,2007
839540,192009,Things That Might Have Been,The Gregg Allman Band,1986
642366,254087,We Are Alive (Christopher Just Remix),Paul Van Dyk,2000
872311,792498,She Bangs The Drums,The Stone Roses,1989
708476,640127,Ektoplasma,Rolo vs Dj Kram,0
479101,595630,I Feel Crazy So I Jump in the Soup,Laurie Berkner,0
402069,771789,Open Off My Love,Jennifer Lopez,1999
264731,228420,Walking On A Dream (Ben Watt Remix),Empire Of The Sun,2009
104335,174756,Web Surfer (Reprise),Bob Baldwin,0
479109,869679,These Are My Glasses,Laurie Berkner,0
315270,268997,Speak Low,Gato Barbieri,2000
872327,726361,Fools Gold,The Stone Roses,1990
446344,794531,I Dont Know How To Love Him,Kate Ceberano,0
423916,784946,It Ain't Me Babe,Johnny Cash,1965
511882,42311,Revenge!!! (feat. Celph Tilted),Louis Logic,2003
839563,737518,A Crime To Hate,The Grey Wolves,2003
249741,670970,Oh! Gee_ Oh! Gosh_ Oh! Golly I'm In Love,Eddie Cantor,0
53134,768070,Cold World,Aromabar,0
610191,575480,Down In The Ghetto,Nitty Gritty,1993
872337,237383,Ten Storey Love Song,The Stone Roses,1994
436039,760348,Rattle,Julian Fane,2006
118676,789050,Bonnie And Clyde,Brigitte Bardot / Serge Gainsbourg,1968
118678,25350,Bobo,Brigitte Fontaine,0
85911,761279,20 Margaritas (Album Version),Big & Rich,2005
479128,683733,In The Clouds,Laurie Berkner,2001
85914,924627,Between Raising Hell and Amazing Grace,Big & Rich,2007
642971,592970,Suwannee Jo (Album Version),PAULA COLE,0
282525,589593,Travis' Day Off,Farm Fresh,1999
905120,505063,Love And Desire,Trance Control,0
587760,330499,Let Go Again,MU330,2002
249763,57832,The Man On The Flying Trapeze,Eddie Cantor,1994
642980,205675,Garden Of Eden (Album Version),PAULA COLE,1994
446373,833203,Come This Far (Album Version),Kate Earl,2005
905131,746472,Beginning of The End,Trance Control,0
872364,700790,Voodoo Girl,The Stoner,0
680605,565895,I'm Easy (LP Version),Randy Crawford,0
817605,6496,Hot (Album Version),The Beatnuts,0
708530,353088,My Life After Death Pt. I,Roman Numerals,2006
598686,549498,Batman Theme,Neal Hefti,1966
905142,36353,Hoodoo Wanna Voodoo,Trance Dance,0
708535,901786,Msr. Control,Roman Numerals,2006
643000,165563,I Wanna Kiss You,PAULA COLE,2007
948212,745006,This Land Is Your Land,Woody Guthrie & Jack Elliott,1986
905148,330633,Come Play With Me,Trance Dance,0
610237,512837,Remember Me (When The Candle Lights Are Gleaming) (2002 Digital Remaster),Nitty Gritty Dirt Band,0
348094,347382,W.F.L. (Live at Cities In The Park_ Manchester),Happy Mondays,1991
380865,420052,La ExtraÌ±a Pareja,Ismael Serrano,0
423927,541997,I've Got A Thing About Trains,Johnny Cash,1970
937933,400792,Where I Went Wrong,We Make Friends,0
774094,753895,Day By Day,Splash,0
905168,92908,The Temple Of Trance (Trance Mix),Trance Generators,0
30712,750124,Am I Expecting Too Much? (Album Version),Allen Toussaint,0
380884,805098,Un Muerto Encierras(Live),Ismael Serrano,0
282581,373338,Blue Suede Shoes (Version 3),Faron Young,0
249814,104214,Twenty Flight Rock,Eddie Cochran,1957
675799,897895,It's All About You (LP Version),Rachael Lampa,2002
872408,651953,Studio Dialogue (#27),The Stooges,0
282586,445363,(I'm Gonna Live Some) Before I Die,Faron Young,0
683728,187904,Aguadilla,Ray Barretto,1989
129018,336053,Some of These Days,Cab Calloway And His Orchestra,1990
20446,785424,Pistol Packin' Mama,Al Dexter,1993
544735,116870,Female Assassin,Marvaless,0
151522,479369,Trippin' In Court,Cheech & Chong,1971
577507,671199,Queen Of The Rodeo,moe.,1998
806884,776812,Monica's Still Out,Tchiki Boum,0
937959,50990,Welcome to My World,We Rock Like Girls Don't,0
643048,773489,Jos hintaa onnella ois,Paula Koivuniemi,0
741353,36833,Newborn Blessing (World),Sharon Burch,0
708587,633844,Lord of the Pants (T Cisco Remix),Romanowski,0
315372,936733,La Coppa Davis del 1976,Gatto Ciliegia Contro Il Grande Freddo,2001
643054,858878,Kulku Ihmisen,Paula Koivuniemi,0
653177,50493,Please Come Out Tonight,Phil Collins,1993
118769,652018,Walk Into The World,Brilliant Colors,0
937970,885415,I Just Wanna Stick My Head In The Bass Drum,We Rock Like Girls Don't,0
905206,344364,Darkness Will Rule,Trance Generators,2004
708600,895051,Vox Wah,Romanowski,0
217083,243482,Choice Of Colours,Devon Russell,0
905212,105636,Istanbul Dream,Trance Istanbul Project - DJ. Kambo,0
905213,113318,Dance Of Istanbul,Trance Istanbul Project - DJ. Kambo,0
53248,412251,Mr Wendal (Edit),ARRESTED DEVELOPMENT,0
53250,548453,Bloody,ARRESTED DEVELOPMENT,0
904534,602185,Feeling Good,Traffic,0
741382,769543,Pangarap Ko Ang Ibigin Ka,Sharon Cuneta,2005
587710,155543,Wide Awake,MU330,1997
53257,941645,Tennessee (Back To Roots Mix),ARRESTED DEVELOPMENT,0
512013,639096,I'll Never Make The Same Mistake Again,Louis Prima with Chorus,1999
938000,482562,Ladies Night,We Should Be Dead,0
620547,544291,Solitude,Oliver Welter / Stefan Deisenberger / Herwig Zamernik,0
610325,254983,INTRO,Nitty Kutchie,0
872471,440705,The Perfect Crime ( LP Version ),The Story,0
938010,602759,The Feeling I'm Without You ( Is A Very Bad Feeling ),We Show Up On Radar,0
938013,810294,My First Fisher Price Love Song,We Show Up On Radar,0
643103,232575,? ( O Q Ìä Q Eu Sou ),Paula Toller,2007
597531,596639,Tell Me What You're Feeling featuring Domu Vocal Mix,Nathan Haines,2007
938018,609047,Eastenders,We Smoke Fags,2008
20515,901312,Passion_ Grace & Fire,Al DiMeola,0
872486,95783,Make Or Break (Chicago),The Story So Far,0
282664,48793,I'll Be Yours,Faron Young,1994
762395,312168,Hot Club,Soft,0
336562,708191,Who Killed Cock Robin,Greg Brown,0
741422,491415,The Game Gets Old ,Sharon Jones & The Dap-Kings,2010
348209,730834,End Of The World,Harald Kloser,0
413746,387112,Hecho Y Derecho,Joe Cuba,0
664243,766403,I Got a Man (DJ Funk Master Mix),Positive K,0
938038,762267,The Story Of Your Life,We The Kings,2009
479287,872846,Blue Skies,Lavay Smith & Her Red Hot Skillet Lickers,1996
675167,520226,Estre Frio da ManhÌ£,RÌÁdio Macau,0
118844,242351,I Am the Voice of Sarah Strickland's Rage,Bring Back the Guns,0
933600,358481,Faded Love,Wall Of Voodoo,1985
729781,887126,Basjen,Scorch Trio,2008
512065,737566,Es Una Palabra,Louis Winsberg,0
380994,294069,Rakas rÌ_mÌ_ elÌ_mÌ_ (Live),Ismo Alanko SÌ_Ì_tiÌ¦,2004
544836,465749,Wherever I Lay My Hat (That's My Home),Marvin Gaye,1963
844470,103170,Hear Our Prayers O Lord,The Jackson Southernaires,0
512070,362123,Pledge Of Allegiance (Live @ Virgin Megastore),Louis XIV,0
249927,21998,Knock on Wood,Eddie Floyd,1967
708682,840317,Hot Fridge,Ron Basejam,2010
872525,734153,Keep it Moving,The Strange Fruit Project,0
473101,403768,All Girl Band,LaBelle,1974
959160,74446,My Enemy Inside,Zentriert Ins Antlitz,2005
872530,830756,Gotta Lotta,The Strange Fruit Project,0
479315,338692,I'll Never Die Again,Lavender Diamond,2007
53332,491538,What It Takes,Arrogance,0
741461,960060,For You,Sharon Van Etten,2009
938070,274494,Till Morning Comes,We Were the States,0
811705,307242,Pipe and Didgeridoo (Live),Test Dept,0
445796,752210,Strong,Kaskade,2005
620559,544334,Magic (Live At The Sydney Opera House),Olivia Newton-John,0
315486,627453,Best NÌ´r Det Ikke Gjelder,Gaute OrmÌ´sen,0
479328,570318,Fly Me To The Moon (LP Version),LaVern Baker,0
282722,218458,THE SHRINE OF ST. CECILIA,Faron Young & Anita Kerr Singers,1994
577636,885988,Kick Out The Jams,Moguai,2008
610405,382241,Whitenoise,Nixon & Shimon,0
955424,411096,Who Got The Work,Young Jeezy,0
560435,44657,Andromeda,Mexicanto,0
184428,252244,Fallen,Cut La Roc,2006
938095,357686,For A Ride,Wealthy Beggar,2004
53360,4344,Carrot Juice Is Murder,Arrogant Worms,1994
348274,224816,Rangla Punjab (Desi Mix),Harbhajan Talwar,2002
249971,587230,A Thousand and One Night,Eddie Grant,0
413814,636955,Excuse Me Lady,Joe Dassin,1966
708728,756992,3 Cowboy Songs: No. 2. The Colorado Trail,Ron Carter,0
413817,720721,Hello Hello !,Joe Dassin,1967
610426,706771,Dunya,Niyaz,2005
882319,394761,Willie And The Hand Jive (Album Version),The Youngbloods,2003
938109,397224,Maxi-Mega-Mix 2005 (It`s Raining Men_ Wild Thang_ Born To Be Alive_ Can U Feel It),Weather Girls,0
774271,457607,Old Ya Cherries,Splodgenessabounds,0
348288,846969,Pneumatica (Part I),Hard 'n Phirm,2005
446595,680787,God Bless America,Kate Smith with Mixed Chorus and Orchestra,1988
544900,356462,Joy,Marvin Gaye,1982
381063,24718,Autopilot,Isobella,0
348299,644287,Take a Wife,Hard Place,0
479372,155144,E3,LavKastor,0
355625,192459,What You Need?,Hell Rell,0
413838,141192,Trois Caravelles,Joe Dassin,2005
298349,490291,Samedi Soir Sur La Terre,Francis Cabrel,1994
331299,755116,Leave Old Dreams,Gonzalez,0
872596,247062,Death And Night And Blood (Yukio),The Stranglers,1978
184470,420657,Miss Sobriety (Album Version),Cute Is What We Aim For,2008
949970,278038,VooDoo (RBX & Quazedelic),X-Clan,2007
315547,715060,Chemical Party,Gavin DeGraw,2003
315550,813177,I Don't Want To Be,Gavin DeGraw,2003
610464,515194,Comment Ì¤a va ?,Njie,0
315553,642453,Change Is Gonna Come,Gavin DeGraw,2004
899099,202814,Wild Thing,Tone Loc,1988
118948,276273,Baby Shut Your Eyes,Brisa RochÌ©,0
184485,482472,No Restraint,Cutthroats 9,0
643238,881517,Something Else,Pauline Oliveros,2001
577704,139786,Black Spider 2,Mogwai,2006
872617,147228,Golden brown,The Stranglers,1981
959175,664248,Wa Dem A Go Do Riddim,Zenzile,0
839853,187573,Lake 17,The Gufs,0
348336,382053,Piercing The Clouds,Hard Romantic,0
416749,385307,Kuredu Express,Johan Gielen,2006
942793,506676,The Lady Wants Your Money,Wild Cherry,1976
938168,553280,Forlorn,Weather Report,1980
413882,462603,Ships That Don't Come In,Joe Diffie,1992
446651,158302,Hurry Home (Live Version),Kate Wolf,0
315581,330903,Give Me A Funf,Gavin Herlihy,0
661913,374046,Alan's On Fire,Poison Idea,1990
151746,620119,Nakhla,Cheikha Rimitti,2001
942795,527460,What In The Funk Do You See,Wild Cherry,1976
839876,398663,The Photographer,The Guild League,2002
380278,206207,You Don't Know Like I Know,Isaac Hayes,0
151750,74882,Daouni,Cheikha Rimitti,2008
565969,776481,Politessen (Die Braucht Echt Keiner),Mickie Krause,2003
512200,268401,Justement,Louise Attaque,2000
381132,264734,Debo resistir,Israel,0
809216,770473,Little White Lie,temposhark,2005
942797,809584,Play That Funky Music,Wild Cherry,1976
20688,265852,Paisley Strats (He Twist And Shout),Al Gromer Khan,2002
872659,529636,Money,The Stranglers,1995
577750,200185,Tala Jaan,Mohammad Nouri,0
953721,114628,Earthquake,Yma Sumac,0
413916,592667,In Another World,Joe Diffie,2001
904570,269558,Almost But Not Quite There,Traffic Jam,1990
577758,488510,Setarehe Man,Mohammad Nouri,0
643295,47842,Thinkin' Thoed,Paull Wall & Chamillionaire,0
905441,758817,Schwarze Witwen,Transilvanian Beat Club,0
708835,765186,Theme From 'Limelight,Ron Goodwin & His Orchestra,0
807141,833746,Hypnotize Cash Money,Tear Da Club Up Thugs,1999
905446,710272,Das Leben Soll Doch SchÌ¦n Sein,Transilvanian Beat Club,2007
893649,69795,No Me Lo Puedo Explicar,Tiziano Ferro,0
479465,842997,Jaggered Wedge,Lawnmower Deth,0
905451,956892,Flow Rate,Transistor,0
676076,244663,Time (I Will Still Love You),Rachel Rachel,1993
413933,909563,Call To The Center,Joe Diorio,0
846631,16435,The Army Air Corps,The King Sisters & Alvino Rey,0
933606,162862,Joanne,Wall Of Voodoo,1987
883511,671581,Theme Music (Language: Tamil; Film: Sri; Film Artists: Surya),Theme Music,0
250101,66877,Everybody's Going,Eddie Holland,0
413942,88980,Sweet Little Rock n Roller,Joe Dolan,0
303828,419390,Wind it up baby,Freddie Cruger,2008
86266,9296,Full Brazilian,Big Boss Man,2009
676091,229656,Sweet Dreams My LA Ex,Rachel Stevens,2003
938238,310765,Hush Little Baby,Weavers,0
774400,957212,Other Rooms,Spokane,2001
315649,402643,Sex In Your Mouth,Gay For Johnny Depp,2005
938244,582237,Goodnight Irene,Weavers,0
282885,501015,Blind,Fast Offensive,0
545031,961155,I'm a Doggy,Marvin Pontiac,2001
872713,33783,Blinded By The Lights (Album version),The Streets,0
746199,107258,So Bored,Sia,0
925969,919781,Dark Music For Dark Times,Via Tania,2003
119054,768513,...Baby One More Time,Britney Spears,1998
262562,317296,Game Of Love,Elysia,0
618899,471075,Bastille Day,OHM,2003
348437,215621,Fuck Society,Hard-Ons,1988
315670,923005,Step Parent Blues,Gaye Adegbalola,0
341418,381132,No More,Guru's Jazzmatazz Featuring Craig David,0
938265,297560,Don't Throw Your Life Away,Webb Pierce,0
938266,312190,I'm Gonna Fall Out Of Love With You,Webb Pierce,0
53531,220471,13 Year Old Ruby,Arsonists Get All The Girls,2007
845226,859351,Confidence Man,The Jeff Healey Band,1988
571440,72370,Koritsi Stasou Na Sou Po,Mimis Plessas,0
53538,859023,Cuffed To The Ankles,Arsonists Get All The Girls,2007
250147,669032,The Stone Age / Language,Eddie Izzard,0
666529,502396,Higher Than The Sun,Primal Scream,1991
499338,413965,Abyssinia,Lizzy Mercier Descloux,2006
220545,577603,War Of The World,Die' Hunns,2004
708906,497310,Jesus Is Alive,Ron Kenoly,1997
905515,291320,My Wonderful Friend (Astralasia Mix),Transmutator,1997
282924,387105,T.H.I.N.K. (Album),Fastbacks,0
850123,365206,The Frog Trujillo,The Lucksmiths,2005
545071,245649,Be It Unto Me,Marvin Sapp,0
643376,426181,Estranha Forma De Vida,Paulo Gonzo,2006
676145,368060,Cuckoo Clock,Rachel Sweet,1978
119090,112521,That's Where You Take Me,Britney Spears,2001
872755,746135,Can't Con An Honest John,The Streets,0
540177,840579,Around And Around (written by John Denver),Mark Kozelek,2000
485688,225993,San Antonio Rose,Leon Russell,0
381239,361050,Turn It Around,ISRAEL & NEW BREED,2007
414010,927285,Johnny's Blues,Joe Ely,2002
774459,746380,Home,Spoken,2005
708924,838295,With A Little Bit Of Luck (from the musical My Fair Lady),Ron Moody and the Chorus. The National Symphony Orchestra conducted by John Owen Edwards,0
151869,575646,Right To Work,Chelsea,1977
86334,754109,Nu Flow,Big Brovaz,2002
577855,364142,Toranj,Mohsen Namjoo,2007
119105,153385,Everytime,Britney Spears,2003
643394,97453,Chiclete com Banana,Paulo SÌ©rgio Santos,0
282949,515159,Don't Eat That It's Poison (Album),Fastbacks,1992
725203,145454,Ya es domingo,Santiago y Luis Auseron,0
305118,419460,Tribal Mix by Cheyne Christian,Freedom Williams of CandC Music Factory vs. RMD,0
676170,328047,A Teenage Prayer,Rachel Sweet,1990
479566,912132,Standing On The Corner,Lawrence Welk,0
20822,187973,Heart's Horizon (Album Version),Al Jarreau,1988
53591,123206,Quicksilver,Art Blakey,1954
643417,878319,Westwood - Becoming The Beast - The Colonel Has Beaks,Pauly Shore_ Sam Kinison_ David Letterman,0
315739,157537,Sin Disfraz,Gazpacho,0
700275,443126,Walt Disney,Rivers Cuomo,2008
446813,727647,O sole mio,Katherine Jenkins,2004
938334,811127,Teenage Boogie,Webb Pierce,2000
217440,694996,Come On Eileen,Dexys Midnight Runners,1982
167312,808110,Abandon End Titles,Clint Mansell,2002
938339,9824,I'm Walking The Dog,Webb Pierce & Red Sovine,0
381288,2980,With What Do We Light?,Israel Philharmonic Orchestra / Zubin Mehta,0
774505,182732,Bossy Boots Song,Spongebob Squarepants,2005
565991,858638,Laudato Si (Lagerfeuerversion),Mickie Krause,2007
807277,731232,Last Days On Earth,Tears For Fears,2004
807280,388314,Call Me Mellow (Tin Tin Out Vocal Mix),Tears For Fears,2005
905587,167575,Born To Be Sold,Transvision Vamp,1989
446836,302480,The Flower Duet,Katherine Jenkins,2009
479607,236652,Willkommen im Leben,Lax Alex Contrax,0
708984,146833,Heart's Desire,Ron Sexsmith,2002
774521,922071,Hey Mean Mr. Bossman,Spongebob Squarepants,2005
538687,762729,Mexico is Night Of Passion feat. Norma Castro,Mario Garcia,0
53629,939747,Moanin',Art Blakey And The Jazz Messengers,1988
807294,735557,Everybody Wants To Rule The World (live Parc Des P,Tears For Fears,2006
928248,318567,Voodoo Man,Vin Gordon / The Upsetters,2005
938373,868474,Don't Stop,Webstar / Ron Browz / Young B / Severe / T-Rex,0
872838,104720,Playtime Theme,The Strike Boys,2004
840071,451797,Sequenced Life,The Hacker,2004
938376,516591,Tone Wop,Webstar / The Voice of Harlem / Young B / G. Dot,0
938377,416305,I Just Came To Dance,Webstar / Young B,0
347543,218769,Whiskey in the Jar (feat. The Dubliners + cast),Hans Theessink,0
140013,800363,A Perfect Day To Drop The Bomb,Carter USM,0
709008,288959,Paradise Island,Ron Spielman,0
840082,908742,Sequence,The Hacker,2008
610708,692316,Pierce The Gates,No Cash,0
512406,144120,Kimi Wa Boku No Senyu,Love,0
888217,835221,Love Is Only You,Thunderclap Newman Featuring Zoot Money,0
741786,589949,Here We Go Again (feat. CO$$),Shawn Jackson,0
778991,362259,The Story of Benjamin Darling (Part 1) (Live Acoustic 12.6.08),State Radio,0
576922,292860,Wild Wild Water,Modern Talking,1985
938403,183681,My Home Sweet Homicide (Album Version),Wednesday 13,2006
774564,880291,Sunshine Help Me,Spooky Tooth,1968
184741,340014,Power Surge,Cyantific,2006
303253,859205,My Bottleneck (Story),Fred McDowell,0
348586,701680,The Life We Choose,Hardfloor,2007
774571,488553,Feelin' Bad,Spooky Tooth,1969
938413,14267,197666 w/ Special Guest The Confederate Crusader (Album Version),Wednesday 13's Frankenstein Drag Queens From Planet 13,0
184752,610830,88mph,Cyantific,2009
315825,655041,Getaway,Gazzara,0
500467,672852,I Feel Cold Inside Because Of The Things You Say,Locust,0
414132,546512,Pie in the Sky (Preacher and the Slave),Joe Glazer,0
817226,646108,Rudy,The Be Good Tanyas,2003
385781,673907,Super Chase,Jackie Mittoo,0
85408,888308,Crazy In Love,BeyoncÌ© feat. Jay-Z,2003
938436,786227,Oogie Boogie Baby_ Baby (Album Version),Wednesday 13's Frankenstein Drag Queens From Planet 13,0
729846,836564,Well Sorted,Scorn,1997
396705,372125,Am I Blue,Jay McShann,0
938440,848220,The Last Halloween - The Story Of Trick Or Treat Pete (Album Version),Wednesday 13's Frankenstein Drag Queens From Planet 13,0
414153,319511,Lemon & Lime (Home Time),Joe Goddard,0
152011,656516,Pitch Dark,Chemistry,0
905677,907243,Sombras,TrÌ_o Los Panchos,0
446926,273497,Birds,KathrynWilliams,2004
424013,489526,Old Time Feeling,Johnny Cash;June Carter Cash,0
946707,614037,Ein Elefant FÌ_r Dich,Wir Sind Helden,2005
844536,895219,Frank Williams / The Jackson Southernaires Medley - If Jesus Can't Fix It_ Remember Me_ No Tears In Heaven_ Don't Look Down On A Man_ Near The Cross,The Jackson Southernaires,0
20946,402942,Music Was My First Love/Cherokee/Moonlight Serenade/Don't Get Around Much/I'm Getting Sentimental/Tangerine/I Can't Get Started With You/In The Mood/When They Begin The Beguine/When The Saints Come Marching In,Al Martino,0
224379,693924,Forgotten Heroes,Discipline,0
610776,102965,New & Approved,No Doubt,0
232868,775542,Amigo Eterno,Domingo Patricio,0
807388,61388,The Worst,Tech N9ne,2000
807389,291488,Stamina,Tech N9ne,2000
780947,268777,Undercover,Sten,2007
784464,672033,Serenade,Steve Miller Band,1976
938466,79739,Bad Apples (Rotten to the Core),Wednesday Night Heroes,0
938467,126262,Bouzo Goes to Bitburg (A Tribute to the Ramones),Wednesday Night Heroes,0
709092,911403,Petticoat Junction,Ron White,2006
250341,537010,Love Me,Eddie Kirkland,0
774631,932690,So Good,Spoonface & Wah Syndicate Feat. Janet Kay,0
741864,653383,Rewind the Years,Shawn Mullins,2008
709099,533493,Aquarius (From 'Hair'),Ronald Dyson,0
53741,44574,He Took A Cab To Neptune,Art Ensemble Of Chicago,2004
872943,172688,We Three Kings,The String Trio of New York,0
381424,53617,Tribal Dream,Issam Houshan,2005
283121,116069,Grind Wit Me  (feat. B. Lester_ Big Wett & A.J.),Fat Bastard,0
152051,495072,Exiled ('Suck On This' Mix),Chemlab,1996
86521,567996,Dave's Shiny New Rap (feat. DJ BC) (Mixed by DJ BC),Big D and The Kids Table,0
872957,279369,Who Pays the Ferryman,The Strings Of Paris,0
958711,57254,Medley: CamarÌ£o Que Dorme A Onda Leva / SÌ£o JosÌ© De Madureira / Dor De Amor,Zeca Pagodinho / Beth Carvalho,0
943961,388994,untitled 2,William Basinski and Richard Chartier,2008
844544,47812,Heaven Knows I Love You,The Jacksons,0
817238,731039,Ootischenia,The Be Good Tanyas,2006
807430,723628,Last Words,Tech N9ne,2008
381448,920716,Screaming On The Beaches,It Bites,1986
872970,748240,One Day I'll Fly Away,The Strings Of Paris,0
315915,36513,Manuela,GebrÌ_der Blattschuss,0
109252,842597,This Ain't A Love Song,Bon Jovi,1995
610833,913312,Home Now,No Doubt,2000
676370,598008,R4,Radian,2000
807443,895616,Party and Bullshit (feat. Big Ben & Shadow),Tech N9NE Collabos featuring Big Ben_ Shadow,0
175524,369742,Hymn To Lucifer (Premix),Coph Nia,2006
709142,563982,Challenger Address (Address To Nation After Challenger Disaster) - January 28_ 1986,Ronald Reagan,0
250391,6866,Two Tickets To Paradise,Eddie Money,1977
467716,517708,Aber Bitte Mit Sahne - Live,Kuhn_ Dieter Thomas,1997
326822,765141,Mr. Welfare Man,Gladys Knight & The Pips,1974
709150,753225,National Association of Evangelicals - Orlando_ FL_ March 8_ 1983,Ronald Reagan,0
152096,927190,Adios,Chenoa,2003
840225,290914,When The Summer Is Through (LP Version),The Happenings,0
217635,618764,In My Eyes,DHC Meinhof,0
643620,363253,Shovel Goes Down,Pawtuckets,0
184870,5339,Unrequited,Cylob,2004
948316,856858,Summer Nights,Woody Herman & Orchestra,0
741930,759804,I'm Checkin' Out,Shawn Ryan,2005
905771,449185,Kill The Snake,Trash Talk,2009
807470,753254,Demons,Tech N9ne featuring Three 6 Mafia,2009
578095,773200,Burlando la ley,Mojinos Escozios,2005
89082,589355,With Strings Attached,Bill Connors,0
21043,531456,Pretty Polly,Al Petteway / Amy White,0
53812,330945,Anything You Love,Art In Manila,2007
866398,225559,Keep On Running,The Romantics,0
893705,431188,Sunday Night,TK Webb,0
905785,612788,Horns And Halos,Trashlight Vision,2006
873018,611726,15 Minutes,The Strokes,2005
741951,717755,Candy Coated,Shawnna / 8-Ball & MJG,2006
447042,696459,Christ Child Lullaby,Kathy Mattea,1994
578116,384370,Come Home Baby,Mojo Buford,0
566028,856015,Seven Drunken Nights Medley: Seven Drunken Nights / I Love You Baby,Micky Modelle,0
348746,855711,Honky Tonk Baby,Hardrock Gunter,1999
921015,96153,Reign-Carrion,Vader,1990
731629,232590,Respirator,Scuba,0
840276,940045,18,The Harlem Shakes,0
45438,449865,Carpet Of The Sun,Annie Haslam,1998
676441,843855,Party Crashers (Headman Dub Mix),Radio 4,2004
643674,476757,Material Girls,Pay TV,0
938587,447181,I'm Dancing In The Show Tonight (LP Version),Ween,1997
676445,182462,Pretty Good Lie,Radio 4,2006
630284,496449,Gameover,Ozma,2002
250463,366016,Party All The Time,Eddie Murphy,1985
479840,393064,I wanna grow old with You,Lazard feat. Muzzy G.,0
695752,517764,Wagner: Der fliegende Hollander (The Flying Dutchman): Wirst du des Vaters Wah lnicht schelten? - Dutchman_ Senta,Richard Wagner,0
3516,738479,Ain't Nothin' Wrong,2nd II None,1999
784487,824587,I Wanna Be Loved (But By Only You),Steve Miller Band,1995
545389,203774,The Ghost of the St. Louis Blues,Mary Flower,2009
306219,75322,All In The Golden Afternoon,Friends Of Dean Martinez,2005
938612,24210,Tried And True,Ween,2003
578167,451662,High School Football Friday Night,Mojo Nixon,0
381561,294988,Bombay Calling,It's A Beautiful Day,1969
766327,751707,Transition Theme For Minor Blues Or Little Malcolm Loves His Dad,Sonny Rollins,1966
938621,452109,I Fell In Love Today,Ween,2005
938623,720788,Tastes Good On Th' Bun,Ween,2005
479872,920063,Superman,Lazlo Bane,2000
938625,925542,Boys Club,Ween,2005
824593,111637,Lost Time Blues,The Chrome Cranks,2007
381571,922942,White Bird,It's A Beautiful Day,1969
479877,578288,Shinjuku,Lazy Fat People,0
184967,117822,It's Hard to Be Me,Cyndi Lauper,2002
643720,160574,Forever,PC Synergy,0
578186,884383,(619) 239-KING,Mojo Nixon,0
610958,816336,Death Do Us Part,No Hollywood Ending,0
938639,759690,Sans moi tu es tout (feat. Denis Leonhardt),Weepers Circus,1999
320280,929020,Ride On Josephine,George Thorogood & The Destroyers,1977
849551,770379,Scottish Waltz (O' Gin I Were A Baron's Heir)/ Nameless Lassie (Scottish Waltz)/ Bonnie isle Of Gletness (Scottish Waltz),The Lothian Scottish Dance Band,0
348820,445900,Empty Promise,Harem Scarem,0
421880,411890,Clay Pigeons,John Prine,2005
814704,578225,Waste,The Amber Light,2008
545431,66142,Sparrow ,Mary Hopkin,1969
316056,833909,Ein Stern fÌ_llt in die Nacht,Geier Sturzflug,2006
21145,378637,Your Will (Featuring Oleta Adams),Al Turner,2008
316059,945440,The dude,Geiger,0
610972,574130,Answer To No One (Album Version),No Innocent Victim,0
238362,539395,Protest To Praise (Acoustic Bonus Track),Downhere,0
469890,596824,TÌ¼mbala Si Puedes,La BarberÌ_a Del Sur,0
316063,233378,Bad Chemistry,Gein,0
545443,189664,Only Lovers Decide,Mary Hopkin,2007
414372,671731,Act I: Summertime,Joe Henderson / Chaka Khan,1997
921030,550650,Sothis,Vader,1994
348840,372829,Never,Harem Scarem,2002
348841,580520,Me Me Me,Harem Scarem,2002
185002,267654,Sisters Of Avalon,Cyndi Lauper with Ani DiFranco & Vivian Green,1996
2323,30854,South Pennsylvania Waltz,16 Horsepower,1995
938668,179848,Le jeu du chat et de la souris,Weepers Circus,2009
905903,275136,L dot Y,Travis,0
133476,99772,Last Chance Blues,Cannon's Jug Stompers,0
348850,380547,Pocket Size (Madame Lulu/Pocket Size Pal/Alborada Tigre Xuan),Harem Scarem,2005
873139,217450,And Ill See You No More,The Stylistics,0
119478,319371,Basement Royalty,Broadway Calls,2009
250552,324047,La Voz Del Caribe,Eddie Palmieri,2003
512697,770273,Sitting On A Fence,Love Grocer,0
938683,550442,Tom's Shoe Repair,Weeping Tile,0
